gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,1,1,REGULAR,91,K. BIRCH,1,jumpball,5,4,[],won,0,92,Khem,Birch,Khem,Birch,K,B,K,B,K. Birch,FENERBAHÇE BEKO,FBB,K. Birch,92,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,2,1,REGULAR,78,S. GEYIK,1,jumpball,6,4,[],lost,0,4,Samet,Geyik,Samet,Geyik,S,G,S,G,S. Geyik,KARSIYAKA,KSK,S. Geyik,4,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:46,09:46:00,2,0,2,1,1,REGULAR,91,K. BIRCH,1,2pt,7,,['pointsinthepaint'],jumpshot,1,92,Khem,Birch,Khem,Birch,K,B,K,B,K. Birch,FENERBAHÇE BEKO,FBB,K. Birch,92,,,5.6500000953674,54.349998474121,1.0,P2,made,FENERBAHÇE BEKO K. BIRCH 2Pt made,100.0,1.0,S. VILBEKIN,,,,,,2,1,1.0,score,2,2,0,0
09:46,09:46:00,2,0,2,1,1,REGULAR,100,S. VILBEKIN,1,assist,8,7,[],,0,3,Scott Jordan,Vilbekin,Scott Jordan,Vilbekin,S,V,S,V,S. Vilbekin,FENERBAHÇE BEKO,FBB,S. Vilbekin,3,,,,,,ASS,,FENERBAHÇE BEKO S. VILBEKIN assist,,,,,,,,,0,2,2.0,,0,2,0,0
09:20,09:20:00,2,2,0,2,1,REGULAR,89,C. MANNING JR,1,2pt,9,,['pointsinthepaint'],layup,1,21,Charles Maurice,Manning Jr,Charles Maurice,Manning Jr,C,M,C,M,C. Manning Jr,KARSIYAKA,KSK,C. Manning Jr,21,,,95.51000213623,53.790000915527,1.0,P2,made,KARSIYAKA C. MANNING JR 2Pt made,78.0,2.0,S. GEYIK,,,,,,2,2,2.0,score,0,2,2,2
09:20,09:20:00,2,2,0,2,1,REGULAR,78,S. GEYIK,1,assist,10,9,[],,0,4,Samet,Geyik,Samet,Geyik,S,G,S,G,S. Geyik,KARSIYAKA,KSK,S. Geyik,4,,,,,,ASS,,KARSIYAKA S. GEYIK assist,,,,,,,,,0,3,1.0,,0,2,0,2
08:53,08:53:00,2,2,0,1,1,REGULAR,100,S. VILBEKIN,0,3pt,11,,[],jumpshot,1,3,Scott Jordan,Vilbekin,Scott Jordan,Vilbekin,S,V,S,V,S. Vilbekin,FENERBAHÇE BEKO,FBB,S. Vilbekin,3,,,30.139999389648,86.269996643066,0.0,P3,missed,FENERBAHÇE BEKO S. VILBEKIN 3Pt missed,,,,,,,,,0,3,1.0,def_reb,0,2,0,2
08:50,08:50:00,2,2,0,1,1,REGULAR,0,,1,rebound,13,11,['team'],offensive,0,,,,,,,,,,,FENERBAHÇE BEKO,FBB,,,,,,,,TREB,,FENERBAHÇE BEKO team rebound offensive,,,,,,,,,0,4,2.0,def_reb,0,2,0,2
08:40,08:40:00,2,2,0,1,1,REGULAR,79,T. BIBEROVIÇ,1,turnover,15,,[],ballhandling,0,13,Tarik,Biberoviç,Tarik,Biberoviç,T,B,T,B,T. Biberoviç,FENERBAHÇE BEKO,FBB,T. Biberoviç,13,,,,,,TO,,FENERBAHÇE BEKO T. BIBEROVIÇ turnover ballhandling,,,,,,,,,0,5,1.0,turnover,0,2,0,2
08:40,08:40:00,2,2,0,2,1,REGULAR,86,C. CHIOZZA,1,steal,16,15,[],,0,11,Christopher Xavier,Chiozza,Christopher Xavier,Chiozza,C,C,C,C,C. Chiozza,KARSIYAKA,KSK,C. Chiozza,11,,,,,,ST,,KARSIYAKA C. CHIOZZA steal,,,,,,,,,0,6,2.0,,0,2,0,2
08:37,08:37:00,2,4,-2,2,1,REGULAR,87,J. ALSTON,1,2pt,17,,"['fromturnover', 'pointsinthepaint', 'fastbreak']",drivinglayup,1,32,Justin Alexander,Alston,Justin Alexander,Alston,J,A,J,A,J. Alston,KARSIYAKA,KSK,J. Alston,32,,,95.819999694824,52.090000152588,1.0,P2,made,KARSIYAKA J. ALSTON 2Pt made,86.0,2.0,C. CHIOZZA,,,,,,2,6,2.0,score,0,2,2,4
08:37,08:37:00,2,4,-2,2,1,REGULAR,86,C. CHIOZZA,1,assist,18,17,[],,0,11,Christopher Xavier,Chiozza,Christopher Xavier,Chiozza,C,C,C,C,C. Chiozza,KARSIYAKA,KSK,C. Chiozza,11,,,,,,ASS,,KARSIYAKA C. CHIOZZA assist,,,,,,,,,0,7,1.0,,0,2,0,4
08:29,08:29:00,2,4,-2,2,1,REGULAR,89,C. MANNING JR,1,foul,20,,[],personal,0,21,Charles Maurice,Manning Jr,Charles Maurice,Manning Jr,C,M,C,M,C. Manning Jr,KARSIYAKA,KSK,C. Manning Jr,21,,,,,,FOUL,,KARSIYAKA C. MANNING JR foul personal,,,,,,,,,0,7,1.0,,0,2,0,4
