team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BAHÇESEHIR KOLEJI,1.0,79.0,"[3, 73, 78, 79, 80]",5,3|73|78|79|80,"['1:3', '1:73', '1:78', '1:79', '1:80']","['G. Bas', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",1:3|1:73|1:78|1:79|1:80,Unknownx5,1,10:00:00,1,04:45:00,0,0,6,10
1,BAHÇESEHIR KOLEJI,79.1,93.0,"[3, 73, 77, 78, 80]",5,3|73|77|78|80,"['1:3', '1:73', '1:77', '1:78', '1:80']","['G. Bas', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",1:3|1:73|1:77|1:78|1:80,Unknownx5,1,04:45:00,1,04:30:00,6,10,9,10
1,BAHÇESEHIR KOLEJI,93.1,123.0,"[1, 76, 77, 78, 80]",5,1|76|77|78|80,"['1:1', '1:76', '1:77', '1:78', '1:80']","['I. Akpinar', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale', 'M. Flynn']",1:1|1:76|1:77|1:78|1:80,Unknownx5,1,04:30:00,1,02:34:00,9,10,14,14
1,BAHÇESEHIR KOLEJI,123.1,146.0,"[1, 73, 75, 76, 77]",5,1|73|75|76|77,"['1:1', '1:73', '1:75', '1:76', '1:77']","['I. Akpinar', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica']",1:1|1:73|1:75|1:76|1:77,Unknownx5,1,02:34:00,1,02:00:00,14,14,15,14
1,BAHÇESEHIR KOLEJI,146.1,160.0,"[1, 63, 73, 75, 76]",5,1|63|73|75|76,"['1:1', '1:63', '1:73', '1:75', '1:76']","['I. Akpinar', 'F. Haltali', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii']",1:1|1:63|1:73|1:75|1:76,Unknownx5,1,02:00:00,1,01:11:00,15,14,17,18
1,BAHÇESEHIR KOLEJI,160.1,182.0,"[63, 73, 75, 76, 80]",5,63|73|75|76|80,"['1:63', '1:73', '1:75', '1:76', '1:80']","['F. Haltali', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'M. Flynn']",1:63|1:73|1:75|1:76|1:80,Unknownx5,1,01:11:00,1,00:03:10,17,18,19,20
1,BAHÇESEHIR KOLEJI,182.1,189.0,"[1, 3, 73, 76, 80]",5,1|3|73|76|80,"['1:1', '1:3', '1:73', '1:76', '1:80']","['I. Akpinar', 'G. Bas', 'M. Ponitka', 'M. Mitchell Ii', 'M. Flynn']",1:1|1:3|1:73|1:76|1:80,Unknownx5,1,00:03:10,2,10:00:00,19,20,19,20
1,BAHÇESEHIR KOLEJI,189.1,246.0,"[1, 75, 76, 79, 80]",5,1|75|76|79|80,"['1:1', '1:75', '1:76', '1:79', '1:80']","['I. Akpinar', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",1:1|1:75|1:76|1:79|1:80,Unknownx5,2,10:00:00,2,07:11:00,19,20,24,23
1,BAHÇESEHIR KOLEJI,246.1,258.0,"[1, 75, 76, 77, 80]",5,1|75|76|77|80,"['1:1', '1:75', '1:76', '1:77', '1:80']","['I. Akpinar', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",1:1|1:75|1:76|1:77|1:80,Unknownx5,2,07:11:00,2,06:40:00,24,23,24,25
1,BAHÇESEHIR KOLEJI,258.1,272.0,"[3, 75, 77, 78, 80]",5,3|75|77|78|80,"['1:3', '1:75', '1:77', '1:78', '1:80']","['G. Bas', 'C. Homesley', 'B. Koprivica', 'H. Hale', 'M. Flynn']",1:3|1:75|1:77|1:78|1:80,Unknownx5,2,06:40:00,2,06:21:00,24,25,24,27
1,BAHÇESEHIR KOLEJI,272.1,344.0,"[3, 73, 77, 78, 80]",5,3|73|77|78|80,"['1:3', '1:73', '1:77', '1:78', '1:80']","['G. Bas', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",1:3|1:73|1:77|1:78|1:80,Unknownx5,2,06:21:00,2,03:13:00,24,27,29,30
1,BAHÇESEHIR KOLEJI,344.1,402.0,"[3, 75, 77, 78, 80]",5,3|75|77|78|80,"['1:3', '1:75', '1:77', '1:78', '1:80']","['G. Bas', 'C. Homesley', 'B. Koprivica', 'H. Hale', 'M. Flynn']",1:3|1:75|1:77|1:78|1:80,Unknownx5,2,03:13:00,3,10:00:00,29,30,40,36
1,BAHÇESEHIR KOLEJI,402.1,459.0,"[3, 73, 78, 79, 80]",5,3|73|78|79|80,"['1:3', '1:73', '1:78', '1:79', '1:80']","['G. Bas', 'M. Ponitka', 'H. Hale', 'T. Williams', 'M. Flynn']",1:3|1:73|1:78|1:79|1:80,Unknownx5,3,10:00:00,3,06:21:00,40,36,45,47
