team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,BAHÇESEHIR KOLEJI,BSK,75,C. Homesley,Caleb Allen,Homesley,5,0,,0,,,16:25,0,4,0,0,2,0,0,2,0,0,0,0,2,1,3,1,3,0,0,0,1,1,0,0,0,3,0,C. Homesley,1:75
1,BAHÇESEHIR KOLEJI,BSK,77,B. Koprivica,Balsa,Koprivica,8,0,,1,,,18:37,3,7,42,0,0,0,3,7,42,6,9,66,3,3,6,0,1,0,2,1,4,6,12,3,2,17,6,B. Koprivica,1:77
1,BAHÇESEHIR KOLEJI,BSK,64,C. Coskun,Cengiz Sarp,Coskun,10,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Coskun,1:64
1,BAHÇESEHIR KOLEJI,BSK,76,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,0,,0,,,19:27,2,4,50,0,1,0,2,3,66,4,4,100,0,0,0,2,1,0,0,0,1,2,8,0,0,1,2,M. Mitchell Ii,1:76
1,BAHÇESEHIR KOLEJI,BSK,63,F. Haltali,Furkan,Haltali,14,0,,0,,,4:34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,F. Haltali,1:63
1,BAHÇESEHIR KOLEJI,BSK,80,M. Flynn,Malachi Emmanuel,Flynn,22,1,,1,,,32:46,3,17,17,2,10,20,1,7,14,6,9,66,3,2,5,2,1,0,0,1,0,7,14,3,0,-2,2,M. Flynn,1:80
1,BAHÇESEHIR KOLEJI,BSK,4,A. Aydin,Ahmet Arda,Aydin,23,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Aydin,1:4
1,BAHÇESEHIR KOLEJI,BSK,73,M. Ponitka,Mateusz Michal,Ponitka,28,1,1.0,1,,,28:09,3,5,60,2,3,66,1,2,50,4,4,100,6,0,6,3,1,1,0,0,3,6,12,0,2,4,0,M. Ponitka,1:73
1,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,0,,1,,,20:05,2,3,66,2,2,100,0,1,0,0,0,0,1,1,2,1,0,0,0,0,3,0,6,3,0,8,0,I. Akpinar,1:1
1,BAHÇESEHIR KOLEJI,BSK,79,T. Williams,Trevion Lamon,Williams,50,1,,0,,,16:46,3,7,42,0,0,0,3,7,42,0,0,0,4,5,9,2,1,0,0,1,2,1,6,2,0,-17,6,T. Williams,1:79
1,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,Göktug,Bas,57,1,,0,,,18:50,2,5,40,0,2,0,2,3,66,0,0,0,1,4,5,2,0,0,0,0,3,0,4,2,2,-5,4,G. Bas,1:3
1,BAHÇESEHIR KOLEJI,BSK,78,H. Hale,Hunter Jelaun,Hale,77,1,,1,,,24:21,3,8,37,0,2,0,3,6,50,4,5,80,1,0,1,4,2,3,0,0,3,2,10,2,0,3,2,H. Hale,1:78
2,MERSIN SPOR,MSK,55,A. Olaseni,Abodunrin Gabriel,Olaseni,0,1,,0,,,29:12,2,6,33,0,0,0,2,6,33,5,7,71,4,6,10,3,1,2,0,1,3,4,9,5,0,-1,4,A. Olaseni,2:55
2,MERSIN SPOR,MSK,5,J. Cobbs,Justin,Cobbs,1,1,,0,,,27:16,5,12,41,1,3,33,4,9,44,0,0,0,3,0,3,4,3,0,0,0,1,0,11,0,0,-6,2,J. Cobbs,2:5
2,MERSIN SPOR,MSK,3,K. Özmizrak,Kartal,Özmizrak,3,0,,0,,,12:37,0,1,0,0,1,0,0,0,0,2,2,100,2,0,2,0,1,0,0,0,3,2,2,0,0,-4,0,K. Özmizrak,2:3
2,MERSIN SPOR,MSK,10,R. March Jr,Ronald Eugene,March Jr,4,0,,1,,,14:55,1,5,20,0,2,0,1,3,33,2,2,100,0,2,2,0,1,0,1,0,3,1,4,2,0,-2,0,R. March Jr,2:10
2,MERSIN SPOR,MSK,8,L. Apaydin,Leon Harun,Apaydin,5,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L. Apaydin,2:8
2,MERSIN SPOR,MSK,56,A. Cowan,Anthony Dewayne,Cowan,7,0,,0,,,20:31,2,5,40,2,4,50,0,1,0,8,9,88,3,1,4,1,1,1,0,0,4,6,14,0,3,4,0,A. Cowan,2:56
