team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ANADOLU EFES,1.0,36.0,"[73, 80, 87, 88, 89]",5,73|80|87|88|89,"['1:73', '1:80', '1:87', '1:88', '1:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",1:73|1:80|1:87|1:88|1:89,Unknownx5,1,10:00:00,1,07:20:00,0,0,7,9
1,ANADOLU EFES,36.1,74.0,"[73, 87, 88, 89, 92]",5,73|87|88|89|92,"['1:73', '1:87', '1:88', '1:89', '1:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",1:73|1:87|1:88|1:89|1:92,Unknownx5,1,07:20:00,1,05:44:00,7,9,10,9
1,ANADOLU EFES,74.1,99.0,"[85, 87, 88, 89, 92]",5,85|87|88|89|92,"['1:85', '1:87', '1:88', '1:89', '1:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",1:85|1:87|1:88|1:89|1:92,Unknownx5,1,05:44:00,1,04:43:00,10,9,10,9
1,ANADOLU EFES,99.1,129.0,"[81, 85, 88, 89, 92]",5,81|85|88|89|92,"['1:81', '1:85', '1:88', '1:89', '1:92']","['S. Hazer', 'G. Papagiannis', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",1:81|1:85|1:88|1:89|1:92,Unknownx5,1,04:43:00,1,02:28:00,10,9,15,11
1,ANADOLU EFES,129.1,154.0,"[80, 81, 85, 89, 92]",5,80|81|85|89|92,"['1:80', '1:81', '1:85', '1:89', '1:92']","['E. Yilmaz', 'S. Hazer', 'G. Papagiannis', 'E. Osmani', 'J. Loyd']",1:80|1:81|1:85|1:89|1:92,Unknownx5,1,02:28:00,1,01:30:00,15,11,18,13
1,ANADOLU EFES,154.1,216.0,"[80, 81, 85, 86, 92]",5,80|81|85|86|92,"['1:80', '1:81', '1:85', '1:86', '1:92']","['E. Yilmaz', 'S. Hazer', 'G. Papagiannis', 'R. Smits', 'J. Loyd']",1:80|1:81|1:85|1:86|1:92,Unknownx5,1,01:30:00,2,08:13:00,18,13,26,17
1,ANADOLU EFES,216.1,240.0,"[81, 85, 86, 88, 92]",5,81|85|86|88|92,"['1:81', '1:85', '1:86', '1:88', '1:92']","['S. Hazer', 'G. Papagiannis', 'R. Smits', 'I. Cordinier', 'J. Loyd']",1:81|1:85|1:86|1:88|1:92,Unknownx5,2,08:13:00,2,07:23:00,26,17,26,17
1,ANADOLU EFES,240.1,260.0,"[81, 85, 86, 87, 88]",5,81|85|86|87|88,"['1:81', '1:85', '1:86', '1:87', '1:88']","['S. Hazer', 'G. Papagiannis', 'R. Smits', 'N. Weiler-Babb', 'I. Cordinier']",1:81|1:85|1:86|1:87|1:88,Unknownx5,2,07:23:00,2,06:41:00,26,17,30,18
1,ANADOLU EFES,260.1,290.0,"[73, 75, 81, 87, 88]",5,73|75|81|87|88,"['1:73', '1:75', '1:81', '1:87', '1:88']","['B. Dessert', 'C. Swider', 'S. Hazer', 'N. Weiler-Babb', 'I. Cordinier']",1:73|1:75|1:81|1:87|1:88,Unknownx5,2,06:41:00,2,05:24:00,30,18,30,18
1,ANADOLU EFES,290.1,332.0,"[73, 75, 80, 81, 87]",5,73|75|80|81|87,"['1:73', '1:75', '1:80', '1:81', '1:87']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'N. Weiler-Babb']",1:73|1:75|1:80|1:81|1:87,Unknownx5,2,05:24:00,2,03:39:00,30,18,37,22
1,ANADOLU EFES,332.1,356.0,"[73, 75, 80, 87, 88]",5,73|75|80|87|88,"['1:73', '1:75', '1:80', '1:87', '1:88']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier']",1:73|1:75|1:80|1:87|1:88,Unknownx5,2,03:39:00,2,01:27:00,37,22,44,24
1,ANADOLU EFES,356.1,393.0,"[73, 87, 88, 89, 92]",5,73|87|88|89|92,"['1:73', '1:87', '1:88', '1:89', '1:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",1:73|1:87|1:88|1:89|1:92,Unknownx5,2,01:27:00,2,00:22:50,44,24,46,26
1,ANADOLU EFES,393.1,410.0,"[75, 87, 88, 89, 92]",5,75|87|88|89|92,"['1:75', '1:87', '1:88', '1:89', '1:92']","['C. Swider', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",1:75|1:87|1:88|1:89|1:92,Unknownx5,2,00:22:50,3,10:00:00,46,26,48,28
