start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,36.0,1,10:00:00,1,07:20:00,1,ANADOLU EFES,"[73, 80, 87, 88, 89]",73|80|87|88|89,Unknownx5,"['1:73', '1:80', '1:87', '1:88', '1:89']","['B. Dessert', 'E. Yilmaz', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani']",2,ESENLER EROKSPOR,"[20, 24, 25, 26, 27]",20|24|25|26|27,Unknownx5,"['2:20', '2:24', '2:25', '2:26', '2:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",5,8,8,0,160.0,133.33333333333334,6,8,8,0,133.33333333333334,160.0,0,0,7,9
36.1,65.0,1,07:20:00,1,05:52:00,1,ANADOLU EFES,"[73, 87, 88, 89, 92]",73|87|88|89|92,Unknownx5,"['1:73', '1:87', '1:88', '1:89', '1:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[20, 24, 25, 26, 27]",20|24|25|26|27,Unknownx5,"['2:20', '2:24', '2:25', '2:26', '2:27']","['E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Crawford', 'J. Simmons']",5,3,0,3,60.0,0.0,5,0,3,-3,0.0,60.0,7,9,10,9
65.1,74.0,1,05:52:00,1,05:44:00,1,ANADOLU EFES,"[73, 87, 88, 89, 92]",73|87|88|89|92,Unknownx5,"['1:73', '1:87', '1:88', '1:89', '1:92']","['B. Dessert', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[20, 23, 25, 26, 27]",20|23|25|26|27,Unknownx5,"['2:20', '2:23', '2:25', '2:26', '2:27']","['E. Arna', 'J. Gant', 'L. Galloway', 'J. Crawford', 'J. Simmons']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,10,9,10,9
74.1,99.0,1,05:44:00,1,04:43:00,1,ANADOLU EFES,"[85, 87, 88, 89, 92]",85|87|88|89|92,Unknownx5,"['1:85', '1:87', '1:88', '1:89', '1:92']","['G. Papagiannis', 'N. Weiler-Babb', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[20, 23, 25, 26, 27]",20|23|25|26|27,Unknownx5,"['2:20', '2:23', '2:25', '2:26', '2:27']","['E. Arna', 'J. Gant', 'L. Galloway', 'J. Crawford', 'J. Simmons']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,10,9,10,9
99.1,101.0,1,04:43:00,1,04:43:00,1,ANADOLU EFES,"[81, 85, 88, 89, 92]",81|85|88|89|92,Unknownx5,"['1:81', '1:85', '1:88', '1:89', '1:92']","['S. Hazer', 'G. Papagiannis', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[20, 23, 25, 26, 27]",20|23|25|26|27,Unknownx5,"['2:20', '2:23', '2:25', '2:26', '2:27']","['E. Arna', 'J. Gant', 'L. Galloway', 'J. Crawford', 'J. Simmons']",0,0,0,0,,,0,0,0,0,,,10,9,10,9
101.1,129.0,1,04:43:00,1,02:28:00,1,ANADOLU EFES,"[81, 85, 88, 89, 92]",81|85|88|89|92,Unknownx5,"['1:81', '1:85', '1:88', '1:89', '1:92']","['S. Hazer', 'G. Papagiannis', 'I. Cordinier', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[20, 23, 26, 27, 28]",20|23|26|27|28,Unknownx5,"['2:20', '2:23', '2:26', '2:27', '2:28']","['E. Arna', 'J. Gant', 'J. Crawford', 'J. Simmons', 'J. Love']",5,1,5,-4,20.0,100.0,5,5,1,4,100.0,20.0,10,9,15,11
129.1,131.0,1,02:28:00,1,02:28:00,1,ANADOLU EFES,"[80, 81, 85, 89, 92]",80|81|85|89|92,Unknownx5,"['1:80', '1:81', '1:85', '1:89', '1:92']","['E. Yilmaz', 'S. Hazer', 'G. Papagiannis', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[20, 23, 26, 27, 28]",20|23|26|27|28,Unknownx5,"['2:20', '2:23', '2:26', '2:27', '2:28']","['E. Arna', 'J. Gant', 'J. Crawford', 'J. Simmons', 'J. Love']",0,0,0,0,,,0,0,0,0,,,15,11,15,11
131.1,154.0,1,02:28:00,1,01:30:00,1,ANADOLU EFES,"[80, 81, 85, 89, 92]",80|81|85|89|92,Unknownx5,"['1:80', '1:81', '1:85', '1:89', '1:92']","['E. Yilmaz', 'S. Hazer', 'G. Papagiannis', 'E. Osmani', 'J. Loyd']",2,ESENLER EROKSPOR,"[17, 22, 23, 26, 28]",17|22|23|26|28,Unknownx5,"['2:17', '2:22', '2:23', '2:26', '2:28']","['M. Akyel', 'T. Thurman', 'J. Gant', 'J. Crawford', 'J. Love']",3,2,2,0,66.66666666666667,50.0,4,2,2,0,50.0,66.66666666666667,15,11,18,13
154.1,156.0,1,01:30:00,1,01:30:00,1,ANADOLU EFES,"[80, 81, 85, 86, 92]",80|81|85|86|92,Unknownx5,"['1:80', '1:81', '1:85', '1:86', '1:92']","['E. Yilmaz', 'S. Hazer', 'G. Papagiannis', 'R. Smits', 'J. Loyd']",2,ESENLER EROKSPOR,"[17, 22, 23, 26, 28]",17|22|23|26|28,Unknownx5,"['2:17', '2:22', '2:23', '2:26', '2:28']","['M. Akyel', 'T. Thurman', 'J. Gant', 'J. Crawford', 'J. Love']",0,0,0,0,,,0,0,0,0,,,18,13,18,13
156.1,191.0,1,01:30:00,2,10:00:00,1,ANADOLU EFES,"[80, 81, 85, 86, 92]",80|81|85|86|92,Unknownx5,"['1:80', '1:81', '1:85', '1:86', '1:92']","['E. Yilmaz', 'S. Hazer', 'G. Papagiannis', 'R. Smits', 'J. Loyd']",2,ESENLER EROKSPOR,"[17, 22, 23, 25, 28]",17|22|23|25|28,Unknownx5,"['2:17', '2:22', '2:23', '2:25', '2:28']","['M. Akyel', 'T. Thurman', 'J. Gant', 'L. Galloway', 'J. Love']",4,5,3,2,125.0,75.0,4,3,5,-2,75.0,125.0,18,13,24,15
