gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,2,1,REGULAR,27,J. SIMMONS,1,jumpball,5,4,[],won,0,11,Jeremy Byron Jerome,Simmons,Jeremy Byron Jerome,Simmons,J,S,J,S,J. Simmons,ESENLER EROKSPOR,ERK,J. Simmons,11,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,1,1,REGULAR,73,B. DESSERT,1,jumpball,6,4,[],lost,0,13,Brice,Dessert,Brice,Dessert,B,D,B,D,B. Dessert,ANADOLU EFES,EFS,B. Dessert,13,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:45,09:45:00,0,3,-3,2,1,REGULAR,26,J. CRAWFORD,1,3pt,7,,[],jumpshot,1,1,Jordon Benjamin,Crawford,Jordon Benjamin,Crawford,J,C,J,C,J. Crawford,ESENLER EROKSPOR,ERK,J. Crawford,1,,,72.26000213623,79.209999084473,1.0,P3,made,ESENLER EROKSPOR J. CRAWFORD 3Pt made,,,,,,,,,3,1,2.0,score,0,0,3,3
09:30,09:30:00,2,3,-1,1,1,REGULAR,88,I. CORDINIER,1,2pt,8,,['pointsinthepaint'],alleyoopdunk,1,10,Isaia,Cordinier,Isaia,Cordinier,I,C,I,C,I. Cordinier,ANADOLU EFES,EFS,I. Cordinier,10,,,5.6500000953674,59.439998626709,1.0,P2,made,ANADOLU EFES I. CORDINIER 2Pt made,87.0,1.0,N. WEILER-BABB,,,,,,2,2,1.0,score,2,2,0,3
09:30,09:30:00,2,3,-1,1,1,REGULAR,87,N. WEILER-BABB,1,assist,9,8,[],,0,8,Nick,Weiler-Babb,Nick,Weiler-Babb,N,W,N,W,N. Weiler-Babb,ANADOLU EFES,EFS,N. Weiler-Babb,8,,,,,,ASS,,ANADOLU EFES N. WEILER-BABB assist,,,,,,,,,0,3,2.0,,0,2,0,3
09:19,09:19:00,2,3,-1,2,1,REGULAR,26,J. CRAWFORD,1,turnover,10,,[],badpass,0,1,Jordon Benjamin,Crawford,Jordon Benjamin,Crawford,J,C,J,C,J. Crawford,ESENLER EROKSPOR,ERK,J. Crawford,1,,,,,,TO,,ESENLER EROKSPOR J. CRAWFORD turnover badpass,,,,,,,,,0,3,2.0,turnover,0,2,0,3
09:19,09:19:00,2,3,-1,1,1,REGULAR,87,N. WEILER-BABB,1,steal,11,10,[],,0,8,Nick,Weiler-Babb,Nick,Weiler-Babb,N,W,N,W,N. Weiler-Babb,ANADOLU EFES,EFS,N. Weiler-Babb,8,,,,,,ST,,ANADOLU EFES N. WEILER-BABB steal,,,,,,,,,0,4,1.0,,0,2,0,3
09:14,09:14:00,2,3,-1,1,1,REGULAR,88,I. CORDINIER,0,2pt,12,,"['fromturnover', 'pointsinthepaint', 'blocked']",layup,1,10,Isaia,Cordinier,Isaia,Cordinier,I,C,I,C,I. Cordinier,ANADOLU EFES,EFS,I. Cordinier,10,,,4.710000038147,60.0,0.0,P2,missed,ANADOLU EFES I. CORDINIER 2Pt missed,,,,27.0,2.0,J. SIMMONS,,,0,4,1.0,,0,2,0,3
09:14,09:14:00,2,3,-1,2,1,REGULAR,27,J. SIMMONS,1,block,13,12,[],,0,11,Jeremy Byron Jerome,Simmons,Jeremy Byron Jerome,Simmons,J,S,J,S,J. Simmons,ESENLER EROKSPOR,ERK,J. Simmons,11,,,,,,BS,,ESENLER EROKSPOR J. SIMMONS block,,,,,,,,,0,4,1.0,,0,2,0,3
09:11,09:11:00,2,3,-1,1,1,REGULAR,89,E. OSMANI,1,rebound,14,12,[],offensive,0,24,Ercan,Osmani,Ercan,Osmani,E,O,E,O,E. Osmani,ANADOLU EFES,EFS,E. Osmani,24,,,,,,REB,,ANADOLU EFES rebound offensive,,,,,,,,,0,4,1.0,,0,2,0,3
09:07,09:07:00,5,3,2,1,1,REGULAR,88,I. CORDINIER,1,3pt,15,,"['2ndchance', 'fromturnover']",jumpshot,1,10,Isaia,Cordinier,Isaia,Cordinier,I,C,I,C,I. Cordinier,ANADOLU EFES,EFS,I. Cordinier,10,,,13.920000076294,6.3299999237061,1.0,P3,made,ANADOLU EFES I. CORDINIER 3Pt made,80.0,1.0,E. YILMAZ,,,,,,3,4,1.0,score,3,5,0,3
09:07,09:07:00,5,3,2,1,1,REGULAR,80,E. YILMAZ,1,assist,16,15,[],,0,33,Erkan,Yilmaz,Erkan,Yilmaz,E,Y,E,Y,E. Yilmaz,ANADOLU EFES,EFS,E. Yilmaz,33,,,,,,ASS,,ANADOLU EFES E. YILMAZ assist,,,,,,,,,0,5,2.0,,0,5,0,3
08:48,08:48:00,5,6,-1,2,1,REGULAR,25,L. GALLOWAY,1,3pt,17,,[],jumpshot,1,9,Langston Arnold ,Galloway,Langston Arnold ,Galloway,L,G,L,G,L. Galloway,ESENLER EROKSPOR,ERK,L. Galloway,9,,,70.699996948242,71.019996643066,1.0,P3,made,ESENLER EROKSPOR L. GALLOWAY 3Pt made,26.0,2.0,J. CRAWFORD,,,,,,3,5,2.0,score,0,5,3,6
