gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,1,1,REGULAR,73,B. DESSERT,1,jumpball,5,4,[],won,0,13,Brice,Dessert,Brice,Dessert,B,D,B,D,B. Dessert,ANADOLU EFES,EFS,B. Dessert,13,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,2,1,REGULAR,26,J. JOHNSON,1,jumpball,6,4,[],lost,0,34,Jayce,Johnson,Jayce,Johnson,J,J,J,J,J. Johnson,GLINT MANISA BASKET,MNS,J. Johnson,34,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:43,09:43:00,2,0,2,1,1,REGULAR,74,P. DOZIER JR,1,2pt,7,,['pointsinthepaint'],layup,1,15,Perry,Dozier Jr,Perry,Dozier Jr,P,D,P,D,P. Dozier Jr,ANADOLU EFES,EFS,P. Dozier Jr,15,,,12.510000228882,56.610000610352,1.0,P2,made,ANADOLU EFES P. DOZIER JR 2Pt made,88.0,1.0,I. CORDINIER,,,,,,2,1,1.0,score,2,2,0,0
09:43,09:43:00,2,0,2,1,1,REGULAR,88,I. CORDINIER,1,assist,8,7,[],,0,10,Isaia,Cordinier,Isaia,Cordinier,I,C,I,C,I. Cordinier,ANADOLU EFES,EFS,I. Cordinier,10,,,,,,ASS,,ANADOLU EFES I. CORDINIER assist,,,,,,,,,0,2,2.0,,0,2,0,0
09:31,09:31:00,2,0,2,2,1,REGULAR,22,Y. ONAN,0,2pt,9,,[],jumpshot,1,7,Yigit,Onan,Yigit,Onan,Y,O,Y,O,Y. Onan,GLINT MANISA BASKET,MNS,Y. Onan,7,,,80.690002441406,73.839996337891,0.0,P2,missed,GLINT MANISA BASKET Y. ONAN 2Pt missed,,,,,,,,,0,2,2.0,def_reb,0,2,0,0
09:29,09:29:00,2,0,2,1,1,REGULAR,89,E. OSMANI,1,rebound,10,9,[],defensive,0,24,Ercan,Osmani,Ercan,Osmani,E,O,E,O,E. Osmani,ANADOLU EFES,EFS,E. Osmani,24,,,,,,REB,,ANADOLU EFES rebound defensive,,,,,,,,,0,3,1.0,def_reb,0,2,0,0
09:21,09:21:00,4,0,4,1,1,REGULAR,73,B. DESSERT,1,2pt,11,,['pointsinthepaint'],dunk,1,13,Brice,Dessert,Brice,Dessert,B,D,B,D,B. Dessert,ANADOLU EFES,EFS,B. Dessert,13,,,7.210000038147,47.290000915527,1.0,P2,made,ANADOLU EFES B. DESSERT 2Pt made,88.0,1.0,I. CORDINIER,,,,,,2,4,2.0,score,2,4,0,0
09:21,09:21:00,4,0,4,1,1,REGULAR,88,I. CORDINIER,1,assist,12,11,[],,0,10,Isaia,Cordinier,Isaia,Cordinier,I,C,I,C,I. Cordinier,ANADOLU EFES,EFS,I. Cordinier,10,,,,,,ASS,,ANADOLU EFES I. CORDINIER assist,,,,,,,,,0,5,1.0,,0,4,0,0
09:14,09:14:00,4,0,4,2,1,REGULAR,26,J. JOHNSON,0,2pt,13,,"['pointsinthepaint', 'blocked']",layup,1,34,Jayce,Johnson,Jayce,Johnson,J,J,J,J,J. Johnson,GLINT MANISA BASKET,MNS,J. Johnson,34,,,89.730003356934,43.049999237061,0.0,P2,missed,GLINT MANISA BASKET J. JOHNSON 2Pt missed,,,,73.0,1.0,B. DESSERT,,,0,5,1.0,,0,4,0,0
09:14,09:14:00,4,0,4,1,1,REGULAR,73,B. DESSERT,1,block,14,13,[],,0,13,Brice,Dessert,Brice,Dessert,B,D,B,D,B. Dessert,ANADOLU EFES,EFS,B. Dessert,13,,,,,,BS,,ANADOLU EFES B. DESSERT block,,,,,,,,,0,5,1.0,,0,4,0,0
09:10,09:10:00,4,0,4,1,1,REGULAR,88,I. CORDINIER,1,rebound,15,13,[],defensive,0,10,Isaia,Cordinier,Isaia,Cordinier,I,C,I,C,I. Cordinier,ANADOLU EFES,EFS,I. Cordinier,10,,,,,,REB,,ANADOLU EFES rebound defensive,,,,,,,,,0,5,1.0,def_reb,0,4,0,0
09:08,09:08:00,4,0,4,1,1,REGULAR,80,E. YILMAZ,1,turnover,19,,[],outofbounds,0,33,Erkan,Yilmaz,Erkan,Yilmaz,E,Y,E,Y,E. Yilmaz,ANADOLU EFES,EFS,E. Yilmaz,33,,,,,,TO,,ANADOLU EFES E. YILMAZ turnover outofbounds,,,,,,,,,0,6,2.0,turnover,0,4,0,0
08:46,08:46:00,4,0,4,2,1,REGULAR,29,D. SMITH,0,3pt,21,,['fromturnover'],jumpshot,1,2,Dayshon,Smith,Dayshon,Smith,D,S,D,S,D. Smith,GLINT MANISA BASKET,MNS,D. Smith,2,,,80.059997558594,10.85000038147,0.0,P3,missed,GLINT MANISA BASKET D. SMITH 3Pt missed,,,,,,,,,0,7,1.0,,0,4,0,0
08:42,08:42:00,4,0,4,2,1,REGULAR,22,Y. ONAN,1,rebound,22,21,[],offensive,0,7,Yigit,Onan,Yigit,Onan,Y,O,Y,O,Y. Onan,GLINT MANISA BASKET,MNS,Y. Onan,7,,,,,,REB,,GLINT MANISA BASKET rebound offensive,,,,,,,,,0,7,1.0,,0,4,0,0
