team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,ANADOLU EFES,EFS,73,B. Dessert,13,,,1:73
1,ANADOLU EFES,EFS,71,B. Yildizli,19,,,1:71
1,ANADOLU EFES,EFS,75,C. Swider,21,,,1:75
1,ANADOLU EFES,EFS,82,D. Mutaf,23,,,1:82
1,ANADOLU EFES,EFS,89,E. Osmani,24,,,1:89
1,ANADOLU EFES,EFS,80,E. Yilmaz,33,,,1:80
1,ANADOLU EFES,EFS,88,I. Cordinier,10,,,1:88
1,ANADOLU EFES,EFS,92,J. Loyd,3,,,1:92
1,ANADOLU EFES,EFS,91,K. Jones,88,,,1:91
1,ANADOLU EFES,EFS,74,P. Dozier Jr,15,,,1:74
1,ANADOLU EFES,EFS,86,R. Smits,11,,,1:86
1,ANADOLU EFES,EFS,81,S. Hazer,2,,,1:81
2,GLINT MANISA BASKET,MNS,1001,A. Çamoğlu,21,,,2:1001
2,GLINT MANISA BASKET,MNS,21,B. Eryurtlu,6,,,2:21
2,GLINT MANISA BASKET,MNS,20,B. Çal,11,,,2:20
2,GLINT MANISA BASKET,MNS,29,D. Smith,2,,,2:29
2,GLINT MANISA BASKET,MNS,27,E. Mobley,15,,,2:27
2,GLINT MANISA BASKET,MNS,14,I. Yilmaz,9,,,2:14
2,GLINT MANISA BASKET,MNS,26,J. Johnson,34,,,2:26
2,GLINT MANISA BASKET,MNS,31,J. Mintz,10,,,2:31
2,GLINT MANISA BASKET,MNS,28,J. Pereira,45,,,2:28
2,GLINT MANISA BASKET,MNS,32,K. Zemaitis,13,,,2:32
2,GLINT MANISA BASKET,MNS,25,M. Yerkazanoglu,12,,,2:25
2,GLINT MANISA BASKET,MNS,22,Y. Onan,7,,,2:22
