team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,ANADOLU EFES,EFS,81,S. Hazer,Sehmus,Hazer,2,0,,1,,,28:58,6,11,54,2,4,50,4,7,57,1,2,50,5,0,5,6,2,1,4,1,3,4,15,3,4,19,8,S. Hazer,1:81
1,ANADOLU EFES,EFS,92,J. Loyd,Jordan ,Loyd,3,0,,0,,,17:16,3,8,37,3,7,42,0,1,0,3,4,75,2,0,2,5,1,1,0,0,0,2,12,0,6,24,0,J. Loyd,1:92
1,ANADOLU EFES,EFS,88,I. Cordinier,Isaia,Cordinier,10,1,,0,,,13:55,2,6,33,2,6,33,0,0,0,1,2,50,4,0,4,6,2,0,0,0,2,2,7,1,3,16,0,I. Cordinier,1:88
1,ANADOLU EFES,EFS,86,R. Smits,Rolands,Smits,11,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R. Smits,1:86
1,ANADOLU EFES,EFS,73,B. Dessert,Brice,Dessert,13,1,,0,,,22:21,5,6,83,0,0,0,5,6,83,0,0,0,6,3,9,1,2,0,4,0,3,0,10,0,2,33,10,B. Dessert,1:73
1,ANADOLU EFES,EFS,74,P. Dozier Jr,Perry,Dozier Jr,15,1,,0,,,19:32,5,6,83,0,0,0,5,6,83,0,0,0,1,2,3,4,2,3,0,0,3,0,10,4,2,15,10,P. Dozier Jr,1:74
1,ANADOLU EFES,EFS,71,B. Yildizli,Burak Can,Yildizli,19,0,1.0,1,,,8:02,1,3,33,0,1,0,1,2,50,0,0,0,1,1,2,1,0,0,0,0,1,0,2,0,0,-2,2,B. Yildizli,1:71
1,ANADOLU EFES,EFS,75,C. Swider,Cole,Swider,21,0,,1,,,21:33,7,14,50,5,10,50,2,4,50,1,1,100,3,1,4,1,1,0,0,0,2,1,20,2,5,10,4,C. Swider,1:75
1,ANADOLU EFES,EFS,82,D. Mutaf,David,Mutaf,23,0,,1,,,18:49,2,6,33,2,4,50,0,2,0,2,3,66,2,0,2,1,1,1,0,0,1,3,8,0,0,3,0,D. Mutaf,1:82
1,ANADOLU EFES,EFS,89,E. Osmani,Ercan,Osmani,24,1,,0,,,14:32,4,6,66,2,3,66,2,3,66,0,0,0,5,0,5,1,1,1,0,0,1,1,10,2,0,24,4,E. Osmani,1:89
