team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ANADOLU EFES,1.0,81.0,"[73, 74, 80, 88, 89]",73|74|80|88|89,14,14,14,10,4,6,71.42857142857143,28.571428571428573,1,10:00:00,1,05:55:00,0,0,10,4,Unknownx5,5,73|74|80|88|89,1:73|1:74|1:80|1:88|1:89,"[73, 74, 80, 88, 89]","['1:73', '1:74', '1:80', '1:88', '1:89']","['B. Dessert', 'P. Dozier Jr', 'E. Yilmaz', 'I. Cordinier', 'E. Osmani']",ANADOLU EFES
1,ANADOLU EFES,81.1,119.0,"[73, 80, 81, 89, 92]",73|80|81|89|92,7,7,7,9,0,9,128.57142857142858,0.0,1,05:55:00,1,03:55:00,10,4,19,4,Unknownx5,5,73|80|81|89|92,1:73|1:80|1:81|1:89|1:92,"[73, 80, 81, 89, 92]","['1:73', '1:80', '1:81', '1:89', '1:92']","['B. Dessert', 'E. Yilmaz', 'S. Hazer', 'E. Osmani', 'J. Loyd']",ANADOLU EFES
1,ANADOLU EFES,119.1,144.0,"[74, 81, 89, 91, 92]",74|81|89|91|92,3,3,4,2,4,-2,66.66666666666667,100.0,1,03:55:00,1,02:42:00,19,4,21,8,Unknownx5,5,74|81|89|91|92,1:74|1:81|1:89|1:91|1:92,"[74, 81, 89, 91, 92]","['1:74', '1:81', '1:89', '1:91', '1:92']","['P. Dozier Jr', 'S. Hazer', 'E. Osmani', 'K. Jones', 'J. Loyd']",ANADOLU EFES
1,ANADOLU EFES,144.1,205.0,"[74, 75, 81, 91, 92]",74|75|81|91|92,9,9,9,4,7,-3,44.44444444444444,77.77777777777777,1,02:42:00,2,10:00:00,21,8,25,15,Unknownx5,5,74|75|81|91|92,1:74|1:75|1:81|1:91|1:92,"[74, 75, 81, 91, 92]","['1:74', '1:75', '1:81', '1:91', '1:92']","['P. Dozier Jr', 'C. Swider', 'S. Hazer', 'K. Jones', 'J. Loyd']",ANADOLU EFES
1,ANADOLU EFES,205.1,296.0,"[73, 75, 81, 82, 92]",73|75|81|82|92,14,14,13,15,2,13,107.14285714285714,15.384615384615385,2,10:00:00,2,05:52:00,25,15,40,17,Unknownx5,5,73|75|81|82|92,1:73|1:75|1:81|1:82|1:92,"[73, 75, 81, 82, 92]","['1:73', '1:75', '1:81', '1:82', '1:92']","['B. Dessert', 'C. Swider', 'S. Hazer', 'D. Mutaf', 'J. Loyd']",ANADOLU EFES
1,ANADOLU EFES,296.1,322.0,"[73, 75, 81, 82, 88]",73|75|81|82|88,3,3,3,7,7,0,233.33333333333334,233.33333333333334,2,05:52:00,2,03:53:00,40,17,47,24,Unknownx5,5,73|75|81|82|88,1:73|1:75|1:81|1:82|1:88,"[73, 75, 81, 82, 88]","['1:73', '1:75', '1:81', '1:82', '1:88']","['B. Dessert', 'C. Swider', 'S. Hazer', 'D. Mutaf', 'I. Cordinier']",ANADOLU EFES
1,ANADOLU EFES,322.1,337.0,"[74, 75, 82, 88, 91]",74|75|82|88|91,1,1,1,0,2,-2,0.0,200.0,2,03:53:00,2,03:39:00,47,24,47,26,Unknownx5,5,74|75|82|88|91,1:74|1:75|1:82|1:88|1:91,"[74, 75, 82, 88, 91]","['1:74', '1:75', '1:82', '1:88', '1:91']","['P. Dozier Jr', 'C. Swider', 'D. Mutaf', 'I. Cordinier', 'K. Jones']",ANADOLU EFES
1,ANADOLU EFES,337.1,359.0,"[74, 82, 88, 89, 91]",74|82|88|89|91,4,4,4,2,5,-3,50.0,125.0,2,03:39:00,2,02:25:00,47,26,49,31,Unknownx5,5,74|82|88|89|91,1:74|1:82|1:88|1:89|1:91,"[74, 82, 88, 89, 91]","['1:74', '1:82', '1:88', '1:89', '1:91']","['P. Dozier Jr', 'D. Mutaf', 'I. Cordinier', 'E. Osmani', 'K. Jones']",ANADOLU EFES
1,ANADOLU EFES,359.1,386.0,"[74, 88, 89, 91, 92]",74|88|89|91|92,5,5,5,3,3,0,60.0,60.0,2,02:25:00,2,00:54:50,49,31,52,34,Unknownx5,5,74|88|89|91|92,1:74|1:88|1:89|1:91|1:92,"[74, 88, 89, 91, 92]","['1:74', '1:88', '1:89', '1:91', '1:92']","['P. Dozier Jr', 'I. Cordinier', 'E. Osmani', 'K. Jones', 'J. Loyd']",ANADOLU EFES
1,ANADOLU EFES,386.1,402.0,"[81, 88, 89, 91, 92]",81|88|89|91|92,2,2,3,2,0,2,100.0,0.0,2,00:54:50,2,00:22:70,52,34,54,34,Unknownx5,5,81|88|89|91|92,1:81|1:88|1:89|1:91|1:92,"[81, 88, 89, 91, 92]","['1:81', '1:88', '1:89', '1:91', '1:92']","['S. Hazer', 'I. Cordinier', 'E. Osmani', 'K. Jones', 'J. Loyd']",ANADOLU EFES
