team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ANADOLU EFES,1.0,81.0,"[73, 74, 80, 88, 89]",5,73|74|80|88|89,"['1:73', '1:74', '1:80', '1:88', '1:89']","['B. Dessert', 'P. Dozier Jr', 'E. Yilmaz', 'I. Cordinier', 'E. Osmani']",1:73|1:74|1:80|1:88|1:89,Unknownx5,1,10:00:00,1,05:55:00,0,0,10,4
1,ANADOLU EFES,81.1,119.0,"[73, 80, 81, 89, 92]",5,73|80|81|89|92,"['1:73', '1:80', '1:81', '1:89', '1:92']","['B. Dessert', 'E. Yilmaz', 'S. Hazer', 'E. Osmani', 'J. Loyd']",1:73|1:80|1:81|1:89|1:92,Unknownx5,1,05:55:00,1,03:55:00,10,4,19,4
1,ANADOLU EFES,119.1,144.0,"[74, 81, 89, 91, 92]",5,74|81|89|91|92,"['1:74', '1:81', '1:89', '1:91', '1:92']","['P. Dozier Jr', 'S. Hazer', 'E. Osmani', 'K. Jones', 'J. Loyd']",1:74|1:81|1:89|1:91|1:92,Unknownx5,1,03:55:00,1,02:42:00,19,4,21,8
1,ANADOLU EFES,144.1,205.0,"[74, 75, 81, 91, 92]",5,74|75|81|91|92,"['1:74', '1:75', '1:81', '1:91', '1:92']","['P. Dozier Jr', 'C. Swider', 'S. Hazer', 'K. Jones', 'J. Loyd']",1:74|1:75|1:81|1:91|1:92,Unknownx5,1,02:42:00,2,10:00:00,21,8,25,15
1,ANADOLU EFES,205.1,296.0,"[73, 75, 81, 82, 92]",5,73|75|81|82|92,"['1:73', '1:75', '1:81', '1:82', '1:92']","['B. Dessert', 'C. Swider', 'S. Hazer', 'D. Mutaf', 'J. Loyd']",1:73|1:75|1:81|1:82|1:92,Unknownx5,2,10:00:00,2,05:52:00,25,15,40,17
1,ANADOLU EFES,296.1,322.0,"[73, 75, 81, 82, 88]",5,73|75|81|82|88,"['1:73', '1:75', '1:81', '1:82', '1:88']","['B. Dessert', 'C. Swider', 'S. Hazer', 'D. Mutaf', 'I. Cordinier']",1:73|1:75|1:81|1:82|1:88,Unknownx5,2,05:52:00,2,03:53:00,40,17,47,24
1,ANADOLU EFES,322.1,337.0,"[74, 75, 82, 88, 91]",5,74|75|82|88|91,"['1:74', '1:75', '1:82', '1:88', '1:91']","['P. Dozier Jr', 'C. Swider', 'D. Mutaf', 'I. Cordinier', 'K. Jones']",1:74|1:75|1:82|1:88|1:91,Unknownx5,2,03:53:00,2,03:39:00,47,24,47,26
1,ANADOLU EFES,337.1,359.0,"[74, 82, 88, 89, 91]",5,74|82|88|89|91,"['1:74', '1:82', '1:88', '1:89', '1:91']","['P. Dozier Jr', 'D. Mutaf', 'I. Cordinier', 'E. Osmani', 'K. Jones']",1:74|1:82|1:88|1:89|1:91,Unknownx5,2,03:39:00,2,02:25:00,47,26,49,31
1,ANADOLU EFES,359.1,386.0,"[74, 88, 89, 91, 92]",5,74|88|89|91|92,"['1:74', '1:88', '1:89', '1:91', '1:92']","['P. Dozier Jr', 'I. Cordinier', 'E. Osmani', 'K. Jones', 'J. Loyd']",1:74|1:88|1:89|1:91|1:92,Unknownx5,2,02:25:00,2,00:54:50,49,31,52,34
1,ANADOLU EFES,386.1,402.0,"[81, 88, 89, 91, 92]",5,81|88|89|91|92,"['1:81', '1:88', '1:89', '1:91', '1:92']","['S. Hazer', 'I. Cordinier', 'E. Osmani', 'K. Jones', 'J. Loyd']",1:81|1:88|1:89|1:91|1:92,Unknownx5,2,00:54:50,2,00:22:70,52,34,54,34
1,ANADOLU EFES,402.1,421.0,"[80, 81, 88, 91, 92]",5,80|81|88|91|92,"['1:80', '1:81', '1:88', '1:91', '1:92']","['E. Yilmaz', 'S. Hazer', 'I. Cordinier', 'K. Jones', 'J. Loyd']",1:80|1:81|1:88|1:91|1:92,Unknownx5,2,00:22:70,3,10:00:00,54,34,55,34
1,ANADOLU EFES,421.1,481.0,"[73, 74, 80, 88, 89]",5,73|74|80|88|89,"['1:73', '1:74', '1:80', '1:88', '1:89']","['B. Dessert', 'P. Dozier Jr', 'E. Yilmaz', 'I. Cordinier', 'E. Osmani']",1:73|1:74|1:80|1:88|1:89,Unknownx5,3,10:00:00,3,06:02:00,55,34,73,40
1,ANADOLU EFES,481.1,503.0,"[73, 75, 80, 81, 92]",5,73|75|80|81|92,"['1:73', '1:75', '1:80', '1:81', '1:92']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'J. Loyd']",1:73|1:75|1:80|1:81|1:92,Unknownx5,3,06:02:00,3,05:21:00,73,40,73,40
1,ANADOLU EFES,503.1,527.0,"[75, 80, 81, 91, 92]",5,75|80|81|91|92,"['1:75', '1:80', '1:81', '1:91', '1:92']","['C. Swider', 'E. Yilmaz', 'S. Hazer', 'K. Jones', 'J. Loyd']",1:75|1:80|1:81|1:91|1:92,Unknownx5,3,05:21:00,3,04:36:00,73,40,73,42
1,ANADOLU EFES,527.1,591.0,"[74, 75, 81, 91, 92]",5,74|75|81|91|92,"['1:74', '1:75', '1:81', '1:91', '1:92']","['P. Dozier Jr', 'C. Swider', 'S. Hazer', 'K. Jones', 'J. Loyd']",1:74|1:75|1:81|1:91|1:92,Unknownx5,3,04:36:00,3,01:14:00,73,42,86,49
1,ANADOLU EFES,591.1,607.0,"[74, 75, 81, 82, 91]",5,74|75|81|82|91,"['1:74', '1:75', '1:81', '1:82', '1:91']","['P. Dozier Jr', 'C. Swider', 'S. Hazer', 'D. Mutaf', 'K. Jones']",1:74|1:75|1:81|1:82|1:91,Unknownx5,3,01:14:00,4,10:00:00,86,49,89,51
1,ANADOLU EFES,607.1,638.0,"[73, 75, 80, 81, 82]",5,73|75|80|81|82,"['1:73', '1:75', '1:80', '1:81', '1:82']","['B. Dessert', 'C. Swider', 'E. Yilmaz', 'S. Hazer', 'D. Mutaf']",1:73|1:75|1:80|1:81|1:82,Unknownx5,4,10:00:00,4,08:02:00,89,51,90,56
1,ANADOLU EFES,638.1,701.0,"[71, 73, 80, 81, 82]",5,71|73|80|81|82,"['1:71', '1:73', '1:80', '1:81', '1:82']","['B. Yildizli', 'B. Dessert', 'E. Yilmaz', 'S. Hazer', 'D. Mutaf']",1:71|1:73|1:80|1:81|1:82,Unknownx5,4,08:02:00,4,04:30:00,90,56,94,63
1,ANADOLU EFES,701.1,787.0,"[71, 75, 81, 82, 91]",5,71|75|81|82|91,"['1:71', '1:75', '1:81', '1:82', '1:91']","['B. Yildizli', 'C. Swider', 'S. Hazer', 'D. Mutaf', 'K. Jones']",1:71|1:75|1:81|1:82|1:91,Unknownx5,4,04:30:00,4,00:00:00,94,63,104,72
2,GLINT MANISA BASKET,1.0,96.0,"[22, 26, 29, 31, 1001]",5,22|26|29|31|1001,"['2:22', '2:26', '2:29', '2:31', '2:1001']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz', 'A. Çamoğlu']",2:22|2:26|2:29|2:31|2:1001,Unknownx5,1,10:00:00,1,05:26:00,0,0,4,15
2,GLINT MANISA BASKET,96.1,146.0,"[22, 26, 31, 32, 1001]",5,22|26|31|32|1001,"['2:22', '2:26', '2:31', '2:32', '2:1001']","['Y. Onan', 'J. Johnson', 'J. Mintz', 'K. Zemaitis', 'A. Çamoğlu']",2:22|2:26|2:31|2:32|2:1001,Unknownx5,1,05:26:00,1,02:42:00,4,15,8,21
2,GLINT MANISA BASKET,146.1,158.0,"[22, 26, 29, 32, 1001]",5,22|26|29|32|1001,"['2:22', '2:26', '2:29', '2:32', '2:1001']","['Y. Onan', 'J. Johnson', 'D. Smith', 'K. Zemaitis', 'A. Çamoğlu']",2:22|2:26|2:29|2:32|2:1001,Unknownx5,1,02:42:00,1,02:15:00,8,21,8,21
2,GLINT MANISA BASKET,158.1,168.0,"[22, 25, 29, 32, 1001]",5,22|25|29|32|1001,"['2:22', '2:25', '2:29', '2:32', '2:1001']","['Y. Onan', 'M. Yerkazanoglu', 'D. Smith', 'K. Zemaitis', 'A. Çamoğlu']",2:22|2:25|2:29|2:32|2:1001,Unknownx5,1,02:15:00,1,01:57:00,8,21,8,21
2,GLINT MANISA BASKET,168.1,240.0,"[20, 21, 25, 29, 32]",5,20|21|25|29|32,"['2:20', '2:21', '2:25', '2:29', '2:32']","['B. Çal', 'B. Eryurtlu', 'M. Yerkazanoglu', 'D. Smith', 'K. Zemaitis']",2:20|2:21|2:25|2:29|2:32,Unknownx5,1,01:57:00,2,08:17:00,8,21,15,31
2,GLINT MANISA BASKET,240.1,263.0,"[20, 21, 25, 31, 32]",5,20|21|25|31|32,"['2:20', '2:21', '2:25', '2:31', '2:32']","['B. Çal', 'B. Eryurtlu', 'M. Yerkazanoglu', 'J. Mintz', 'K. Zemaitis']",2:20|2:21|2:25|2:31|2:32,Unknownx5,2,08:17:00,2,06:55:00,15,31,17,37
2,GLINT MANISA BASKET,263.1,298.0,"[21, 22, 26, 31, 32]",5,21|22|26|31|32,"['2:21', '2:22', '2:26', '2:31', '2:32']","['B. Eryurtlu', 'Y. Onan', 'J. Johnson', 'J. Mintz', 'K. Zemaitis']",2:21|2:22|2:26|2:31|2:32,Unknownx5,2,06:55:00,2,05:52:00,17,37,17,40
2,GLINT MANISA BASKET,298.1,326.0,"[22, 26, 31, 32, 1001]",5,22|26|31|32|1001,"['2:22', '2:26', '2:31', '2:32', '2:1001']","['Y. Onan', 'J. Johnson', 'J. Mintz', 'K. Zemaitis', 'A. Çamoğlu']",2:22|2:26|2:31|2:32|2:1001,Unknownx5,2,05:52:00,2,03:53:00,17,40,24,47
2,GLINT MANISA BASKET,326.1,388.0,"[22, 26, 29, 31, 1001]",5,22|26|29|31|1001,"['2:22', '2:26', '2:29', '2:31', '2:1001']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz', 'A. Çamoğlu']",2:22|2:26|2:29|2:31|2:1001,Unknownx5,2,03:53:00,2,00:54:50,24,47,34,52
2,GLINT MANISA BASKET,388.1,427.0,"[21, 22, 26, 29, 31]",5,21|22|26|29|31,"['2:21', '2:22', '2:26', '2:29', '2:31']","['B. Eryurtlu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz']",2:21|2:22|2:26|2:29|2:31,Unknownx5,2,00:54:50,3,10:00:00,34,52,34,55
2,GLINT MANISA BASKET,427.1,464.0,"[22, 26, 29, 31, 1001]",5,22|26|29|31|1001,"['2:22', '2:26', '2:29', '2:31', '2:1001']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz', 'A. Çamoğlu']",2:22|2:26|2:29|2:31|2:1001,Unknownx5,3,10:00:00,3,06:58:00,34,55,37,70
2,GLINT MANISA BASKET,464.1,493.0,"[22, 26, 31, 32, 1001]",5,22|26|31|32|1001,"['2:22', '2:26', '2:31', '2:32', '2:1001']","['Y. Onan', 'J. Johnson', 'J. Mintz', 'K. Zemaitis', 'A. Çamoğlu']",2:22|2:26|2:31|2:32|2:1001,Unknownx5,3,06:58:00,3,05:48:00,37,70,40,73
2,GLINT MANISA BASKET,493.1,576.0,"[21, 22, 26, 31, 32]",5,21|22|26|31|32,"['2:21', '2:22', '2:26', '2:31', '2:32']","['B. Eryurtlu', 'Y. Onan', 'J. Johnson', 'J. Mintz', 'K. Zemaitis']",2:21|2:22|2:26|2:31|2:32,Unknownx5,3,05:48:00,3,01:57:00,40,73,47,83
2,GLINT MANISA BASKET,576.1,640.0,"[20, 21, 25, 29, 32]",5,20|21|25|29|32,"['2:20', '2:21', '2:25', '2:29', '2:32']","['B. Çal', 'B. Eryurtlu', 'M. Yerkazanoglu', 'D. Smith', 'K. Zemaitis']",2:20|2:21|2:25|2:29|2:32,Unknownx5,3,01:57:00,4,08:02:00,47,83,56,90
2,GLINT MANISA BASKET,640.1,671.0,"[20, 25, 29, 32, 1001]",5,20|25|29|32|1001,"['2:20', '2:25', '2:29', '2:32', '2:1001']","['B. Çal', 'M. Yerkazanoglu', 'D. Smith', 'K. Zemaitis', 'A. Çamoğlu']",2:20|2:25|2:29|2:32|2:1001,Unknownx5,4,08:02:00,4,06:11:00,56,90,60,91
2,GLINT MANISA BASKET,671.1,705.0,"[20, 25, 29, 31, 1001]",5,20|25|29|31|1001,"['2:20', '2:25', '2:29', '2:31', '2:1001']","['B. Çal', 'M. Yerkazanoglu', 'D. Smith', 'J. Mintz', 'A. Çamoğlu']",2:20|2:25|2:29|2:31|2:1001,Unknownx5,4,06:11:00,4,04:30:00,60,91,63,94
