team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ALIAGA PETKIM SPOR,513.1,535.0,"[44, 64, 68, 70, 98]",5,44|64|68|70|98,"['1:44', '1:64', '1:68', '1:70', '1:98']","['T. Sav', 'M. Sajus', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",1:44|1:64|1:68|1:70|1:98,Unknownx5,4,09:19:00,4,07:12:00,66,66,66,70
1,ALIAGA PETKIM SPOR,535.1,556.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['1:44', '1:64', '1:67', '1:68', '1:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",1:44|1:64|1:67|1:68|1:98,Unknownx5,4,07:12:00,4,06:15:00,66,70,70,70
1,ALIAGA PETKIM SPOR,556.1,608.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",1:42|1:64|1:65|1:67|1:68,Unknownx5,4,06:15:00,4,04:03:00,70,70,83,76
1,ALIAGA PETKIM SPOR,608.1,625.0,"[42, 65, 66, 67, 68]",5,42|65|66|67|68,"['1:42', '1:65', '1:66', '1:67', '1:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",1:42|1:65|1:66|1:67|1:68,Unknownx5,4,04:03:00,4,02:55:00,83,76,83,82
1,ALIAGA PETKIM SPOR,625.1,645.0,"[44, 64, 67, 68, 98]",5,44|64|67|68|98,"['1:44', '1:64', '1:67', '1:68', '1:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",1:44|1:64|1:67|1:68|1:98,Unknownx5,4,02:55:00,4,02:11:00,83,82,85,82
1,ALIAGA PETKIM SPOR,645.1,680.0,"[44, 66, 67, 68, 98]",5,44|66|67|68|98,"['1:44', '1:66', '1:67', '1:68', '1:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",1:44|1:66|1:67|1:68|1:98,Unknownx5,4,02:11:00,4,00:12:80,85,82,89,86
1,ALIAGA PETKIM SPOR,680.1,702.0,"[44, 65, 67, 68, 98]",5,44|65|67|68|98,"['1:44', '1:65', '1:67', '1:68', '1:98']","['T. Sav', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",1:44|1:65|1:67|1:68|1:98,Unknownx5,4,00:12:80,4,00:00:00,89,86,90,86
2,MERSIN SPOR,1.0,80.0,"[4, 5, 7, 9, 56]",5,4|5|7|9|56,"['2:4', '2:5', '2:7', '2:9', '2:56']","['E. Tirpanci', 'J. Cobbs', 'B. Bentil', 'J. White', 'A. Cowan']",2:4|2:5|2:7|2:9|2:56,Unknownx5,1,10:00:00,1,04:49:00,0,0,11,13
2,MERSIN SPOR,80.1,105.0,"[4, 5, 9, 55, 56]",5,4|5|9|55|56,"['2:4', '2:5', '2:9', '2:55', '2:56']","['E. Tirpanci', 'J. Cobbs', 'J. White', 'A. Olaseni', 'A. Cowan']",2:4|2:5|2:9|2:55|2:56,Unknownx5,1,04:49:00,1,03:50:00,11,13,14,18
2,MERSIN SPOR,105.1,132.0,"[3, 6, 9, 55, 56]",5,3|6|9|55|56,"['2:3', '2:6', '2:9', '2:55', '2:56']","['K. Özmizrak', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni', 'A. Cowan']",2:3|2:6|2:9|2:55|2:56,Unknownx5,1,03:50:00,1,01:54:00,14,18,18,23
2,MERSIN SPOR,132.1,199.0,"[3, 6, 7, 10, 55]",5,3|6|7|10|55,"['2:3', '2:6', '2:7', '2:10', '2:55']","['K. Özmizrak', 'F. Cruz Saldivar', 'B. Bentil', 'R. March Jr', 'A. Olaseni']",2:3|2:6|2:7|2:10|2:55,Unknownx5,1,01:54:00,2,07:44:00,18,23,25,30
2,MERSIN SPOR,199.1,245.0,"[3, 6, 7, 9, 10]",5,3|6|7|9|10,"['2:3', '2:6', '2:7', '2:9', '2:10']","['K. Özmizrak', 'F. Cruz Saldivar', 'B. Bentil', 'J. White', 'R. March Jr']",2:3|2:6|2:7|2:9|2:10,Unknownx5,2,07:44:00,2,05:25:00,25,30,30,32
2,MERSIN SPOR,245.1,263.0,"[3, 5, 6, 7, 9]",5,3|5|6|7|9,"['2:3', '2:5', '2:6', '2:7', '2:9']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'J. White']",2:3|2:5|2:6|2:7|2:9,Unknownx5,2,05:25:00,2,03:06:00,30,32,34,41
2,MERSIN SPOR,263.1,315.0,"[4, 5, 9, 55, 56]",5,4|5|9|55|56,"['2:4', '2:5', '2:9', '2:55', '2:56']","['E. Tirpanci', 'J. Cobbs', 'J. White', 'A. Olaseni', 'A. Cowan']",2:4|2:5|2:9|2:55|2:56,Unknownx5,2,03:06:00,2,00:50:10,34,41,39,41
2,MERSIN SPOR,315.1,328.0,"[4, 5, 7, 55, 56]",5,4|5|7|55|56,"['2:4', '2:5', '2:7', '2:55', '2:56']","['E. Tirpanci', 'J. Cobbs', 'B. Bentil', 'A. Olaseni', 'A. Cowan']",2:4|2:5|2:7|2:55|2:56,Unknownx5,2,00:50:10,2,00:38:60,39,41,39,44
2,MERSIN SPOR,328.1,342.0,"[3, 5, 7, 55, 56]",5,3|5|7|55|56,"['2:3', '2:5', '2:7', '2:55', '2:56']","['K. Özmizrak', 'J. Cobbs', 'B. Bentil', 'A. Olaseni', 'A. Cowan']",2:3|2:5|2:7|2:55|2:56,Unknownx5,2,00:38:60,2,00:10:60,39,44,41,44
2,MERSIN SPOR,342.1,360.0,"[5, 8, 9, 55, 56]",5,5|8|9|55|56,"['2:5', '2:8', '2:9', '2:55', '2:56']","['J. Cobbs', 'L. Apaydin', 'J. White', 'A. Olaseni', 'A. Cowan']",2:5|2:8|2:9|2:55|2:56,Unknownx5,2,00:10:60,3,10:00:00,41,44,41,44
2,MERSIN SPOR,360.1,436.0,"[3, 5, 6, 9, 55]",5,3|5|6|9|55,"['2:3', '2:5', '2:6', '2:9', '2:55']","['K. Özmizrak', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'A. Olaseni']",2:3|2:5|2:6|2:9|2:55,Unknownx5,3,10:00:00,3,04:33:00,41,44,48,57
2,MERSIN SPOR,436.1,504.0,"[4, 6, 7, 55, 56]",5,4|6|7|55|56,"['2:4', '2:6', '2:7', '2:55', '2:56']","['E. Tirpanci', 'F. Cruz Saldivar', 'B. Bentil', 'A. Olaseni', 'A. Cowan']",2:4|2:6|2:7|2:55|2:56,Unknownx5,3,04:33:00,4,10:00:00,48,57,63,66
2,MERSIN SPOR,504.1,523.0,"[4, 5, 7, 55, 56]",5,4|5|7|55|56,"['2:4', '2:5', '2:7', '2:55', '2:56']","['E. Tirpanci', 'J. Cobbs', 'B. Bentil', 'A. Olaseni', 'A. Cowan']",2:4|2:5|2:7|2:55|2:56,Unknownx5,4,10:00:00,4,08:43:00,63,66,66,66
2,MERSIN SPOR,523.1,560.0,"[4, 5, 6, 7, 55]",5,4|5|6|7|55,"['2:4', '2:5', '2:6', '2:7', '2:55']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'A. Olaseni']",2:4|2:5|2:6|2:7|2:55,Unknownx5,4,08:43:00,4,06:15:00,66,66,70,70
2,MERSIN SPOR,560.1,592.0,"[4, 5, 6, 7, 9]",5,4|5|6|7|9,"['2:4', '2:5', '2:6', '2:7', '2:9']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'B. Bentil', 'J. White']",2:4|2:5|2:6|2:7|2:9,Unknownx5,4,06:15:00,4,04:16:00,70,70,74,81
2,MERSIN SPOR,592.1,604.0,"[4, 5, 9, 55, 56]",5,4|5|9|55|56,"['2:4', '2:5', '2:9', '2:55', '2:56']","['E. Tirpanci', 'J. Cobbs', 'J. White', 'A. Olaseni', 'A. Cowan']",2:4|2:5|2:9|2:55|2:56,Unknownx5,4,04:16:00,4,04:03:00,74,81,76,81
2,MERSIN SPOR,604.1,663.0,"[4, 5, 7, 9, 56]",5,4|5|7|9|56,"['2:4', '2:5', '2:7', '2:9', '2:56']","['E. Tirpanci', 'J. Cobbs', 'B. Bentil', 'J. White', 'A. Cowan']",2:4|2:5|2:7|2:9|2:56,Unknownx5,4,04:03:00,4,00:47:20,76,81,84,89
2,MERSIN SPOR,663.1,676.0,"[4, 5, 6, 9, 56]",5,4|5|6|9|56,"['2:4', '2:5', '2:6', '2:9', '2:56']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'J. White', 'A. Cowan']",2:4|2:5|2:6|2:9|2:56,Unknownx5,4,00:47:20,4,00:14:10,84,89,86,89
2,MERSIN SPOR,676.1,692.0,"[4, 5, 9, 10, 56]",5,4|5|9|10|56,"['2:4', '2:5', '2:9', '2:10', '2:56']","['E. Tirpanci', 'J. Cobbs', 'J. White', 'R. March Jr', 'A. Cowan']",2:4|2:5|2:9|2:10|2:56,Unknownx5,4,00:14:10,4,00:08:10,86,89,86,89
2,MERSIN SPOR,692.1,702.0,"[4, 5, 6, 10, 56]",5,4|5|6|10|56,"['2:4', '2:5', '2:6', '2:10', '2:56']","['E. Tirpanci', 'J. Cobbs', 'F. Cruz Saldivar', 'R. March Jr', 'A. Cowan']",2:4|2:5|2:6|2:10|2:56,Unknownx5,4,00:08:10,4,00:00:00,86,89,86,90
