team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ALIAGA PETKIM SPOR,1.0,68.0,"[44, 66, 67, 70, 98]",44|66|67|70|98,11,11,11,13,10,3,118.18181818181819,90.9090909090909,1,10:00:00,1,05:08:00,0,0,13,10,Unknownx5,5,44|66|67|70|98,1:44|1:66|1:67|1:70|1:98,"[44, 66, 67, 70, 98]","['1:44', '1:66', '1:67', '1:70', '1:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,68.1,78.0,"[44, 66, 67, 68, 98]",44|66|67|68|98,1,1,2,0,1,-1,0.0,50.0,1,05:08:00,1,04:49:00,13,10,13,11,Unknownx5,5,44|66|67|68|98,1:44|1:66|1:67|1:68|1:98,"[44, 66, 67, 68, 98]","['1:44', '1:66', '1:67', '1:68', '1:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,78.1,115.0,"[44, 64, 67, 68, 98]",44|64|67|68|98,6,6,5,8,3,5,133.33333333333334,60.0,1,04:49:00,1,03:24:00,13,11,21,14,Unknownx5,5,44|64|67|68|98,1:44|1:64|1:67|1:68|1:98,"[44, 64, 67, 68, 98]","['1:44', '1:64', '1:67', '1:68', '1:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,115.1,178.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,13,13,13,7,11,-4,53.84615384615385,84.61538461538461,1,03:24:00,2,08:35:00,21,14,28,25,Unknownx5,5,42|64|65|67|68,1:42|1:64|1:65|1:67|1:68,"[42, 64, 65, 67, 68]","['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,178.1,243.0,"[42, 65, 66, 68, 98]",42|65|66|68|98,10,10,10,4,5,-1,40.0,50.0,2,08:35:00,2,05:25:00,28,25,32,30,Unknownx5,5,42|65|66|68|98,1:42|1:65|1:66|1:68|1:98,"[42, 65, 66, 68, 98]","['1:42', '1:65', '1:66', '1:68', '1:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,243.1,291.0,"[42, 65, 66, 67, 98]",42|65|66|67|98,8,8,8,9,9,0,112.5,112.5,2,05:25:00,2,02:00:00,32,30,41,39,Unknownx5,5,42|65|66|67|98,1:42|1:65|1:66|1:67|1:98,"[42, 65, 66, 67, 98]","['1:42', '1:65', '1:66', '1:67', '1:98']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,291.1,324.0,"[44, 66, 67, 70, 98]",44|66|67|70|98,6,6,6,3,0,3,50.0,0.0,2,02:00:00,2,00:38:60,41,39,44,39,Unknownx5,5,44|66|67|70|98,1:44|1:66|1:67|1:70|1:98,"[44, 66, 67, 70, 98]","['1:44', '1:66', '1:67', '1:70', '1:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,324.1,356.0,"[45, 65, 66, 67, 98]",45|65|66|67|98,3,3,3,0,2,-2,0.0,66.66666666666667,2,00:38:60,3,10:00:00,44,39,44,41,Unknownx5,5,45|65|66|67|98,1:45|1:65|1:66|1:67|1:98,"[45, 65, 66, 67, 98]","['1:45', '1:65', '1:66', '1:67', '1:98']","['B. Güler', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,356.1,391.0,"[44, 66, 67, 68, 98]",44|66|67|68|98,5,5,6,4,5,-1,80.0,83.33333333333333,3,10:00:00,3,06:49:00,44,41,48,46,Unknownx5,5,44|66|67|68|98,1:44|1:66|1:67|1:68|1:98,"[44, 66, 67, 68, 98]","['1:44', '1:66', '1:67', '1:68', '1:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,391.1,419.0,"[44, 64, 67, 68, 98]",44|64|67|68|98,6,6,6,6,0,6,100.0,0.0,3,06:49:00,3,05:35:00,48,46,54,46,Unknownx5,5,44|64|67|68|98,1:44|1:64|1:67|1:68|1:98,"[44, 64, 67, 68, 98]","['1:44', '1:64', '1:67', '1:68', '1:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,419.1,445.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,4,4,3,6,2,4,150.0,66.66666666666667,3,05:35:00,3,04:33:00,54,46,60,48,Unknownx5,5,42|64|65|67|68,1:42|1:64|1:65|1:67|1:68,"[42, 64, 65, 67, 68]","['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,445.1,469.0,"[42, 65, 66, 67, 68]",42|65|66|67|68,4,4,4,0,7,-7,0.0,175.0,3,04:33:00,3,03:06:00,60,48,60,55,Unknownx5,5,42|65|66|67|68,1:42|1:65|1:66|1:67|1:68,"[42, 65, 66, 67, 68]","['1:42', '1:65', '1:66', '1:67', '1:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,469.1,502.0,"[44, 66, 67, 68, 98]",44|66|67|68|98,6,6,7,6,8,-2,100.0,114.28571428571429,3,03:06:00,4,10:00:00,60,55,66,63,Unknownx5,5,44|66|67|68|98,1:44|1:66|1:67|1:68|1:98,"[44, 66, 67, 68, 98]","['1:44', '1:66', '1:67', '1:68', '1:98']","['T. Sav', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,502.1,513.0,"[44, 66, 68, 70, 98]",44|66|68|70|98,1,1,0,0,3,-3,0.0,,4,10:00:00,4,09:19:00,66,63,66,66,Unknownx5,5,44|66|68|70|98,1:44|1:66|1:68|1:70|1:98,"[44, 66, 68, 70, 98]","['1:44', '1:66', '1:68', '1:70', '1:98']","['T. Sav', 'J. Floyd', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,513.1,535.0,"[44, 64, 68, 70, 98]",44|64|68|70|98,4,4,4,0,4,-4,0.0,100.0,4,09:19:00,4,07:12:00,66,66,66,70,Unknownx5,5,44|64|68|70|98,1:44|1:64|1:68|1:70|1:98,"[44, 64, 68, 70, 98]","['1:44', '1:64', '1:68', '1:70', '1:98']","['T. Sav', 'M. Sajus', 'Y. Franke', 'U. Utomi', 'P. Scrubb']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,535.1,556.0,"[44, 64, 67, 68, 98]",44|64|67|68|98,3,3,3,4,0,4,133.33333333333334,0.0,4,07:12:00,4,06:15:00,66,70,70,70,Unknownx5,5,44|64|67|68|98,1:44|1:64|1:67|1:68|1:98,"[44, 64, 67, 68, 98]","['1:44', '1:64', '1:67', '1:68', '1:98']","['T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'P. Scrubb']",ALIAGA PETKIM SPOR
