team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,ALIAGA PETKIM SPOR,1.0,57.0,"[42, 44, 64, 67, 70]",42|44|64|67|70,10,10,10,3,12,-9,30.0,120.0,1,10:00:00,1,05:59:00,0,0,3,12,Unknownx5,5,42|44|64|67|70,1:42|1:44|1:64|1:67|1:70,"[42, 44, 64, 67, 70]","['1:42', '1:44', '1:64', '1:67', '1:70']","['Y. Sonsirma', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,57.1,81.0,"[42, 44, 64, 67, 68]",42|44|64|67|68,4,4,4,7,2,5,175.0,50.0,1,05:59:00,1,04:12:00,3,12,10,14,Unknownx5,5,42|44|64|67|68,1:42|1:44|1:64|1:67|1:68,"[42, 44, 64, 67, 68]","['1:42', '1:44', '1:64', '1:67', '1:68']","['Y. Sonsirma', 'T. Sav', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,81.1,108.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,6,6,6,4,0,4,66.66666666666667,0.0,1,04:12:00,1,02:20:00,10,14,14,14,Unknownx5,5,42|64|65|67|68,1:42|1:64|1:65|1:67|1:68,"[42, 64, 65, 67, 68]","['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,108.1,142.0,"[45, 65, 66, 67, 68]",45|65|66|67|68,4,4,4,2,4,-2,50.0,100.0,1,02:20:00,1,00:55:20,14,14,16,18,Unknownx5,5,45|65|66|67|68,1:45|1:65|1:66|1:67|1:68,"[45, 65, 66, 67, 68]","['1:45', '1:65', '1:66', '1:67', '1:68']","['B. Güler', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,142.1,183.0,"[45, 65, 66, 68, 70]",45|65|66|68|70,9,9,9,8,6,2,88.88888888888889,66.66666666666667,1,00:55:20,2,08:13:00,16,18,24,24,Unknownx5,5,45|65|66|68|70,1:45|1:65|1:66|1:68|1:70,"[45, 65, 66, 68, 70]","['1:45', '1:65', '1:66', '1:68', '1:70']","['B. Güler', 'R. Blumbergs', 'J. Floyd', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,183.1,204.0,"[45, 65, 66, 67, 68]",45|65|66|67|68,2,2,2,3,2,1,150.0,100.0,2,08:13:00,2,07:09:00,24,24,27,26,Unknownx5,5,45|65|66|67|68,1:45|1:65|1:66|1:67|1:68,"[45, 65, 66, 67, 68]","['1:45', '1:65', '1:66', '1:67', '1:68']","['B. Güler', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,204.1,218.0,"[42, 65, 66, 67, 68]",42|65|66|67|68,3,3,4,6,4,2,200.0,100.0,2,07:09:00,2,05:27:00,27,26,33,30,Unknownx5,5,42|65|66|67|68,1:42|1:65|1:66|1:67|1:68,"[42, 65, 66, 67, 68]","['1:42', '1:65', '1:66', '1:67', '1:68']","['Y. Sonsirma', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,218.1,269.0,"[42, 64, 65, 67, 68]",42|64|65|67|68,9,9,9,10,7,3,111.11111111111111,77.77777777777777,2,05:27:00,2,01:41:00,33,30,43,37,Unknownx5,5,42|64|65|67|68,1:42|1:64|1:65|1:67|1:68,"[42, 64, 65, 67, 68]","['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,269.1,302.0,"[42, 64, 65, 68, 70]",42|64|65|68|70,3,3,2,0,0,0,0.0,0.0,2,01:41:00,3,10:00:00,43,37,43,37,Unknownx5,5,42|64|65|68|70,1:42|1:64|1:65|1:68|1:70,"[42, 64, 65, 68, 70]","['1:42', '1:64', '1:65', '1:68', '1:70']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'Y. Franke', 'U. Utomi']",ALIAGA PETKIM SPOR
1,ALIAGA PETKIM SPOR,302.1,326.0,"[42, 64, 65, 67, 70]",42|64|65|67|70,4,4,4,2,0,2,50.0,0.0,3,10:00:00,3,08:55:00,43,37,45,37,Unknownx5,5,42|64|65|67|70,1:42|1:64|1:65|1:67|1:70,"[42, 64, 65, 67, 70]","['1:42', '1:64', '1:65', '1:67', '1:70']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'U. Utomi']",ALIAGA PETKIM SPOR
