team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ALIAGA PETKIM SPOR,418.1,430.0,"[45, 65, 66, 67, 68]",5,45|65|66|67|68,"['1:45', '1:65', '1:66', '1:67', '1:68']","['B. Güler', 'R. Blumbergs', 'J. Floyd', 'D. Efianayi Jr', 'Y. Franke']",1:45|1:65|1:66|1:67|1:68,Unknownx5,3,02:31:00,3,02:01:00,57,59,59,59
1,ALIAGA PETKIM SPOR,430.1,471.0,"[44, 45, 65, 67, 68]",5,44|45|65|67|68,"['1:44', '1:45', '1:65', '1:67', '1:68']","['T. Sav', 'B. Güler', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",1:44|1:45|1:65|1:67|1:68,Unknownx5,3,02:01:00,4,09:31:00,59,59,65,62
1,ALIAGA PETKIM SPOR,471.1,482.0,"[45, 64, 65, 67, 68]",5,45|64|65|67|68,"['1:45', '1:64', '1:65', '1:67', '1:68']","['B. Güler', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",1:45|1:64|1:65|1:67|1:68,Unknownx5,4,09:31:00,4,08:27:00,65,62,65,65
1,ALIAGA PETKIM SPOR,482.1,505.0,"[45, 64, 65, 67, 70]",5,45|64|65|67|70,"['1:45', '1:64', '1:65', '1:67', '1:70']","['B. Güler', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'U. Utomi']",1:45|1:64|1:65|1:67|1:70,Unknownx5,4,08:27:00,4,07:05:00,65,65,65,67
1,ALIAGA PETKIM SPOR,505.1,550.0,"[42, 64, 65, 67, 70]",5,42|64|65|67|70,"['1:42', '1:64', '1:65', '1:67', '1:70']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'U. Utomi']",1:42|1:64|1:65|1:67|1:70,Unknownx5,4,07:05:00,4,03:52:00,65,67,69,71
1,ALIAGA PETKIM SPOR,550.1,563.0,"[42, 64, 65, 67, 68]",5,42|64|65|67|68,"['1:42', '1:64', '1:65', '1:67', '1:68']","['Y. Sonsirma', 'M. Sajus', 'R. Blumbergs', 'D. Efianayi Jr', 'Y. Franke']",1:42|1:64|1:65|1:67|1:68,Unknownx5,4,03:52:00,4,02:51:00,69,71,71,75
1,ALIAGA PETKIM SPOR,563.1,601.0,"[42, 64, 67, 68, 70]",5,42|64|67|68|70,"['1:42', '1:64', '1:67', '1:68', '1:70']","['Y. Sonsirma', 'M. Sajus', 'D. Efianayi Jr', 'Y. Franke', 'U. Utomi']",1:42|1:64|1:67|1:68|1:70,Unknownx5,4,02:51:00,4,00:00:00,71,75,75,80
2,GALATASARAY MCT TECHNIC,1.0,83.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['2:70', '2:103', '2:104', '2:105', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:103|2:104|2:105|2:109,Unknownx5,1,10:00:00,1,04:12:00,0,0,14,10
2,GALATASARAY MCT TECHNIC,83.1,112.0,"[70, 103, 104, 108, 109]",5,70|103|104|108|109,"['2:70', '2:103', '2:104', '2:108', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2:70|2:103|2:104|2:108|2:109,Unknownx5,1,04:12:00,1,02:20:00,14,10,14,14
2,GALATASARAY MCT TECHNIC,112.1,120.0,"[71, 102, 103, 104, 108]",5,71|102|103|104|108,"['2:71', '2:102', '2:103', '2:104', '2:108']","['C. Korkmaz', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop']",2:71|2:102|2:103|2:104|2:108,Unknownx5,1,02:20:00,1,02:04:00,14,14,14,14
2,GALATASARAY MCT TECHNIC,120.1,134.0,"[71, 102, 103, 107, 108]",5,71|102|103|107|108,"['2:71', '2:102', '2:103', '2:107', '2:108']","['C. Korkmaz', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop']",2:71|2:102|2:103|2:107|2:108,Unknownx5,1,02:04:00,1,01:12:00,14,14,16,16
2,GALATASARAY MCT TECHNIC,134.1,181.0,"[38, 71, 102, 107, 108]",5,38|71|102|107|108,"['2:38', '2:71', '2:102', '2:107', '2:108']","['A. Tuncer', 'C. Korkmaz', 'E. Mc Collum', 'R. Meeks', 'C. Bishop']",2:38|2:71|2:102|2:107|2:108,Unknownx5,1,01:12:00,2,08:13:00,16,16,24,24
2,GALATASARAY MCT TECHNIC,181.1,202.0,"[38, 102, 103, 107, 108]",5,38|102|103|107|108,"['2:38', '2:102', '2:103', '2:107', '2:108']","['A. Tuncer', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop']",2:38|2:102|2:103|2:107|2:108,Unknownx5,2,08:13:00,2,07:09:00,24,24,26,27
2,GALATASARAY MCT TECHNIC,202.1,220.0,"[38, 99, 102, 103, 107]",5,38|99|102|103|107,"['2:38', '2:99', '2:102', '2:103', '2:107']","['A. Tuncer', 'M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks']",2:38|2:99|2:102|2:103|2:107,Unknownx5,2,07:09:00,2,05:27:00,26,27,30,33
2,GALATASARAY MCT TECHNIC,220.1,247.0,"[99, 102, 103, 107, 109]",5,99|102|103|107|109,"['2:99', '2:102', '2:103', '2:107', '2:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",2:99|2:102|2:103|2:107|2:109,Unknownx5,2,05:27:00,2,03:01:00,30,33,32,40
2,GALATASARAY MCT TECHNIC,247.1,259.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['2:70', '2:103', '2:104', '2:105', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:103|2:104|2:105|2:109,Unknownx5,2,03:01:00,2,02:29:00,32,40,35,40
2,GALATASARAY MCT TECHNIC,259.1,272.0,"[70, 102, 104, 105, 109]",5,70|102|104|105|109,"['2:70', '2:102', '2:104', '2:105', '2:109']","['R. Öncel', 'E. Mc Collum', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:102|2:104|2:105|2:109,Unknownx5,2,02:29:00,2,01:41:00,35,40,37,43
2,GALATASARAY MCT TECHNIC,272.1,304.0,"[38, 102, 104, 105, 109]",5,38|102|104|105|109,"['2:38', '2:102', '2:104', '2:105', '2:109']","['A. Tuncer', 'E. Mc Collum', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:38|2:102|2:104|2:105|2:109,Unknownx5,2,01:41:00,3,10:00:00,37,43,37,43
2,GALATASARAY MCT TECHNIC,304.1,397.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['2:70', '2:103', '2:104', '2:105', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:103|2:104|2:105|2:109,Unknownx5,3,10:00:00,3,03:56:00,37,43,54,54
2,GALATASARAY MCT TECHNIC,397.1,428.0,"[70, 102, 103, 104, 105]",5,70|102|103|104|105,"['2:70', '2:102', '2:103', '2:104', '2:105']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii']",2:70|2:102|2:103|2:104|2:105,Unknownx5,3,03:56:00,3,02:01:00,54,54,59,59
2,GALATASARAY MCT TECHNIC,428.1,442.0,"[70, 102, 103, 104, 108]",5,70|102|103|104|108,"['2:70', '2:102', '2:103', '2:104', '2:108']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop']",2:70|2:102|2:103|2:104|2:108,Unknownx5,3,02:01:00,3,00:53:20,59,59,59,62
2,GALATASARAY MCT TECHNIC,442.1,531.0,"[71, 102, 103, 104, 108]",5,71|102|103|104|108,"['2:71', '2:102', '2:103', '2:104', '2:108']","['C. Korkmaz', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop']",2:71|2:102|2:103|2:104|2:108,Unknownx5,3,00:53:20,4,05:10:00,59,62,67,69
2,GALATASARAY MCT TECHNIC,531.1,552.0,"[70, 102, 103, 104, 108]",5,70|102|103|104|108,"['2:70', '2:102', '2:103', '2:104', '2:108']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop']",2:70|2:102|2:103|2:104|2:108,Unknownx5,4,05:10:00,4,03:52:00,67,69,71,69
2,GALATASARAY MCT TECHNIC,552.1,601.0,"[70, 102, 103, 108, 109]",5,70|102|103|108|109,"['2:70', '2:102', '2:103', '2:108', '2:109']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'C. Bishop', 'W. Cummings']",2:70|2:102|2:103|2:108|2:109,Unknownx5,4,03:52:00,4,00:00:00,71,69,80,75
