possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,8,8,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
2,1,10,12,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
3,1,13,13,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
4,1,14,14,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
5,1,16,16,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
6,1,18,18,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
7,1,20,20,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
8,1,23,23,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
9,1,25,25,1.0,score,2,2,ALIAGA PETKIM SPOR,0
10,1,26,27,2.0,score,3,3,GALATASARAY MCT TECHNIC,0
11,1,28,29,1.0,score,2,2,ALIAGA PETKIM SPOR,0
12,1,30,31,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
13,1,32,33,1.0,score,2,2,ALIAGA PETKIM SPOR,0
14,1,34,34,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
15,1,35,36,1.0,score,2,2,ALIAGA PETKIM SPOR,0
16,1,37,39,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
17,1,41,44,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
18,1,46,52,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
19,1,54,54,1.0,score,2,2,ALIAGA PETKIM SPOR,0
20,1,55,63,2.0,made_ft,1,1,GALATASARAY MCT TECHNIC,0
21,1,64,65,1.0,made_ft_last,1,0,ALIAGA PETKIM SPOR,1
22,1,67,67,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
23,1,68,71,1.0,score,3,0,ALIAGA PETKIM SPOR,3
24,1,72,75,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
25,1,76,76,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
26,1,77,77,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
27,1,78,80,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
28,1,81,86,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
29,1,87,87,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
30,1,89,89,2.0,offensive_foul,0,0,GALATASARAY MCT TECHNIC,0
31,1,90,90,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
32,1,91,95,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
33,1,96,96,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
34,1,97,97,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
35,1,98,98,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
36,1,99,99,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
37,1,100,100,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
38,1,101,101,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
39,1,102,104,1.0,score,2,0,ALIAGA PETKIM SPOR,2
40,1,106,117,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
41,1,119,119,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
42,1,120,124,2.0,offensive_foul,0,0,GALATASARAY MCT TECHNIC,0
43,1,125,125,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
44,1,126,128,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
45,1,129,130,1.0,score,2,0,ALIAGA PETKIM SPOR,2
46,1,132,136,2.0,made_ft,1,0,GALATASARAY MCT TECHNIC,1
47,1,137,137,1.0,made_ft_last,1,1,ALIAGA PETKIM SPOR,0
48,1,140,144,2.0,made_ft,1,1,GALATASARAY MCT TECHNIC,0
49,1,145,146,1.0,made_ft_last,1,0,ALIAGA PETKIM SPOR,1
50,1,148,148,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
51,1,149,151,1.0,score,3,0,ALIAGA PETKIM SPOR,3
52,1,152,153,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
53,1,155,155,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
54,1,156,159,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
55,2,160,160,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
56,2,161,161,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
57,2,162,162,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
58,2,164,164,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
59,2,166,166,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
60,2,167,167,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
61,2,168,170,1.0,score,2,2,ALIAGA PETKIM SPOR,0
62,2,171,171,2.0,score,3,3,GALATASARAY MCT TECHNIC,0
63,2,172,175,1.0,score,2,2,ALIAGA PETKIM SPOR,0
64,2,176,178,2.0,offensive_foul,0,0,GALATASARAY MCT TECHNIC,0
65,2,179,179,1.0,turnover,0,0,ALIAGA PETKIM SPOR,0
66,2,180,192,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
67,2,193,196,1.0,score,3,0,ALIAGA PETKIM SPOR,3
68,2,197,197,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
69,2,199,199,1.0,def_reb,0,0,ALIAGA PETKIM SPOR,0
70,2,200,207,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
71,2,208,209,1.0,score,2,2,ALIAGA PETKIM SPOR,0
72,2,210,210,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
73,2,211,212,1.0,score,2,2,ALIAGA PETKIM SPOR,0
