team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
2,BURSASPOR BASKETBOL,299.1,345.0,"[102, 127, 133, 134, 135]",5,102|127|133|134|135,"['2:102', '2:127', '2:133', '2:134', '2:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2:102|2:127|2:133|2:134|2:135,Unknownx5,2,05:46:00,2,04:13:00,23,24,27,26
2,BURSASPOR BASKETBOL,345.1,431.0,"[101, 127, 133, 134, 135]",5,101|127|133|134|135,"['2:101', '2:127', '2:133', '2:134', '2:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2:101|2:127|2:133|2:134|2:135,Unknownx5,2,04:13:00,2,00:04:60,27,26,35,40
2,BURSASPOR BASKETBOL,431.1,447.0,"[4, 102, 126, 134, 135]",5,4|102|126|134|135,"['2:4', '2:102', '2:126', '2:134', '2:135']","['Y. Onar', 'B. Akin', 'B. Satir', 'V. King', 'A. Konontsuk']",2:4|2:102|2:126|2:134|2:135,Unknownx5,2,00:04:60,3,10:00:00,35,40,35,42
2,BURSASPOR BASKETBOL,447.1,550.0,"[101, 127, 129, 133, 134]",5,101|127|129|133|134,"['2:101', '2:127', '2:129', '2:133', '2:134']","['H. Köksal', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'V. King']",2:101|2:127|2:129|2:133|2:134,Unknownx5,3,10:00:00,3,05:32:00,35,42,40,50
2,BURSASPOR BASKETBOL,550.1,586.0,"[102, 127, 133, 134, 135]",5,102|127|133|134|135,"['2:102', '2:127', '2:133', '2:134', '2:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2:102|2:127|2:133|2:134|2:135,Unknownx5,3,05:32:00,3,03:52:00,40,50,42,50
2,BURSASPOR BASKETBOL,586.1,606.0,"[101, 102, 127, 133, 135]",5,101|102|127|133|135,"['2:101', '2:102', '2:127', '2:133', '2:135']","['H. Köksal', 'B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk']",2:101|2:102|2:127|2:133|2:135,Unknownx5,3,03:52:00,3,02:43:00,42,50,44,50
2,BURSASPOR BASKETBOL,606.1,631.0,"[101, 102, 127, 129, 135]",5,101|102|127|129|135,"['2:101', '2:102', '2:127', '2:129', '2:135']","['H. Köksal', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'A. Konontsuk']",2:101|2:102|2:127|2:129|2:135,Unknownx5,3,02:43:00,3,01:13:00,44,50,46,50
2,BURSASPOR BASKETBOL,631.1,657.0,"[101, 102, 129, 135, 136]",5,101|102|129|135|136,"['2:101', '2:102', '2:129', '2:135', '2:136']","['H. Köksal', 'B. Akin', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier']",2:101|2:102|2:129|2:135|2:136,Unknownx5,3,01:13:00,4,10:00:00,46,50,49,52
2,BURSASPOR BASKETBOL,657.1,702.0,"[102, 129, 134, 135, 136]",5,102|129|134|135|136,"['2:102', '2:129', '2:134', '2:135', '2:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",2:102|2:129|2:134|2:135|2:136,Unknownx5,4,10:00:00,4,08:07:00,49,52,49,59
2,BURSASPOR BASKETBOL,702.1,780.0,"[102, 127, 129, 133, 134]",5,102|127|129|133|134,"['2:102', '2:127', '2:129', '2:133', '2:134']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'V. King']",2:102|2:127|2:129|2:133|2:134,Unknownx5,4,08:07:00,4,04:31:00,49,59,51,64
2,BURSASPOR BASKETBOL,780.1,860.0,"[102, 127, 133, 134, 135]",5,102|127|133|134|135,"['2:102', '2:127', '2:133', '2:134', '2:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2:102|2:127|2:133|2:134|2:135,Unknownx5,4,04:31:00,4,00:37:20,51,64,65,73
2,BURSASPOR BASKETBOL,860.1,884.0,"[102, 126, 127, 134, 135]",5,102|126|127|134|135,"['2:102', '2:126', '2:127', '2:134', '2:135']","['B. Akin', 'B. Satir', 'L. Nnoko', 'V. King', 'A. Konontsuk']",2:102|2:126|2:127|2:134|2:135,Unknownx5,4,00:37:20,4,00:00:00,65,73,65,75
