team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1.0,150.0,"[5, 9, 11, 13, 21]",5|9|11|13|21,21,21,22,13,11,2,61.904761904761905,50.0,1,10:00:00,1,02:52:00,0,0,13,11,Unknownx5,5,5|9|11|13|21,1:5|1:9|1:11|1:13|1:21,"[5, 9, 11, 13, 21]","['1:5', '1:9', '1:11', '1:13', '1:21']","['M. Agva', 'R. Badzim', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,150.1,162.0,"[3, 10, 11, 13, 21]",3|10|11|13|21,2,2,2,0,0,0,0.0,0.0,1,02:52:00,1,02:16:00,13,11,13,11,Unknownx5,5,3|10|11|13|21,1:3|1:10|1:11|1:13|1:21,"[3, 10, 11, 13, 21]","['1:3', '1:10', '1:11', '1:13', '1:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,162.1,180.0,"[3, 10, 11, 12, 13]",3|10|11|12|13,2,2,2,0,5,-5,0.0,250.0,1,02:16:00,1,01:12:00,13,11,13,16,Unknownx5,5,3|10|11|12|13,1:3|1:10|1:11|1:12|1:13,"[3, 10, 11, 12, 13]","['1:3', '1:10', '1:11', '1:12', '1:13']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,180.1,202.0,"[3, 7, 10, 12, 13]",3|7|10|12|13,3,3,3,6,2,4,200.0,66.66666666666667,1,01:12:00,1,00:05:20,13,16,19,18,Unknownx5,5,3|7|10|12|13,1:3|1:7|1:10|1:12|1:13,"[3, 7, 10, 12, 13]","['1:3', '1:7', '1:10', '1:12', '1:13']","['E. Tanisan', 'Ö. Ilyasoglu', 'J. Roberts', 'M. Cazalon', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,202.1,220.0,"[3, 7, 11, 12, 21]",3|7|11|12|21,2,2,2,0,0,0,0.0,0.0,1,00:05:20,2,10:00:00,19,18,19,18,Unknownx5,5,3|7|11|12|21,1:3|1:7|1:11|1:12|1:21,"[3, 7, 11, 12, 21]","['1:3', '1:7', '1:11', '1:12', '1:21']","['E. Tanisan', 'Ö. Ilyasoglu', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,220.1,251.0,"[3, 7, 9, 10, 12]",3|7|9|10|12,4,4,5,3,2,1,75.0,40.0,2,10:00:00,2,08:13:00,19,18,22,20,Unknownx5,5,3|7|9|10|12,1:3|1:7|1:9|1:10|1:12,"[3, 7, 9, 10, 12]","['1:3', '1:7', '1:9', '1:10', '1:12']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,251.1,295.0,"[7, 9, 10, 12, 13]",7|9|10|12|13,7,7,6,2,3,-1,28.571428571428573,50.0,2,08:13:00,2,05:46:00,22,20,24,23,Unknownx5,5,7|9|10|12|13,1:7|1:9|1:10|1:12|1:13,"[7, 9, 10, 12, 13]","['1:7', '1:9', '1:10', '1:12', '1:13']","['Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,295.1,395.0,"[5, 11, 12, 13, 21]",5|11|12|13|21,13,13,14,10,7,3,76.92307692307692,50.0,2,05:46:00,2,01:24:00,24,23,34,30,Unknownx5,5,5|11|12|13|21,1:5|1:11|1:12|1:13|1:21,"[5, 11, 12, 13, 21]","['1:5', '1:11', '1:12', '1:13', '1:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,395.1,422.0,"[3, 5, 11, 12, 21]",3|5|11|12|21,3,3,3,6,3,3,200.0,100.0,2,01:24:00,2,00:22:00,34,30,40,33,Unknownx5,5,3|5|11|12|21,1:3|1:5|1:11|1:12|1:21,"[3, 5, 11, 12, 21]","['1:3', '1:5', '1:11', '1:12', '1:21']","['E. Tanisan', 'M. Agva', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,422.1,429.0,"[3, 10, 11, 12, 21]",3|10|11|12|21,1,1,0,0,2,-2,0.0,,2,00:22:00,2,00:04:60,40,33,40,35,Unknownx5,5,3|10|11|12|21,1:3|1:10|1:11|1:12|1:21,"[3, 10, 11, 12, 21]","['1:3', '1:10', '1:11', '1:12', '1:21']","['E. Tanisan', 'J. Roberts', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
