possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,8,,,0,0,,0
1,1,9,9,2.0,turnover,0,0,BURSASPOR BASKETBOL,0
2,1,10,11,1.0,score,2,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,2
3,1,15,22,2.0,score,3,0,BURSASPOR BASKETBOL,3
4,1,23,27,1.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
5,1,32,32,2.0,turnover,0,0,BURSASPOR BASKETBOL,0
6,1,36,38,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
7,1,39,39,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
8,1,40,40,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
9,1,41,41,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
10,1,42,42,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
11,1,43,43,2.0,turnover,0,0,BURSASPOR BASKETBOL,0
12,1,44,45,1.0,score,2,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,2
13,1,46,52,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
14,1,53,68,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
15,1,69,69,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
16,1,70,70,1.0,score,2,2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
17,1,71,72,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
18,1,73,73,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
19,1,80,80,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
20,1,81,81,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
21,1,83,85,2.0,made_ft,1,1,BURSASPOR BASKETBOL,0
22,1,86,86,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
23,1,88,88,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
24,1,89,89,1.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
25,1,90,94,2.0,score,2,2,BURSASPOR BASKETBOL,0
26,1,95,98,1.0,made_ft_last,1,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1
27,1,104,104,2.0,score,3,0,BURSASPOR BASKETBOL,3
28,1,109,109,1.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
29,1,110,115,2.0,score,3,0,BURSASPOR BASKETBOL,3
30,1,116,129,1.0,made_ft,1,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1
31,1,130,130,2.0,made_ft_last,1,1,BURSASPOR BASKETBOL,0
32,1,134,134,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
33,1,135,135,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
34,1,136,136,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
35,1,137,137,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
36,1,138,138,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
37,1,139,139,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
38,1,140,140,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
39,1,141,141,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
40,1,142,144,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
41,1,145,145,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
42,1,149,149,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
43,1,150,155,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
44,1,156,156,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
45,1,157,157,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
46,1,161,161,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
47,1,162,167,2.0,score,3,0,BURSASPOR BASKETBOL,3
48,1,168,169,1.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
49,1,170,171,2.0,score,2,0,BURSASPOR BASKETBOL,2
50,1,172,173,1.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
51,1,174,186,2.0,made_ft,1,0,BURSASPOR BASKETBOL,1
52,1,187,187,1.0,made_ft_last,1,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
53,1,193,193,2.0,score,3,3,BURSASPOR BASKETBOL,0
54,1,194,195,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
55,1,196,196,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
56,1,197,197,1.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
57,1,198,206,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
58,1,207,207,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
59,1,208,208,2.0,def_reb,0,0,BURSASPOR BASKETBOL,0
