team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
2,TÜRK TELEKOM,103.1,121.0,"[7, 74, 75, 76, 77]",7|74|75|76|77,2,2,2,0,2,-2,0.0,100.0,1,04:25:00,1,03:31:00,10,6,10,8,Unknownx5,5,7|74|75|76|77,2:7|2:74|2:75|2:76|2:77,"[7, 74, 75, 76, 77]","['2:7', '2:74', '2:75', '2:76', '2:77']","['B. Durmaz', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",TÜRK TELEKOM
2,TÜRK TELEKOM,121.1,148.0,"[8, 75, 76, 77, 80]",8|75|76|77|80,4,4,5,3,2,1,75.0,40.0,1,03:31:00,1,02:56:00,10,8,13,10,Unknownx5,5,8|75|76|77|80,2:8|2:75|2:76|2:77|2:80,"[8, 75, 76, 77, 80]","['2:8', '2:75', '2:76', '2:77', '2:80']","['Y. Gültekin', 'K. Allman', 'M. Simonovic', 'J. Smith', 'M. Devoe']",TÜRK TELEKOM
2,TÜRK TELEKOM,148.1,197.0,"[3, 8, 75, 76, 80]",3|8|75|76|80,9,9,8,8,8,0,88.88888888888889,100.0,1,02:56:00,2,10:00:00,13,10,21,18,Unknownx5,5,3|8|75|76|80,2:3|2:8|2:75|2:76|2:80,"[3, 8, 75, 76, 80]","['2:3', '2:8', '2:75', '2:76', '2:80']","['A. Kahraman', 'Y. Gültekin', 'K. Allman', 'M. Simonovic', 'M. Devoe']",TÜRK TELEKOM
2,TÜRK TELEKOM,197.1,214.0,"[8, 74, 75, 78, 80]",8|74|75|78|80,2,2,2,0,4,-4,0.0,200.0,2,10:00:00,2,09:00:00,21,18,21,22,Unknownx5,5,8|74|75|78|80,2:8|2:74|2:75|2:78|2:80,"[8, 74, 75, 78, 80]","['2:8', '2:74', '2:75', '2:78', '2:80']","['Y. Gültekin', 'J. Usher', 'K. Allman', 'K. Bankston', 'M. Devoe']",TÜRK TELEKOM
2,TÜRK TELEKOM,214.1,238.0,"[5, 8, 74, 75, 78]",5|8|74|75|78,3,3,3,2,0,2,66.66666666666667,0.0,2,09:00:00,2,08:08:00,21,22,23,22,Unknownx5,5,5|8|74|75|78,2:5|2:8|2:74|2:75|2:78,"[5, 8, 74, 75, 78]","['2:5', '2:8', '2:74', '2:75', '2:78']","['D. Özdemiroglu', 'Y. Gültekin', 'J. Usher', 'K. Allman', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,238.1,255.0,"[5, 8, 74, 75, 76]",5|8|74|75|76,5,5,6,4,4,0,80.0,66.66666666666667,2,08:08:00,2,06:23:00,23,22,27,26,Unknownx5,5,5|8|74|75|76,2:5|2:8|2:74|2:75|2:76,"[5, 8, 74, 75, 76]","['2:5', '2:8', '2:74', '2:75', '2:76']","['D. Özdemiroglu', 'Y. Gültekin', 'J. Usher', 'K. Allman', 'M. Simonovic']",TÜRK TELEKOM
2,TÜRK TELEKOM,255.1,307.0,"[5, 6, 7, 74, 75]",5|6|7|74|75,8,8,7,5,6,-1,62.5,85.71428571428571,2,06:23:00,2,03:59:00,27,26,32,32,Unknownx5,5,5|6|7|74|75,2:5|2:6|2:7|2:74|2:75,"[5, 6, 7, 74, 75]","['2:5', '2:6', '2:7', '2:74', '2:75']","['D. Özdemiroglu', 'E. Kosut', 'B. Durmaz', 'J. Usher', 'K. Allman']",TÜRK TELEKOM
2,TÜRK TELEKOM,307.1,322.0,"[5, 8, 74, 76, 77]",5|8|74|76|77,1,1,2,0,0,0,0.0,0.0,2,03:59:00,2,03:35:00,32,32,32,32,Unknownx5,5,5|8|74|76|77,2:5|2:8|2:74|2:76|2:77,"[5, 8, 74, 76, 77]","['2:5', '2:8', '2:74', '2:76', '2:77']","['D. Özdemiroglu', 'Y. Gültekin', 'J. Usher', 'M. Simonovic', 'J. Smith']",TÜRK TELEKOM
2,TÜRK TELEKOM,322.1,343.0,"[3, 8, 74, 76, 77]",3|8|74|76|77,4,4,4,0,7,-7,0.0,175.0,2,03:35:00,2,01:43:00,32,32,32,39,Unknownx5,5,3|8|74|76|77,2:3|2:8|2:74|2:76|2:77,"[3, 8, 74, 76, 77]","['2:3', '2:8', '2:74', '2:76', '2:77']","['A. Kahraman', 'Y. Gültekin', 'J. Usher', 'M. Simonovic', 'J. Smith']",TÜRK TELEKOM
2,TÜRK TELEKOM,343.1,369.0,"[5, 75, 76, 77, 78]",5|75|76|77|78,3,3,2,1,3,-2,33.333333333333336,150.0,2,01:43:00,2,00:45:50,32,39,33,42,Unknownx5,5,5|75|76|77|78,2:5|2:75|2:76|2:77|2:78,"[5, 75, 76, 77, 78]","['2:5', '2:75', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,369.1,390.0,"[5, 7, 75, 77, 78]",5|7|75|77|78,2,2,3,0,0,0,0.0,0.0,2,00:45:50,3,10:00:00,33,42,33,42,Unknownx5,5,5|7|75|77|78,2:5|2:7|2:75|2:77|2:78,"[5, 7, 75, 77, 78]","['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,390.1,411.0,"[5, 7, 74, 77, 78]",5|7|74|77|78,5,5,4,2,4,-2,40.0,100.0,3,10:00:00,3,08:06:00,33,42,35,46,Unknownx5,5,5|7|74|77|78,2:5|2:7|2:74|2:77|2:78,"[5, 7, 74, 77, 78]","['2:5', '2:7', '2:74', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,411.1,467.0,"[5, 74, 76, 77, 78]",5|74|76|77|78,7,7,7,8,3,5,114.28571428571429,42.857142857142854,3,08:06:00,3,05:43:00,35,46,43,49,Unknownx5,5,5|74|76|77|78,2:5|2:74|2:76|2:77|2:78,"[5, 74, 76, 77, 78]","['2:5', '2:74', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,467.1,487.0,"[5, 75, 76, 77, 78]",5|75|76|77|78,2,2,3,6,2,4,300.0,66.66666666666667,3,05:43:00,3,04:47:00,43,49,49,51,Unknownx5,5,5|75|76|77|78,2:5|2:75|2:76|2:77|2:78,"[5, 75, 76, 77, 78]","['2:5', '2:75', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,487.1,541.0,"[5, 6, 75, 76, 77]",5|6|75|76|77,10,10,9,6,7,-1,60.0,77.77777777777777,3,04:47:00,3,01:38:00,49,51,55,58,Unknownx5,5,5|6|75|76|77,2:5|2:6|2:75|2:76|2:77,"[5, 6, 75, 76, 77]","['2:5', '2:6', '2:75', '2:76', '2:77']","['D. Özdemiroglu', 'E. Kosut', 'K. Allman', 'M. Simonovic', 'J. Smith']",TÜRK TELEKOM
2,TÜRK TELEKOM,541.1,582.0,"[5, 7, 75, 77, 78]",5|7|75|77|78,7,7,7,0,7,-7,0.0,100.0,3,01:38:00,4,08:21:00,55,58,55,65,Unknownx5,5,5|7|75|77|78,2:5|2:7|2:75|2:77|2:78,"[5, 7, 75, 77, 78]","['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,582.1,593.0,"[7, 74, 75, 77, 78]",7|74|75|77|78,1,1,1,2,3,-1,200.0,300.0,4,08:21:00,4,07:53:00,55,65,57,68,Unknownx5,5,7|74|75|77|78,2:7|2:74|2:75|2:77|2:78,"[7, 74, 75, 77, 78]","['2:7', '2:74', '2:75', '2:77', '2:78']","['B. Durmaz', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,593.1,608.0,"[7, 8, 75, 77, 78]",7|8|75|77|78,1,1,1,2,3,-1,200.0,300.0,4,07:53:00,4,07:18:00,57,68,59,71,Unknownx5,5,7|8|75|77|78,2:7|2:8|2:75|2:77|2:78,"[7, 8, 75, 77, 78]","['2:7', '2:8', '2:75', '2:77', '2:78']","['B. Durmaz', 'Y. Gültekin', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,608.1,614.0,"[5, 7, 75, 77, 78]",5|7|75|77|78,0,0,0,0,0,0,,,4,07:18:00,4,07:01:00,59,71,59,71,Unknownx5,5,5|7|75|77|78,2:5|2:7|2:75|2:77|2:78,"[5, 7, 75, 77, 78]","['2:5', '2:7', '2:75', '2:77', '2:78']","['D. Özdemiroglu', 'B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,TÜRK TELEKOM,614.1,757.0,"[5, 75, 76, 77, 78]",5|75|76|77|78,20,20,20,13,6,7,65.0,30.0,4,07:01:00,4,00:00:00,59,71,72,77,Unknownx5,5,5|75|76|77|78,2:5|2:75|2:76|2:77|2:78,"[5, 75, 76, 77, 78]","['2:5', '2:75', '2:76', '2:77', '2:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
