team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,BURSASPOR BASKETBOL,1.0,97.0,"[102, 127, 133, 134, 135]",102|127|133|134|135,18,18,20,12,13,-1,66.66666666666667,65.0,1,10:00:00,1,03:23:00,0,0,12,13,Unknownx5,5,102|127|133|134|135,1:102|1:127|1:133|1:134|1:135,"[102, 127, 133, 134, 135]","['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,97.1,113.0,"[126, 127, 129, 135, 144]",126|127|129|135|144,2,2,2,1,3,-2,50.0,150.0,1,03:23:00,1,02:38:00,12,13,13,16,Unknownx5,5,126|127|129|135|144,1:126|1:127|1:129|1:135|1:144,"[126, 127, 129, 135, 144]","['1:126', '1:127', '1:129', '1:135', '1:144']","['B. Satir', 'L. Nnoko', 'B. Crawford', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,113.1,125.0,"[126, 129, 135, 136, 144]",126|129|135|136|144,2,2,1,0,2,-2,0.0,200.0,1,02:38:00,1,02:10:00,13,16,13,18,Unknownx5,5,126|129|135|136|144,1:126|1:129|1:135|1:136|1:144,"[126, 129, 135, 136, 144]","['1:126', '1:129', '1:135', '1:136', '1:144']","['B. Satir', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,125.1,172.0,"[4, 129, 134, 136, 144]",4|129|134|136|144,6,6,7,5,3,2,83.33333333333333,42.857142857142854,1,02:10:00,2,10:00:00,13,18,18,21,Unknownx5,5,4|129|134|136|144,1:4|1:129|1:134|1:136|1:144,"[4, 129, 134, 136, 144]","['1:4', '1:129', '1:134', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,172.1,209.0,"[4, 129, 133, 136, 144]",4|129|133|136|144,7,7,6,2,2,0,28.571428571428573,33.333333333333336,2,10:00:00,2,07:03:00,18,21,20,23,Unknownx5,5,4|129|133|136|144,1:4|1:129|1:133|1:136|1:144,"[4, 129, 133, 136, 144]","['1:4', '1:129', '1:133', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'B. Childress', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,209.1,221.0,"[102, 129, 133, 135, 136]",102|129|133|135|136,0,0,0,0,0,0,,,2,07:03:00,2,06:47:00,20,23,20,23,Unknownx5,5,102|129|133|135|136,1:102|1:129|1:133|1:135|1:136,"[102, 129, 133, 135, 136]","['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,221.1,244.0,"[102, 127, 129, 133, 135]",102|127|129|133|135,3,3,4,0,5,-5,0.0,125.0,2,06:47:00,2,05:48:00,20,23,20,28,Unknownx5,5,102|127|129|133|135,1:102|1:127|1:129|1:133|1:135,"[102, 127, 129, 133, 135]","['1:102', '1:127', '1:129', '1:133', '1:135']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,244.1,318.0,"[102, 127, 133, 135, 144]",102|127|133|135|144,13,13,13,8,8,0,61.53846153846154,61.53846153846154,2,05:48:00,2,01:30:00,20,28,28,36,Unknownx5,5,102|127|133|135|144,1:102|1:127|1:133|1:135|1:144,"[102, 127, 133, 135, 144]","['1:102', '1:127', '1:133', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,318.1,330.0,"[102, 133, 135, 136, 144]",102|133|135|136|144,1,1,1,2,0,2,200.0,0.0,2,01:30:00,2,01:21:00,28,36,30,36,Unknownx5,5,102|133|135|136|144,1:102|1:133|1:135|1:136|1:144,"[102, 133, 135, 136, 144]","['1:102', '1:133', '1:135', '1:136', '1:144']","['B. Akin', 'B. Childress', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,330.1,363.0,"[4, 133, 134, 136, 144]",4|133|134|136|144,5,5,5,7,2,5,140.0,40.0,2,01:21:00,3,10:00:00,30,36,37,38,Unknownx5,5,4|133|134|136|144,1:4|1:133|1:134|1:136|1:144,"[4, 133, 134, 136, 144]","['1:4', '1:133', '1:134', '1:136', '1:144']","['Y. Onar', 'B. Childress', 'V. King', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
