start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,66.0,1,10:00:00,1,04:47:00,1,BURSASPOR BASKETBOL,"[102, 127, 133, 134, 135]",102|127|133|134|135,Unknownx5,"['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2,BAHÇEŞEHİR KOLEJİ,"[1, 75, 76, 80, 81]",1|75|76|80|81,Unknownx5,"['2:1', '2:75', '2:76', '2:80', '2:81']","['I. Akpinar', 'T. Cavanaugh', 'C. Homesley', 'T. Williams', 'M. Flynn']",15,11,10,1,73.33333333333333,66.66666666666667,15,10,11,-1,66.66666666666667,73.33333333333333,0,0,12,9
66.1,93.0,1,04:47:00,1,03:23:00,1,BURSASPOR BASKETBOL,"[102, 127, 133, 134, 135]",102|127|133|134|135,Unknownx5,"['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2,BAHÇEŞEHİR KOLEJİ,"[64, 75, 76, 79, 81]",64|75|76|79|81,Unknownx5,"['2:64', '2:75', '2:76', '2:79', '2:81']","['F. Haltali', 'T. Cavanaugh', 'C. Homesley', 'H. Hale', 'M. Flynn']",3,1,3,-2,33.333333333333336,100.0,3,3,1,2,100.0,33.333333333333336,12,9,12,13
93.1,97.0,1,03:23:00,1,03:23:00,1,BURSASPOR BASKETBOL,"[102, 127, 133, 134, 135]",102|127|133|134|135,Unknownx5,"['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2,BAHÇEŞEHİR KOLEJİ,"[62, 64, 75, 77, 79]",62|64|75|77|79,Unknownx5,"['2:62', '2:64', '2:75', '2:77', '2:79']","['K. Sipahi', 'F. Haltali', 'T. Cavanaugh', 'M. Mitchell Ii', 'H. Hale']",0,0,0,0,,,0,0,0,0,,,12,13,12,13
97.1,113.0,1,03:23:00,1,02:38:00,1,BURSASPOR BASKETBOL,"[126, 127, 129, 135, 144]",126|127|129|135|144,Unknownx5,"['1:126', '1:127', '1:129', '1:135', '1:144']","['B. Satir', 'L. Nnoko', 'B. Crawford', 'A. Konontsuk', 'M. Parsons']",2,BAHÇEŞEHİR KOLEJİ,"[62, 64, 75, 77, 79]",62|64|75|77|79,Unknownx5,"['2:62', '2:64', '2:75', '2:77', '2:79']","['K. Sipahi', 'F. Haltali', 'T. Cavanaugh', 'M. Mitchell Ii', 'H. Hale']",1,1,3,-2,100.0,150.0,2,3,1,2,150.0,100.0,12,13,13,16
113.1,125.0,1,02:38:00,1,02:10:00,1,BURSASPOR BASKETBOL,"[126, 129, 135, 136, 144]",126|129|135|136|144,Unknownx5,"['1:126', '1:129', '1:135', '1:136', '1:144']","['B. Satir', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",2,BAHÇEŞEHİR KOLEJİ,"[62, 64, 75, 77, 79]",62|64|75|77|79,Unknownx5,"['2:62', '2:64', '2:75', '2:77', '2:79']","['K. Sipahi', 'F. Haltali', 'T. Cavanaugh', 'M. Mitchell Ii', 'H. Hale']",1,2,0,2,200.0,0.0,1,0,2,-2,0.0,200.0,13,16,13,18
125.1,149.0,1,02:10:00,1,00:47:20,1,BURSASPOR BASKETBOL,"[4, 129, 134, 136, 144]",4|129|134|136|144,Unknownx5,"['1:4', '1:129', '1:134', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",2,BAHÇEŞEHİR KOLEJİ,"[62, 64, 75, 77, 79]",62|64|75|77|79,Unknownx5,"['2:62', '2:64', '2:75', '2:77', '2:79']","['K. Sipahi', 'F. Haltali', 'T. Cavanaugh', 'M. Mitchell Ii', 'H. Hale']",3,4,3,1,133.33333333333334,150.0,2,3,4,-1,150.0,133.33333333333334,13,18,17,21
149.1,172.0,1,00:47:20,2,10:00:00,1,BURSASPOR BASKETBOL,"[4, 129, 134, 136, 144]",4|129|134|136|144,Unknownx5,"['1:4', '1:129', '1:134', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",2,BAHÇEŞEHİR KOLEJİ,"[3, 62, 77, 78, 79]",3|62|77|78|79,Unknownx5,"['2:3', '2:62', '2:77', '2:78', '2:79']","['G. Bas', 'K. Sipahi', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",3,0,1,-1,0.0,33.333333333333336,3,1,0,1,33.333333333333336,0.0,17,21,18,21
172.1,191.0,2,10:00:00,2,08:09:00,1,BURSASPOR BASKETBOL,"[4, 129, 133, 136, 144]",4|129|133|136|144,Unknownx5,"['1:4', '1:129', '1:133', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'B. Childress', 'J. Delaurier', 'M. Parsons']",2,BAHÇEŞEHİR KOLEJİ,"[3, 62, 77, 78, 79]",3|62|77|78|79,Unknownx5,"['2:3', '2:62', '2:77', '2:78', '2:79']","['G. Bas', 'K. Sipahi', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",3,2,0,2,66.66666666666667,0.0,4,0,2,-2,0.0,66.66666666666667,18,21,20,21
191.1,209.0,2,08:09:00,2,07:03:00,1,BURSASPOR BASKETBOL,"[4, 129, 133, 136, 144]",4|129|133|136|144,Unknownx5,"['1:4', '1:129', '1:133', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'B. Childress', 'J. Delaurier', 'M. Parsons']",2,BAHÇEŞEHİR KOLEJİ,"[62, 76, 77, 78, 79]",62|76|77|78|79,Unknownx5,"['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",2,2,0,2,100.0,0.0,2,0,2,-2,0.0,100.0,20,21,20,23
209.1,213.0,2,07:03:00,2,07:03:00,1,BURSASPOR BASKETBOL,"[102, 129, 133, 135, 136]",102|129|133|135|136,Unknownx5,"['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",2,BAHÇEŞEHİR KOLEJİ,"[62, 76, 77, 78, 79]",62|76|77|78|79,Unknownx5,"['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",0,0,0,0,,,0,0,0,0,,,20,23,20,23
213.1,221.0,2,07:03:00,2,06:47:00,1,BURSASPOR BASKETBOL,"[102, 129, 133, 135, 136]",102|129|133|135|136,Unknownx5,"['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",2,BAHÇEŞEHİR KOLEJİ,"[62, 76, 77, 80, 81]",62|76|77|80|81,Unknownx5,"['2:62', '2:76', '2:77', '2:80', '2:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",0,0,0,0,,,0,0,0,0,,,20,23,20,23
221.1,230.0,2,06:47:00,2,06:46:00,1,BURSASPOR BASKETBOL,"[102, 127, 129, 133, 135]",102|127|129|133|135,Unknownx5,"['1:102', '1:127', '1:129', '1:133', '1:135']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",2,BAHÇEŞEHİR KOLEJİ,"[62, 76, 77, 80, 81]",62|76|77|80|81,Unknownx5,"['2:62', '2:76', '2:77', '2:80', '2:81']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,20,23,20,24
