team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BURSASPOR BASKETBOL,1.0,97.0,"[102, 127, 133, 134, 135]",5,102|127|133|134|135,"['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",1:102|1:127|1:133|1:134|1:135,Unknownx5,1,10:00:00,1,03:23:00,0,0,12,13
1,BURSASPOR BASKETBOL,97.1,113.0,"[126, 127, 129, 135, 144]",5,126|127|129|135|144,"['1:126', '1:127', '1:129', '1:135', '1:144']","['B. Satir', 'L. Nnoko', 'B. Crawford', 'A. Konontsuk', 'M. Parsons']",1:126|1:127|1:129|1:135|1:144,Unknownx5,1,03:23:00,1,02:38:00,12,13,13,16
1,BURSASPOR BASKETBOL,113.1,125.0,"[126, 129, 135, 136, 144]",5,126|129|135|136|144,"['1:126', '1:129', '1:135', '1:136', '1:144']","['B. Satir', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",1:126|1:129|1:135|1:136|1:144,Unknownx5,1,02:38:00,1,02:10:00,13,16,13,18
1,BURSASPOR BASKETBOL,125.1,172.0,"[4, 129, 134, 136, 144]",5,4|129|134|136|144,"['1:4', '1:129', '1:134', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'V. King', 'J. Delaurier', 'M. Parsons']",1:4|1:129|1:134|1:136|1:144,Unknownx5,1,02:10:00,2,10:00:00,13,18,18,21
1,BURSASPOR BASKETBOL,172.1,209.0,"[4, 129, 133, 136, 144]",5,4|129|133|136|144,"['1:4', '1:129', '1:133', '1:136', '1:144']","['Y. Onar', 'B. Crawford', 'B. Childress', 'J. Delaurier', 'M. Parsons']",1:4|1:129|1:133|1:136|1:144,Unknownx5,2,10:00:00,2,07:03:00,18,21,20,23
1,BURSASPOR BASKETBOL,209.1,221.0,"[102, 129, 133, 135, 136]",5,102|129|133|135|136,"['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",1:102|1:129|1:133|1:135|1:136,Unknownx5,2,07:03:00,2,06:47:00,20,23,20,23
1,BURSASPOR BASKETBOL,221.1,244.0,"[102, 127, 129, 133, 135]",5,102|127|129|133|135,"['1:102', '1:127', '1:129', '1:133', '1:135']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'B. Childress', 'A. Konontsuk']",1:102|1:127|1:129|1:133|1:135,Unknownx5,2,06:47:00,2,05:48:00,20,23,20,28
1,BURSASPOR BASKETBOL,244.1,318.0,"[102, 127, 133, 135, 144]",5,102|127|133|135|144,"['1:102', '1:127', '1:133', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",1:102|1:127|1:133|1:135|1:144,Unknownx5,2,05:48:00,2,01:30:00,20,28,28,36
1,BURSASPOR BASKETBOL,318.1,330.0,"[102, 133, 135, 136, 144]",5,102|133|135|136|144,"['1:102', '1:133', '1:135', '1:136', '1:144']","['B. Akin', 'B. Childress', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",1:102|1:133|1:135|1:136|1:144,Unknownx5,2,01:30:00,2,01:21:00,28,36,30,36
1,BURSASPOR BASKETBOL,330.1,363.0,"[4, 133, 134, 136, 144]",5,4|133|134|136|144,"['1:4', '1:133', '1:134', '1:136', '1:144']","['Y. Onar', 'B. Childress', 'V. King', 'J. Delaurier', 'M. Parsons']",1:4|1:133|1:134|1:136|1:144,Unknownx5,2,01:21:00,3,10:00:00,30,36,37,38
1,BURSASPOR BASKETBOL,363.1,417.0,"[4, 127, 133, 134, 144]",5,4|127|133|134|144,"['1:4', '1:127', '1:133', '1:134', '1:144']","['Y. Onar', 'L. Nnoko', 'B. Childress', 'V. King', 'M. Parsons']",1:4|1:127|1:133|1:134|1:144,Unknownx5,3,10:00:00,3,06:49:00,37,38,41,41
1,BURSASPOR BASKETBOL,417.1,481.0,"[102, 127, 133, 135, 144]",5,102|127|133|135|144,"['1:102', '1:127', '1:133', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",1:102|1:127|1:133|1:135|1:144,Unknownx5,3,06:49:00,3,03:04:00,41,41,55,51
1,BURSASPOR BASKETBOL,481.1,508.0,"[102, 129, 135, 136, 144]",5,102|129|135|136|144,"['1:102', '1:129', '1:135', '1:136', '1:144']","['B. Akin', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",1:102|1:129|1:135|1:136|1:144,Unknownx5,3,03:04:00,3,01:20:00,55,51,55,51
1,BURSASPOR BASKETBOL,508.1,522.0,"[126, 129, 134, 135, 136]",5,126|129|134|135|136,"['1:126', '1:129', '1:134', '1:135', '1:136']","['B. Satir', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",1:126|1:129|1:134|1:135|1:136,Unknownx5,3,01:20:00,3,00:55:90,55,51,58,51
1,BURSASPOR BASKETBOL,522.1,555.0,"[126, 129, 133, 135, 136]",5,126|129|133|135|136,"['1:126', '1:129', '1:133', '1:135', '1:136']","['B. Satir', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",1:126|1:129|1:133|1:135|1:136,Unknownx5,3,00:55:90,4,09:12:00,58,51,62,55
1,BURSASPOR BASKETBOL,555.1,572.0,"[102, 129, 133, 135, 136]",5,102|129|133|135|136,"['1:102', '1:129', '1:133', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'B. Childress', 'A. Konontsuk', 'J. Delaurier']",1:102|1:129|1:133|1:135|1:136,Unknownx5,4,09:12:00,4,08:06:00,62,55,62,60
1,BURSASPOR BASKETBOL,572.1,594.0,"[102, 127, 133, 135, 144]",5,102|127|133|135|144,"['1:102', '1:127', '1:133', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",1:102|1:127|1:133|1:135|1:144,Unknownx5,4,08:06:00,4,07:11:00,62,60,62,60
