team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TOFAS,533.1,585.0,"[67, 88, 90, 92, 93]",5,67|88|90|92|93,"['1:67', '1:88', '1:90', '1:92', '1:93']","['Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'S. Whaley', 'J. Thomasson Jr']",1:67|1:88|1:90|1:92|1:93,Unknownx5,3,01:31:00,4,08:46:00,62,51,68,51
1,TOFAS,585.1,657.0,"[55, 67, 88, 90, 92]",5,55|67|88|90|92,"['1:55', '1:67', '1:88', '1:90', '1:92']","['T. Geçim', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'S. Whaley']",1:55|1:67|1:88|1:90|1:92,Unknownx5,4,08:46:00,4,04:43:00,68,51,81,56
1,TOFAS,657.1,700.0,"[55, 67, 90, 91, 92]",5,55|67|90|91|92,"['1:55', '1:67', '1:90', '1:91', '1:92']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",1:55|1:67|1:90|1:91|1:92,Unknownx5,4,04:43:00,4,01:38:00,81,56,88,65
1,TOFAS,700.1,728.0,"[57, 67, 90, 91, 92]",5,57|67|90|91|92,"['1:57', '1:67', '1:90', '1:91', '1:92']","['E. Postel', 'Ö. Cengiz', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",1:57|1:67|1:90|1:91|1:92,Unknownx5,4,01:38:00,4,00:00:00,88,65,91,70
2,ONVO BÜYÜKÇEKMECE BASKETBOL,1.0,63.0,"[5, 8, 10, 12, 13]",5,5|8|10|12|13,"['2:5', '2:8', '2:10', '2:12', '2:13']","['J. Lecque', 'Y. Özkan', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:5|2:8|2:10|2:12|2:13,Unknownx5,1,10:00:00,1,05:58:00,0,0,5,6
2,ONVO BÜYÜKÇEKMECE BASKETBOL,63.1,74.0,"[5, 6, 10, 12, 13]",5,5|6|10|12|13,"['2:5', '2:6', '2:10', '2:12', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:10|2:12|2:13,Unknownx5,1,05:58:00,1,05:13:00,5,6,5,8
2,ONVO BÜYÜKÇEKMECE BASKETBOL,74.1,83.0,"[5, 6, 10, 11, 13]",5,5|6|10|11|13,"['2:5', '2:6', '2:10', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:10|2:11|2:13,Unknownx5,1,05:13:00,1,04:57:00,5,8,5,8
2,ONVO BÜYÜKÇEKMECE BASKETBOL,83.1,123.0,"[6, 7, 10, 11, 13]",5,6|7|10|11|13,"['2:6', '2:7', '2:10', '2:11', '2:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:6|2:7|2:10|2:11|2:13,Unknownx5,1,04:57:00,1,02:16:00,5,8,11,13
2,ONVO BÜYÜKÇEKMECE BASKETBOL,123.1,160.0,"[5, 6, 7, 11, 13]",5,5|6|7|11|13,"['2:5', '2:6', '2:7', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:7|2:11|2:13,Unknownx5,1,02:16:00,1,00:20:30,11,13,13,19
2,ONVO BÜYÜKÇEKMECE BASKETBOL,160.1,179.0,"[5, 6, 7, 9, 11]",5,5|6|7|9|11,"['2:5', '2:6', '2:7', '2:9', '2:11']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'C. Turgut', 'M. Senli']",2:5|2:6|2:7|2:9|2:11,Unknownx5,1,00:20:30,2,10:00:00,13,19,15,22
2,ONVO BÜYÜKÇEKMECE BASKETBOL,179.1,246.0,"[5, 6, 9, 11, 13]",5,5|6|9|11|13,"['2:5', '2:6', '2:9', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:9|2:11|2:13,Unknownx5,2,10:00:00,2,06:51:00,15,22,20,28
2,ONVO BÜYÜKÇEKMECE BASKETBOL,246.1,307.0,"[5, 6, 7, 10, 12]",5,5|6|7|10|12,"['2:5', '2:6', '2:7', '2:10', '2:12']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo']",2:5|2:6|2:7|2:10|2:12,Unknownx5,2,06:51:00,2,04:27:00,20,28,22,28
2,ONVO BÜYÜKÇEKMECE BASKETBOL,307.1,345.0,"[5, 6, 7, 10, 11]",5,5|6|7|10|11,"['2:5', '2:6', '2:7', '2:10', '2:11']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli']",2:5|2:6|2:7|2:10|2:11,Unknownx5,2,04:27:00,2,03:03:00,22,28,24,37
2,ONVO BÜYÜKÇEKMECE BASKETBOL,345.1,371.0,"[5, 7, 10, 12, 13]",5,5|7|10|12|13,"['2:5', '2:7', '2:10', '2:12', '2:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:5|2:7|2:10|2:12|2:13,Unknownx5,2,03:03:00,2,01:17:00,24,37,27,42
2,ONVO BÜYÜKÇEKMECE BASKETBOL,371.1,385.0,"[5, 6, 10, 12, 13]",5,5|6|10|12|13,"['2:5', '2:6', '2:10', '2:12', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:10|2:12|2:13,Unknownx5,2,01:17:00,2,00:11:50,27,42,30,46
2,ONVO BÜYÜKÇEKMECE BASKETBOL,385.1,394.0,"[6, 9, 10, 12, 13]",5,6|9|10|12|13,"['2:6', '2:9', '2:10', '2:12', '2:13']","['J. Johnson', 'C. Turgut', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:6|2:9|2:10|2:12|2:13,Unknownx5,2,00:11:50,3,10:00:00,30,46,30,46
2,ONVO BÜYÜKÇEKMECE BASKETBOL,394.1,431.0,"[5, 6, 10, 11, 13]",5,5|6|10|11|13,"['2:5', '2:6', '2:10', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:10|2:11|2:13,Unknownx5,3,10:00:00,3,06:58:00,30,46,37,56
2,ONVO BÜYÜKÇEKMECE BASKETBOL,431.1,453.0,"[5, 7, 10, 11, 13]",5,5|7|10|11|13,"['2:5', '2:7', '2:10', '2:11', '2:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:5|2:7|2:10|2:11|2:13,Unknownx5,3,06:58:00,3,05:40:00,37,56,37,58
2,ONVO BÜYÜKÇEKMECE BASKETBOL,453.1,560.0,"[5, 7, 10, 12, 13]",5,5|7|10|12|13,"['2:5', '2:7', '2:10', '2:12', '2:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:5|2:7|2:10|2:12|2:13,Unknownx5,3,05:40:00,4,09:41:00,37,58,51,67
2,ONVO BÜYÜKÇEKMECE BASKETBOL,560.1,619.0,"[5, 6, 10, 11, 13]",5,5|6|10|11|13,"['2:5', '2:6', '2:10', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:5|2:6|2:10|2:11|2:13,Unknownx5,4,09:41:00,4,07:06:00,51,67,53,73
2,ONVO BÜYÜKÇEKMECE BASKETBOL,619.1,659.0,"[6, 8, 9, 11, 13]",5,6|8|9|11|13,"['2:6', '2:8', '2:9', '2:11', '2:13']","['J. Johnson', 'Y. Özkan', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:6|2:8|2:9|2:11|2:13,Unknownx5,4,07:06:00,4,04:43:00,53,73,56,81
2,ONVO BÜYÜKÇEKMECE BASKETBOL,659.1,666.0,"[6, 7, 8, 11, 13]",5,6|7|8|11|13,"['2:6', '2:7', '2:8', '2:11', '2:13']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Senli', 'K. Van Der Vuurst De Vries']",2:6|2:7|2:8|2:11|2:13,Unknownx5,4,04:43:00,4,04:37:00,56,81,56,81
2,ONVO BÜYÜKÇEKMECE BASKETBOL,666.1,702.0,"[6, 7, 8, 12, 13]",5,6|7|8|12|13,"['2:6', '2:7', '2:8', '2:12', '2:13']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",2:6|2:7|2:8|2:12|2:13,Unknownx5,4,04:37:00,4,01:38:00,56,81,65,88
2,ONVO BÜYÜKÇEKMECE BASKETBOL,702.1,728.0,"[6, 7, 8, 10, 13]",5,6|7|8|10|13,"['2:6', '2:7', '2:8', '2:10', '2:13']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Türen', 'K. Van Der Vuurst De Vries']",2:6|2:7|2:8|2:10|2:13,Unknownx5,4,01:38:00,4,00:00:00,65,88,70,91
