team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,TOFAS,TOF,67,Ö. Cengiz,Özgür,Cengiz,1,0,,1,,,18:57,3,6,50,2,4,50,1,2,50,0,0,0,2,1,3,4,2,0,1,0,3,2,8,0,2,11,0,Ö. Cengiz,1:67
1,TOFAS,TOF,89,A. Perez,Alex Daniel,Perez,2,1,,0,,,21:03,1,4,25,1,3,33,0,1,0,2,2,100,1,0,1,3,1,1,0,0,0,1,5,0,2,10,0,A. Perez,1:89
1,TOFAS,TOF,66,Y. Saybir,Yigitcan,Saybir,3,1,,0,,,21:03,5,10,50,0,2,0,5,8,62,2,2,100,0,3,3,1,2,1,1,1,1,3,12,2,4,10,10,Y. Saybir,1:66
1,TOFAS,TOF,92,S. Whaley,Shaqwan Malic,Whaley,5,0,,1,,,18:57,2,7,28,2,5,40,0,2,0,0,0,0,4,0,4,2,3,0,1,0,0,1,6,0,0,11,0,S. Whaley,1:92
1,TOFAS,TOF,57,E. Postel,Efe Evan,Postel,6,0,,1,,,1:38,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,E. Postel,1:57
1,TOFAS,TOF,55,T. Geçim,Tolga,Geçim,8,0,1.0,0,,,14:31,1,2,50,1,2,50,0,0,0,0,0,0,4,0,4,5,1,1,0,0,1,2,3,0,0,10,0,T. Geçim,1:55
1,TOFAS,TOF,65,C. Küçüközkan,Cem,Küçüközkan,12,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Küçüközkan,1:65
1,TOFAS,TOF,94,W. Kidd Jr,Warren Lynn,Kidd Jr,15,0,,0,,,8:41,4,7,57,0,0,0,4,7,57,0,0,0,1,3,4,0,2,0,0,0,5,1,8,4,0,-8,8,W. Kidd Jr,1:94
1,TOFAS,TOF,91,M. Lewis Iii,Maxwell Robert ,Lewis Iii,21,1,,1,,,20:55,3,6,50,3,4,75,0,2,0,2,2,100,1,1,2,0,1,2,1,0,1,1,11,0,5,12,0,M. Lewis Iii,1:91
1,TOFAS,TOF,88,M. Blazevic,Marek,Blazevic,22,1,,0,,,26:36,8,10,80,0,0,0,8,10,80,1,2,50,4,2,6,3,3,2,1,0,2,2,17,0,3,33,14,M. Blazevic,1:88
1,TOFAS,TOF,90,H. Besson,Hugo Eric,Besson,25,0,,1,,,22:27,5,7,71,1,2,50,4,5,80,0,0,0,4,1,5,3,3,2,0,0,1,2,11,3,2,7,8,H. Besson,1:90
1,TOFAS,TOF,93,J. Thomasson Jr,Joseph Elliotte,Thomasson Jr,32,1,,0,,,25:12,4,7,57,2,4,50,2,3,66,0,0,0,5,0,5,5,0,0,1,0,1,0,10,3,0,11,2,J. Thomasson Jr,1:93
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,5,J. Lecque,Jalen Evander,Lecque,0,1,,0,,,30:01,7,19,36,2,4,50,5,15,33,4,4,100,3,3,6,0,3,0,0,1,2,2,20,7,4,-21,8,J. Lecque,2:5
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,13,K. Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,1,1,,1,,,35:52,3,11,27,3,7,42,0,4,0,0,0,0,3,3,6,8,5,0,0,1,3,2,9,3,0,-15,0,K. Van Der Vuurst De Vries,2:13
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,8,Y. Özkan,Yigit,Özkan,2,1,,1,,,11:08,2,4,50,1,2,50,1,2,50,0,0,0,1,1,2,1,1,1,0,1,2,1,5,0,2,-2,2,Y. Özkan,2:8
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,10,M. Türen,Metin,Türen,7,1,,1,,,29:07,0,2,0,0,2,0,0,0,0,2,2,100,5,2,7,2,0,1,0,0,3,4,2,2,0,-12,0,M. Türen,2:10
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,14,A. Varli,Aybars,Varli,8,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Varli,2:14
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,7,S. Pipes Jr,Shawn Oneal,Pipes Jr,11,0,,1,,,22:31,6,11,54,3,6,50,3,5,60,0,0,0,0,0,0,3,4,1,0,2,2,1,15,0,0,-4,4,S. Pipes Jr,2:7
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,41,H. Senol,Halil Ertugrul,Senol,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H. Senol,2:41
2,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,9,C. Turgut,Can Kaan,Turgut,23,0,,0,,,6:04,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,C. Turgut,2:9
