team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TOFAS,533.1,585.0,"[67, 88, 90, 92, 93]",67|88|90|92|93,9,9,9,6,0,6,66.66666666666667,0.0,3,01:31:00,4,08:46:00,62,51,68,51,Unknownx5,5,67|88|90|92|93,1:67|1:88|1:90|1:92|1:93,"[67, 88, 90, 92, 93]","['1:67', '1:88', '1:90', '1:92', '1:93']","['Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'S. Whaley', 'J. Thomasson Jr']",TOFAS
1,TOFAS,585.1,657.0,"[55, 67, 88, 90, 92]",55|67|88|90|92,10,10,10,13,5,8,130.0,50.0,4,08:46:00,4,04:43:00,68,51,81,56,Unknownx5,5,55|67|88|90|92,1:55|1:67|1:88|1:90|1:92,"[55, 67, 88, 90, 92]","['1:55', '1:67', '1:88', '1:90', '1:92']","['T. Geçim', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'S. Whaley']",TOFAS
1,TOFAS,657.1,700.0,"[55, 67, 90, 91, 92]",55|67|90|91|92,7,7,8,7,9,-2,100.0,112.5,4,04:43:00,4,01:38:00,81,56,88,65,Unknownx5,5,55|67|90|91|92,1:55|1:67|1:90|1:91|1:92,"[55, 67, 90, 91, 92]","['1:55', '1:67', '1:90', '1:91', '1:92']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",TOFAS
1,TOFAS,700.1,728.0,"[57, 67, 90, 91, 92]",57|67|90|91|92,5,5,5,3,5,-2,60.0,100.0,4,01:38:00,4,00:00:00,88,65,91,70,Unknownx5,5,57|67|90|91|92,1:57|1:67|1:90|1:91|1:92,"[57, 67, 90, 91, 92]","['1:57', '1:67', '1:90', '1:91', '1:92']","['E. Postel', 'Ö. Cengiz', 'H. Besson', 'M. Lewis Iii', 'S. Whaley']",TOFAS
2,ONVO BÜYÜKÇEKMECE BASKETBOL,1.0,63.0,"[5, 8, 10, 12, 13]",5|8|10|12|13,11,11,12,5,6,-1,45.45454545454545,50.0,1,10:00:00,1,05:58:00,0,0,5,6,Unknownx5,5,5|8|10|12|13,2:5|2:8|2:10|2:12|2:13,"[5, 8, 10, 12, 13]","['2:5', '2:8', '2:10', '2:12', '2:13']","['J. Lecque', 'Y. Özkan', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,63.1,74.0,"[5, 6, 10, 12, 13]",5|6|10|12|13,1,1,2,0,2,-2,0.0,100.0,1,05:58:00,1,05:13:00,5,6,5,8,Unknownx5,5,5|6|10|12|13,2:5|2:6|2:10|2:12|2:13,"[5, 6, 10, 12, 13]","['2:5', '2:6', '2:10', '2:12', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,74.1,83.0,"[5, 6, 10, 11, 13]",5|6|10|11|13,2,2,2,0,0,0,0.0,0.0,1,05:13:00,1,04:57:00,5,8,5,8,Unknownx5,5,5|6|10|11|13,2:5|2:6|2:10|2:11|2:13,"[5, 6, 10, 11, 13]","['2:5', '2:6', '2:10', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,83.1,123.0,"[6, 7, 10, 11, 13]",6|7|10|11|13,9,9,8,6,5,1,66.66666666666667,62.5,1,04:57:00,1,02:16:00,5,8,11,13,Unknownx5,5,6|7|10|11|13,2:6|2:7|2:10|2:11|2:13,"[6, 7, 10, 11, 13]","['2:6', '2:7', '2:10', '2:11', '2:13']","['J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,123.1,160.0,"[5, 6, 7, 11, 13]",5|6|7|11|13,3,3,4,2,6,-4,66.66666666666667,150.0,1,02:16:00,1,00:20:30,11,13,13,19,Unknownx5,5,5|6|7|11|13,2:5|2:6|2:7|2:11|2:13,"[5, 6, 7, 11, 13]","['2:5', '2:6', '2:7', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,160.1,179.0,"[5, 6, 7, 9, 11]",5|6|7|9|11,2,2,1,2,3,-1,100.0,300.0,1,00:20:30,2,10:00:00,13,19,15,22,Unknownx5,5,5|6|7|9|11,2:5|2:6|2:7|2:9|2:11,"[5, 6, 7, 9, 11]","['2:5', '2:6', '2:7', '2:9', '2:11']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'C. Turgut', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,179.1,246.0,"[5, 6, 9, 11, 13]",5|6|9|11|13,9,9,9,5,6,-1,55.55555555555556,66.66666666666667,2,10:00:00,2,06:51:00,15,22,20,28,Unknownx5,5,5|6|9|11|13,2:5|2:6|2:9|2:11|2:13,"[5, 6, 9, 11, 13]","['2:5', '2:6', '2:9', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,246.1,307.0,"[5, 6, 7, 10, 12]",5|6|7|10|12,8,8,8,2,0,2,25.0,0.0,2,06:51:00,2,04:27:00,20,28,22,28,Unknownx5,5,5|6|7|10|12,2:5|2:6|2:7|2:10|2:12,"[5, 6, 7, 10, 12]","['2:5', '2:6', '2:7', '2:10', '2:12']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,307.1,345.0,"[5, 6, 7, 10, 11]",5|6|7|10|11,7,7,7,2,9,-7,28.571428571428573,128.57142857142858,2,04:27:00,2,03:03:00,22,28,24,37,Unknownx5,5,5|6|7|10|11,2:5|2:6|2:7|2:10|2:11,"[5, 6, 7, 10, 11]","['2:5', '2:6', '2:7', '2:10', '2:11']","['J. Lecque', 'J. Johnson', 'S. Pipes Jr', 'M. Türen', 'M. Senli']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,345.1,371.0,"[5, 7, 10, 12, 13]",5|7|10|12|13,3,3,4,3,5,-2,100.0,125.0,2,03:03:00,2,01:17:00,24,37,27,42,Unknownx5,5,5|7|10|12|13,2:5|2:7|2:10|2:12|2:13,"[5, 7, 10, 12, 13]","['2:5', '2:7', '2:10', '2:12', '2:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,371.1,385.0,"[5, 6, 10, 12, 13]",5|6|10|12|13,3,3,3,3,4,-1,100.0,133.33333333333334,2,01:17:00,2,00:11:50,27,42,30,46,Unknownx5,5,5|6|10|12|13,2:5|2:6|2:10|2:12|2:13,"[5, 6, 10, 12, 13]","['2:5', '2:6', '2:10', '2:12', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,385.1,394.0,"[6, 9, 10, 12, 13]",6|9|10|12|13,0,0,0,0,0,0,,,2,00:11:50,3,10:00:00,30,46,30,46,Unknownx5,5,6|9|10|12|13,2:6|2:9|2:10|2:12|2:13,"[6, 9, 10, 12, 13]","['2:6', '2:9', '2:10', '2:12', '2:13']","['J. Johnson', 'C. Turgut', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,394.1,431.0,"[5, 6, 10, 11, 13]",5|6|10|11|13,6,6,5,7,10,-3,116.66666666666667,200.0,3,10:00:00,3,06:58:00,30,46,37,56,Unknownx5,5,5|6|10|11|13,2:5|2:6|2:10|2:11|2:13,"[5, 6, 10, 11, 13]","['2:5', '2:6', '2:10', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,431.1,453.0,"[5, 7, 10, 11, 13]",5|7|10|11|13,2,2,3,0,2,-2,0.0,66.66666666666667,3,06:58:00,3,05:40:00,37,56,37,58,Unknownx5,5,5|7|10|11|13,2:5|2:7|2:10|2:11|2:13,"[5, 7, 10, 11, 13]","['2:5', '2:7', '2:10', '2:11', '2:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,453.1,560.0,"[5, 7, 10, 12, 13]",5|7|10|12|13,18,18,17,14,9,5,77.77777777777777,52.94117647058823,3,05:40:00,4,09:41:00,37,58,51,67,Unknownx5,5,5|7|10|12|13,2:5|2:7|2:10|2:12|2:13,"[5, 7, 10, 12, 13]","['2:5', '2:7', '2:10', '2:12', '2:13']","['J. Lecque', 'S. Pipes Jr', 'M. Türen', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,560.1,619.0,"[5, 6, 10, 11, 13]",5|6|10|11|13,9,9,9,2,6,-4,22.22222222222222,66.66666666666667,4,09:41:00,4,07:06:00,51,67,53,73,Unknownx5,5,5|6|10|11|13,2:5|2:6|2:10|2:11|2:13,"[5, 6, 10, 11, 13]","['2:5', '2:6', '2:10', '2:11', '2:13']","['J. Lecque', 'J. Johnson', 'M. Türen', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,619.1,659.0,"[6, 8, 9, 11, 13]",6|8|9|11|13,6,6,7,3,8,-5,50.0,114.28571428571429,4,07:06:00,4,04:43:00,53,73,56,81,Unknownx5,5,6|8|9|11|13,2:6|2:8|2:9|2:11|2:13,"[6, 8, 9, 11, 13]","['2:6', '2:8', '2:9', '2:11', '2:13']","['J. Johnson', 'Y. Özkan', 'C. Turgut', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,659.1,666.0,"[6, 7, 8, 11, 13]",6|7|8|11|13,1,1,1,0,0,0,0.0,0.0,4,04:43:00,4,04:37:00,56,81,56,81,Unknownx5,5,6|7|8|11|13,2:6|2:7|2:8|2:11|2:13,"[6, 7, 8, 11, 13]","['2:6', '2:7', '2:8', '2:11', '2:13']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Senli', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,666.1,702.0,"[6, 7, 8, 12, 13]",6|7|8|12|13,7,7,6,9,7,2,128.57142857142858,116.66666666666667,4,04:37:00,4,01:38:00,56,81,65,88,Unknownx5,5,6|7|8|12|13,2:6|2:7|2:8|2:12|2:13,"[6, 7, 8, 12, 13]","['2:6', '2:7', '2:8', '2:12', '2:13']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'A. Bandaogo', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
2,ONVO BÜYÜKÇEKMECE BASKETBOL,702.1,728.0,"[6, 7, 8, 10, 13]",6|7|8|10|13,5,5,5,5,3,2,100.0,60.0,4,01:38:00,4,00:00:00,65,88,70,91,Unknownx5,5,6|7|8|10|13,2:6|2:7|2:8|2:10|2:13,"[6, 7, 8, 10, 13]","['2:6', '2:7', '2:8', '2:10', '2:13']","['J. Johnson', 'S. Pipes Jr', 'Y. Özkan', 'M. Türen', 'K. Van Der Vuurst De Vries']",ONVO BÜYÜKÇEKMECE BASKETBOL
