team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,GLINT MANISA BASKET,1.0,81.0,"[24, 28, 30, 31, 33]",24|28|30|31|33,13,13,13,15,14,1,115.38461538461539,107.6923076923077,1,10:00:00,1,04:44:00,0,0,15,14,Unknownx5,5,24|28|30|31|33,1:24|1:28|1:30|1:31|1:33,"[24, 28, 30, 31, 33]","['1:24', '1:28', '1:30', '1:31', '1:33']","['Y. Onan', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,81.1,93.0,"[24, 29, 30, 31, 33]",24|29|30|31|33,1,1,1,0,0,0,0.0,0.0,1,04:44:00,1,04:18:00,15,14,15,14,Unknownx5,5,24|29|30|31|33,1:24|1:29|1:30|1:31|1:33,"[24, 29, 30, 31, 33]","['1:24', '1:29', '1:30', '1:31', '1:33']","['Y. Onan', 'E. Mobley', 'J. Cardoso Pereira', 'D. Smith', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,93.1,115.0,"[24, 29, 30, 33, 34]",24|29|30|33|34,4,4,5,2,4,-2,50.0,80.0,1,04:18:00,1,03:03:00,15,14,17,18,Unknownx5,5,24|29|30|33|34,1:24|1:29|1:30|1:33|1:34,"[24, 29, 30, 33, 34]","['1:24', '1:29', '1:30', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'J. Cardoso Pereira', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,115.1,133.0,"[22, 24, 29, 33, 34]",22|24|29|33|34,3,3,2,2,0,2,66.66666666666667,0.0,1,03:03:00,1,02:29:00,17,18,19,18,Unknownx5,5,22|24|29|33|34,1:22|1:24|1:29|1:33|1:34,"[22, 24, 29, 33, 34]","['1:22', '1:24', '1:29', '1:33', '1:34']","['B. Çal', 'Y. Onan', 'E. Mobley', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,133.1,171.0,"[16, 22, 29, 33, 34]",16|22|29|33|34,6,6,7,2,6,-4,33.333333333333336,85.71428571428571,1,02:29:00,1,00:05:90,19,18,21,24,Unknownx5,5,16|22|29|33|34,1:16|1:22|1:29|1:33|1:34,"[16, 22, 29, 33, 34]","['1:16', '1:22', '1:29', '1:33', '1:34']","['A. Çamoglu', 'B. Çal', 'E. Mobley', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,171.1,182.0,"[16, 22, 24, 31, 34]",16|22|24|31|34,1,1,1,2,0,2,200.0,0.0,1,00:05:90,2,10:00:00,21,24,23,24,Unknownx5,5,16|22|24|31|34,1:16|1:22|1:24|1:31|1:34,"[16, 22, 24, 31, 34]","['1:16', '1:22', '1:24', '1:31', '1:34']","['A. Çamoglu', 'B. Çal', 'Y. Onan', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,182.1,244.0,"[16, 22, 28, 31, 34]",16|22|28|31|34,7,7,7,7,5,2,100.0,71.42857142857143,2,10:00:00,2,06:28:00,23,24,30,29,Unknownx5,5,16|22|28|31|34,1:16|1:22|1:28|1:31|1:34,"[16, 22, 28, 31, 34]","['1:16', '1:22', '1:28', '1:31', '1:34']","['A. Çamoglu', 'B. Çal', 'J. Johnson', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,244.1,264.0,"[16, 24, 28, 31, 34]",16|24|28|31|34,3,3,2,3,3,0,100.0,150.0,2,06:28:00,2,05:31:00,30,29,33,32,Unknownx5,5,16|24|28|31|34,1:16|1:24|1:28|1:31|1:34,"[16, 24, 28, 31, 34]","['1:16', '1:24', '1:28', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,264.1,299.0,"[16, 24, 28, 31, 33]",16|24|28|31|33,5,5,6,0,3,-3,0.0,50.0,2,05:31:00,2,03:48:00,33,32,33,35,Unknownx5,5,16|24|28|31|33,1:16|1:24|1:28|1:31|1:33,"[16, 24, 28, 31, 33]","['1:16', '1:24', '1:28', '1:31', '1:33']","['A. Çamoglu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,299.1,337.0,"[16, 24, 28, 31, 34]",16|24|28|31|34,9,9,9,10,10,0,111.11111111111111,111.11111111111111,2,03:48:00,2,00:27:20,33,35,43,45,Unknownx5,5,16|24|28|31|34,1:16|1:24|1:28|1:31|1:34,"[16, 24, 28, 31, 34]","['1:16', '1:24', '1:28', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,337.1,348.0,"[16, 24, 30, 31, 34]",16|24|30|31|34,2,2,1,0,0,0,0.0,0.0,2,00:27:20,3,10:00:00,43,45,43,45,Unknownx5,5,16|24|30|31|34,1:16|1:24|1:30|1:31|1:34,"[16, 24, 30, 31, 34]","['1:16', '1:24', '1:30', '1:31', '1:34']","['A. Çamoglu', 'Y. Onan', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,348.1,416.0,"[24, 29, 30, 31, 33]",24|29|30|31|33,11,11,12,3,6,-3,27.272727272727273,50.0,3,10:00:00,3,05:42:00,43,45,46,51,Unknownx5,5,24|29|30|31|33,1:24|1:29|1:30|1:31|1:33,"[24, 29, 30, 31, 33]","['1:24', '1:29', '1:30', '1:31', '1:33']","['Y. Onan', 'E. Mobley', 'J. Cardoso Pereira', 'D. Smith', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,416.1,462.0,"[24, 29, 30, 33, 34]",24|29|30|33|34,7,7,7,5,5,0,71.42857142857143,71.42857142857143,3,05:42:00,3,03:13:00,46,51,51,56,Unknownx5,5,24|29|30|33|34,1:24|1:29|1:30|1:33|1:34,"[24, 29, 30, 33, 34]","['1:24', '1:29', '1:30', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'J. Cardoso Pereira', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,462.1,498.0,"[24, 29, 30, 31, 34]",24|29|30|31|34,7,7,6,9,5,4,128.57142857142858,83.33333333333333,3,03:13:00,3,01:02:00,51,56,60,61,Unknownx5,5,24|29|30|31|34,1:24|1:29|1:30|1:31|1:34,"[24, 29, 30, 31, 34]","['1:24', '1:29', '1:30', '1:31', '1:34']","['Y. Onan', 'E. Mobley', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,498.1,520.0,"[16, 28, 30, 31, 34]",16|28|30|31|34,2,2,3,3,0,3,150.0,0.0,3,01:02:00,3,00:10:10,60,61,63,61,Unknownx5,5,16|28|30|31|34,1:16|1:28|1:30|1:31|1:34,"[16, 28, 30, 31, 34]","['1:16', '1:28', '1:30', '1:31', '1:34']","['A. Çamoglu', 'J. Johnson', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,520.1,527.0,"[16, 22, 30, 31, 34]",16|22|30|31|34,1,1,1,0,0,0,0.0,0.0,3,00:10:10,4,10:00:00,63,61,63,61,Unknownx5,5,16|22|30|31|34,1:16|1:22|1:30|1:31|1:34,"[16, 22, 30, 31, 34]","['1:16', '1:22', '1:30', '1:31', '1:34']","['A. Çamoglu', 'B. Çal', 'J. Cardoso Pereira', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,527.1,563.0,"[16, 22, 28, 31, 34]",16|22|28|31|34,6,6,5,3,2,1,50.0,40.0,4,10:00:00,4,07:50:00,63,61,66,63,Unknownx5,5,16|22|28|31|34,1:16|1:22|1:28|1:31|1:34,"[16, 22, 28, 31, 34]","['1:16', '1:22', '1:28', '1:31', '1:34']","['A. Çamoglu', 'B. Çal', 'J. Johnson', 'D. Smith', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,563.1,610.0,"[24, 28, 31, 33, 34]",24|28|31|33|34,8,8,8,5,0,5,62.5,0.0,4,07:50:00,4,05:22:00,66,63,71,63,Unknownx5,5,24|28|31|33|34,1:24|1:28|1:31|1:33|1:34,"[24, 28, 31, 33, 34]","['1:24', '1:28', '1:31', '1:33', '1:34']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
