team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,GLINT MANISA BASKET,MNS,31,D. Smith,Dayshon Hassan,Smith,2,1,1.0,1,,,33:19,6,15,40,4,10,40,2,5,40,8,10,80,5,0,5,6,4,2,0,0,1,6,24,0,5,13,4,D. Smith,1:31
1,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,Batu,Eryurtlu,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Eryurtlu,1:23
1,GLINT MANISA BASKET,MNS,24,Y. Onan,Yigit,Onan,7,1,,1,,,30:53,4,10,40,0,3,0,4,7,57,5,6,83,2,3,5,2,0,0,0,0,2,5,13,5,3,7,8,Y. Onan,1:24
1,GLINT MANISA BASKET,MNS,15,I. Yilmaz,Ibrahim Ethem,Yilmaz,9,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I. Yilmaz,1:15
1,GLINT MANISA BASKET,MNS,33,J. Mintz,Judah Jah Leone,Mintz,10,1,,1,,,26:14,2,4,50,0,1,0,2,3,66,7,7,100,2,0,2,2,1,2,0,0,4,5,11,0,4,-3,4,J. Mintz,1:33
1,GLINT MANISA BASKET,MNS,22,B. Çal,Bugra,Çal,11,0,,0,,,8:55,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,1,0,0,0,3,0,B. Çal,1:22
1,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,Mustafa Faruk,Yerkazanoglu,12,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Yerkazanoglu,1:27
1,GLINT MANISA BASKET,MNS,34,K. Zemaitis,Kristupas,Zemaitis,13,0,,1,,,25:51,3,9,33,2,7,28,1,2,50,2,2,100,2,1,3,3,1,1,0,0,0,1,10,2,3,12,2,K. Zemaitis,1:34
1,GLINT MANISA BASKET,MNS,29,E. Mobley,Eric Isaiah,Mobley,15,0,,0,,,18:17,4,6,66,2,4,50,2,2,100,4,4,100,3,1,4,0,2,0,2,0,4,3,14,2,0,0,4,E. Mobley,1:29
1,GLINT MANISA BASKET,MNS,16,A. Çamoglu,Altan,Çamoglu,21,0,,0,,,18:07,1,4,25,0,3,0,1,1,100,3,4,75,1,1,2,1,0,0,0,0,3,3,5,2,3,3,2,A. Çamoglu,1:16
1,GLINT MANISA BASKET,MNS,28,J. Johnson,Jayce Ryback,Johnson,34,1,,0,,,20:19,3,9,33,0,0,0,3,9,33,3,4,75,5,7,12,1,0,2,1,0,4,2,9,4,0,9,6,J. Johnson,1:28
1,GLINT MANISA BASKET,MNS,30,J. Cardoso Pereira,Joao Marcello,Cardoso Pereira,45,1,,1,,,18:05,1,4,25,0,3,0,1,1,100,0,0,0,3,0,3,2,0,0,1,0,1,0,2,0,2,1,2,J. Cardoso Pereira,1:30
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,YMB,3,E. Tanisan,Emre,Tanisan,0,0,,0,,,10:36,1,2,50,1,1,100,0,1,0,0,2,0,4,3,7,0,2,0,0,0,2,2,3,0,0,0,0,E. Tanisan,2:3
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,YMB,11,S. Griffin,Samuel Gevaris,Griffin,1,0,,1,,,27:17,5,14,35,1,3,33,4,11,36,5,5,100,2,0,2,5,1,0,0,0,3,5,16,0,2,-9,8,S. Griffin,2:11
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,YMB,21,K. Smith Jr,Kenneth Jerome,Smith Jr,4,1,,1,,,31:15,3,6,50,2,5,40,1,1,100,3,4,75,3,0,3,2,1,1,0,0,2,3,11,0,2,-11,2,K. Smith Jr,2:21
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,YMB,8,H. Vanwijn,Hans,Vanwijn,10,1,,1,,,29:21,6,11,54,1,2,50,5,9,55,3,3,100,2,7,9,5,1,0,0,1,4,2,16,4,0,-5,10,H. Vanwijn,2:8
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,YMB,7,Ö. Ilyasoglu,Ömer Can,Ilyasoglu,13,0,,1,,,14:56,3,6,50,1,3,33,2,3,66,0,0,0,0,0,0,0,1,1,0,1,2,0,7,3,0,-9,4,Ö. Ilyasoglu,2:7
