team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TÜRK TELEKOM,361.1,399.0,"[5, 74, 76, 77, 87]",5,5|74|76|77|87,"['1:5', '1:74', '1:76', '1:77', '1:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",1:5|1:74|1:76|1:77|1:87,Unknownx5,3,10:00:00,3,07:59:00,46,40,48,47
1,TÜRK TELEKOM,399.1,425.0,"[5, 74, 76, 80, 87]",5,5|74|76|80|87,"['1:5', '1:74', '1:76', '1:80', '1:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'M. Devoe', 'K. Alexander']",1:5|1:74|1:76|1:80|1:87,Unknownx5,3,07:59:00,3,06:02:00,48,47,49,54
1,TÜRK TELEKOM,425.1,464.0,"[5, 75, 76, 77, 78]",5,5|75|76|77|78,"['1:5', '1:75', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",1:5|1:75|1:76|1:77|1:78,Unknownx5,3,06:02:00,3,04:29:00,49,54,55,58
1,TÜRK TELEKOM,464.1,482.0,"[5, 75, 77, 78, 87]",5,5|75|77|78|87,"['1:5', '1:75', '1:77', '1:78', '1:87']","['D. Özdemiroglu', 'K. Allman', 'J. Smith', 'K. Bankston', 'K. Alexander']",1:5|1:75|1:77|1:78|1:87,Unknownx5,3,04:29:00,3,03:58:00,55,58,58,60
1,TÜRK TELEKOM,482.1,516.0,"[5, 77, 78, 80, 87]",5,5|77|78|80|87,"['1:5', '1:77', '1:78', '1:80', '1:87']","['D. Özdemiroglu', 'J. Smith', 'K. Bankston', 'M. Devoe', 'K. Alexander']",1:5|1:77|1:78|1:80|1:87,Unknownx5,3,03:58:00,3,02:08:00,58,60,60,63
1,TÜRK TELEKOM,516.1,552.0,"[5, 76, 77, 80, 87]",5,5|76|77|80|87,"['1:5', '1:76', '1:77', '1:80', '1:87']","['D. Özdemiroglu', 'M. Simonovic', 'J. Smith', 'M. Devoe', 'K. Alexander']",1:5|1:76|1:77|1:80|1:87,Unknownx5,3,02:08:00,4,10:00:00,60,63,62,67
1,TÜRK TELEKOM,552.1,577.0,"[5, 74, 75, 77, 78]",5,5|74|75|77|78,"['1:5', '1:74', '1:75', '1:77', '1:78']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'J. Smith', 'K. Bankston']",1:5|1:74|1:75|1:77|1:78,Unknownx5,4,10:00:00,4,08:32:00,62,67,66,71
1,TÜRK TELEKOM,577.1,620.0,"[7, 75, 77, 78, 80]",5,7|75|77|78|80,"['1:7', '1:75', '1:77', '1:78', '1:80']","['B. Durmaz', 'K. Allman', 'J. Smith', 'K. Bankston', 'M. Devoe']",1:7|1:75|1:77|1:78|1:80,Unknownx5,4,08:32:00,4,06:28:00,66,71,68,71
1,TÜRK TELEKOM,620.1,740.0,"[7, 75, 77, 80, 87]",5,7|75|77|80|87,"['1:7', '1:75', '1:77', '1:80', '1:87']","['B. Durmaz', 'K. Allman', 'J. Smith', 'M. Devoe', 'K. Alexander']",1:7|1:75|1:77|1:80|1:87,Unknownx5,4,06:28:00,4,00:00:00,68,71,83,81
2,GALATASARAY MCT TECHNIC,1.0,61.0,"[71, 103, 104, 105, 106]",5,71|103|104|105|106,"['2:71', '2:103', '2:104', '2:105', '2:106']","['C. Korkmaz', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'J. Robinson Jr']",2:71|2:103|2:104|2:105|2:106,Unknownx5,1,10:00:00,1,04:52:00,0,0,11,11
2,GALATASARAY MCT TECHNIC,61.1,125.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['2:70', '2:103', '2:104', '2:105', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:103|2:104|2:105|2:109,Unknownx5,1,04:52:00,1,02:06:00,11,11,14,13
2,GALATASARAY MCT TECHNIC,125.1,136.0,"[70, 99, 103, 104, 109]",5,70|99|103|104|109,"['2:70', '2:99', '2:103', '2:104', '2:109']","['R. Öncel', 'M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2:70|2:99|2:103|2:104|2:109,Unknownx5,1,02:06:00,1,01:30:00,14,13,17,17
2,GALATASARAY MCT TECHNIC,136.1,160.0,"[99, 103, 104, 106, 109]",5,99|103|104|106|109,"['2:99', '2:103', '2:104', '2:106', '2:109']","['M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'J. Robinson Jr', 'W. Cummings']",2:99|2:103|2:104|2:106|2:109,Unknownx5,1,01:30:00,2,10:00:00,17,17,19,22
2,GALATASARAY MCT TECHNIC,160.1,202.0,"[99, 103, 106, 107, 109]",5,99|103|106|107|109,"['2:99', '2:103', '2:106', '2:107', '2:109']","['M. Yasar', 'J. Palmer Jr', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",2:99|2:103|2:106|2:107|2:109,Unknownx5,2,10:00:00,2,08:12:00,19,22,25,24
2,GALATASARAY MCT TECHNIC,202.1,253.0,"[38, 104, 105, 106, 109]",5,38|104|105|106|109,"['2:38', '2:104', '2:105', '2:106', '2:109']","['A. Tuncer', 'F. White Jr', 'F. Gillespie Ii', 'J. Robinson Jr', 'W. Cummings']",2:38|2:104|2:105|2:106|2:109,Unknownx5,2,08:12:00,2,06:13:00,25,24,27,24
2,GALATASARAY MCT TECHNIC,253.1,286.0,"[38, 104, 106, 108, 109]",5,38|104|106|108|109,"['2:38', '2:104', '2:106', '2:108', '2:109']","['A. Tuncer', 'F. White Jr', 'J. Robinson Jr', 'C. Bishop', 'W. Cummings']",2:38|2:104|2:106|2:108|2:109,Unknownx5,2,06:13:00,2,04:35:00,27,24,29,27
2,GALATASARAY MCT TECHNIC,286.1,345.0,"[38, 103, 104, 106, 108]",5,38|103|104|106|108,"['2:38', '2:103', '2:104', '2:106', '2:108']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'J. Robinson Jr', 'C. Bishop']",2:38|2:103|2:104|2:106|2:108,Unknownx5,2,04:35:00,2,00:33:70,29,27,40,46
2,GALATASARAY MCT TECHNIC,345.1,363.0,"[71, 103, 107, 108, 109]",5,71|103|107|108|109,"['2:71', '2:103', '2:107', '2:108', '2:109']","['C. Korkmaz', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2:71|2:103|2:107|2:108|2:109,Unknownx5,2,00:33:70,3,10:00:00,40,46,40,46
2,GALATASARAY MCT TECHNIC,363.1,475.0,"[99, 103, 104, 106, 109]",5,99|103|104|106|109,"['2:99', '2:103', '2:104', '2:106', '2:109']","['M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'J. Robinson Jr', 'W. Cummings']",2:99|2:103|2:104|2:106|2:109,Unknownx5,3,10:00:00,3,03:58:00,40,46,58,58
2,GALATASARAY MCT TECHNIC,475.1,492.0,"[70, 104, 105, 106, 109]",5,70|104|105|106|109,"['2:70', '2:104', '2:105', '2:106', '2:109']","['R. Öncel', 'F. White Jr', 'F. Gillespie Ii', 'J. Robinson Jr', 'W. Cummings']",2:70|2:104|2:105|2:106|2:109,Unknownx5,3,03:58:00,3,03:30:00,58,58,60,58
2,GALATASARAY MCT TECHNIC,492.1,518.0,"[70, 103, 104, 105, 109]",5,70|103|104|105|109,"['2:70', '2:103', '2:104', '2:105', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:70|2:103|2:104|2:105|2:109,Unknownx5,3,03:30:00,3,02:08:00,60,58,63,60
2,GALATASARAY MCT TECHNIC,518.1,587.0,"[101, 103, 107, 108, 109]",5,101|103|107|108|109,"['2:101', '2:103', '2:107', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2:101|2:103|2:107|2:108|2:109,Unknownx5,3,02:08:00,4,08:16:00,63,60,71,66
2,GALATASARAY MCT TECHNIC,587.1,608.0,"[101, 103, 106, 107, 108]",5,101|103|106|107|108,"['2:101', '2:103', '2:106', '2:107', '2:108']","['T. Görener', 'J. Palmer Jr', 'J. Robinson Jr', 'R. Meeks', 'C. Bishop']",2:101|2:103|2:106|2:107|2:108,Unknownx5,4,08:16:00,4,07:17:00,71,66,71,68
2,GALATASARAY MCT TECHNIC,608.1,622.0,"[101, 103, 107, 108, 109]",5,101|103|107|108|109,"['2:101', '2:103', '2:107', '2:108', '2:109']","['T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2:101|2:103|2:107|2:108|2:109,Unknownx5,4,07:17:00,4,06:28:00,71,68,71,68
2,GALATASARAY MCT TECHNIC,622.1,638.0,"[101, 103, 105, 107, 109]",5,101|103|105|107|109,"['2:101', '2:103', '2:105', '2:107', '2:109']","['T. Görener', 'J. Palmer Jr', 'F. Gillespie Ii', 'R. Meeks', 'W. Cummings']",2:101|2:103|2:105|2:107|2:109,Unknownx5,4,06:28:00,4,05:49:00,71,68,71,72
2,GALATASARAY MCT TECHNIC,638.1,681.0,"[99, 103, 104, 106, 109]",5,99|103|104|106|109,"['2:99', '2:103', '2:104', '2:106', '2:109']","['M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'J. Robinson Jr', 'W. Cummings']",2:99|2:103|2:104|2:106|2:109,Unknownx5,4,05:49:00,4,02:36:00,71,72,77,76
2,GALATASARAY MCT TECHNIC,681.1,710.0,"[38, 103, 104, 105, 109]",5,38|103|104|105|109,"['2:38', '2:103', '2:104', '2:105', '2:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",2:38|2:103|2:104|2:105|2:109,Unknownx5,4,02:36:00,4,00:57:20,77,76,79,81
2,GALATASARAY MCT TECHNIC,710.1,720.0,"[70, 103, 105, 108, 109]",5,70|103|105|108|109,"['2:70', '2:103', '2:105', '2:108', '2:109']","['R. Öncel', 'J. Palmer Jr', 'F. Gillespie Ii', 'C. Bishop', 'W. Cummings']",2:70|2:103|2:105|2:108|2:109,Unknownx5,4,00:57:20,4,00:19:30,79,81,81,81
2,GALATASARAY MCT TECHNIC,720.1,726.0,"[70, 103, 105, 106, 108]",5,70|103|105|106|108,"['2:70', '2:103', '2:105', '2:106', '2:108']","['R. Öncel', 'J. Palmer Jr', 'F. Gillespie Ii', 'J. Robinson Jr', 'C. Bishop']",2:70|2:103|2:105|2:106|2:108,Unknownx5,4,00:19:30,4,00:01:70,81,81,81,83
2,GALATASARAY MCT TECHNIC,726.1,740.0,"[38, 103, 104, 107, 109]",5,38|103|104|107|109,"['2:38', '2:103', '2:104', '2:107', '2:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'R. Meeks', 'W. Cummings']",2:38|2:103|2:104|2:107|2:109,Unknownx5,4,00:01:70,4,00:00:00,81,83,81,83
