team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TÜRK TELEKOM,1.0,59.0,"[5, 7, 77, 80, 87]",5|7|77|80|87,10,10,10,11,11,0,110.0,110.0,1,10:00:00,1,04:52:00,0,0,11,11,Unknownx5,5,5|7|77|80|87,1:5|1:7|1:77|1:80|1:87,"[5, 7, 77, 80, 87]","['1:5', '1:7', '1:77', '1:80', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,59.1,80.0,"[5, 76, 77, 80, 87]",5|76|77|80|87,4,4,5,0,0,0,0.0,0.0,1,04:52:00,1,03:50:00,11,11,11,11,Unknownx5,5,5|76|77|80|87,1:5|1:76|1:77|1:80|1:87,"[5, 76, 77, 80, 87]","['1:5', '1:76', '1:77', '1:80', '1:87']","['D. Özdemiroglu', 'M. Simonovic', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,80.1,99.0,"[5, 74, 75, 76, 78]",5|74|75|76|78,3,3,3,0,2,-2,0.0,66.66666666666667,1,03:50:00,1,03:05:00,11,11,11,13,Unknownx5,5,5|74|75|76|78,1:5|1:74|1:75|1:76|1:78,"[5, 74, 75, 76, 78]","['1:5', '1:74', '1:75', '1:76', '1:78']","['D. Özdemiroglu', 'J. Usher', 'K. Allman', 'M. Simonovic', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,99.1,194.0,"[3, 74, 75, 76, 78]",3|74|75|76|78,16,16,15,13,12,1,81.25,80.0,1,03:05:00,2,08:12:00,11,13,24,25,Unknownx5,5,3|74|75|76|78,1:3|1:74|1:75|1:76|1:78,"[3, 74, 75, 76, 78]","['1:3', '1:74', '1:75', '1:76', '1:78']","['A. Kahraman', 'J. Usher', 'K. Allman', 'M. Simonovic', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,194.1,232.0,"[5, 75, 77, 78, 87]",5|75|77|78|87,4,4,4,0,2,-2,0.0,50.0,2,08:12:00,2,07:00:00,24,25,24,27,Unknownx5,5,5|75|77|78|87,1:5|1:75|1:77|1:78|1:87,"[5, 75, 77, 78, 87]","['1:5', '1:75', '1:77', '1:78', '1:87']","['D. Özdemiroglu', 'K. Allman', 'J. Smith', 'K. Bankston', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,232.1,284.0,"[5, 7, 77, 80, 87]",5|7|77|80|87,7,7,8,3,2,1,42.857142857142854,25.0,2,07:00:00,2,04:35:00,24,27,27,29,Unknownx5,5,5|7|77|80|87,1:5|1:7|1:77|1:80|1:87,"[5, 7, 77, 80, 87]","['1:5', '1:7', '1:77', '1:80', '1:87']","['D. Özdemiroglu', 'B. Durmaz', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,284.1,310.0,"[5, 76, 77, 80, 87]",5|76|77|80|87,4,4,4,6,4,2,150.0,100.0,2,04:35:00,2,02:51:00,27,29,33,33,Unknownx5,5,5|76|77|80|87,1:5|1:76|1:77|1:80|1:87,"[5, 76, 77, 80, 87]","['1:5', '1:76', '1:77', '1:80', '1:87']","['D. Özdemiroglu', 'M. Simonovic', 'J. Smith', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,310.1,324.0,"[5, 75, 76, 77, 87]",5|75|76|77|87,3,3,3,5,5,0,166.66666666666666,166.66666666666666,2,02:51:00,2,02:07:00,33,33,38,38,Unknownx5,5,5|75|76|77|87,1:5|1:75|1:76|1:77|1:87,"[5, 75, 76, 77, 87]","['1:5', '1:75', '1:76', '1:77', '1:87']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,324.1,343.0,"[5, 74, 76, 77, 87]",5|74|76|77|87,3,3,3,8,2,6,266.6666666666667,66.66666666666667,2,02:07:00,2,00:33:70,38,38,46,40,Unknownx5,5,5|74|76|77|87,1:5|1:74|1:76|1:77|1:87,"[5, 74, 76, 77, 87]","['1:5', '1:74', '1:76', '1:77', '1:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,343.1,361.0,"[7, 74, 76, 77, 87]",7|74|76|77|87,2,2,2,0,0,0,0.0,0.0,2,00:33:70,3,10:00:00,46,40,46,40,Unknownx5,5,7|74|76|77|87,1:7|1:74|1:76|1:77|1:87,"[7, 74, 76, 77, 87]","['1:7', '1:74', '1:76', '1:77', '1:87']","['B. Durmaz', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,361.1,399.0,"[5, 74, 76, 77, 87]",5|74|76|77|87,4,4,3,2,7,-5,50.0,233.33333333333334,3,10:00:00,3,07:59:00,46,40,48,47,Unknownx5,5,5|74|76|77|87,1:5|1:74|1:76|1:77|1:87,"[5, 74, 76, 77, 87]","['1:5', '1:74', '1:76', '1:77', '1:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,399.1,425.0,"[5, 74, 76, 80, 87]",5|74|76|80|87,6,6,6,1,7,-6,16.666666666666668,116.66666666666667,3,07:59:00,3,06:02:00,48,47,49,54,Unknownx5,5,5|74|76|80|87,1:5|1:74|1:76|1:80|1:87,"[5, 74, 76, 80, 87]","['1:5', '1:74', '1:76', '1:80', '1:87']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,425.1,464.0,"[5, 75, 76, 77, 78]",5|75|76|77|78,6,6,7,6,4,2,100.0,57.142857142857146,3,06:02:00,3,04:29:00,49,54,55,58,Unknownx5,5,5|75|76|77|78,1:5|1:75|1:76|1:77|1:78,"[5, 75, 76, 77, 78]","['1:5', '1:75', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,464.1,482.0,"[5, 75, 77, 78, 87]",5|75|77|78|87,3,3,2,3,2,1,100.0,100.0,3,04:29:00,3,03:58:00,55,58,58,60,Unknownx5,5,5|75|77|78|87,1:5|1:75|1:77|1:78|1:87,"[5, 75, 77, 78, 87]","['1:5', '1:75', '1:77', '1:78', '1:87']","['D. Özdemiroglu', 'K. Allman', 'J. Smith', 'K. Bankston', 'K. Alexander']",TÜRK TELEKOM
1,TÜRK TELEKOM,482.1,516.0,"[5, 77, 78, 80, 87]",5|77|78|80|87,6,6,7,2,3,-1,33.333333333333336,42.857142857142854,3,03:58:00,3,02:08:00,58,60,60,63,Unknownx5,5,5|77|78|80|87,1:5|1:77|1:78|1:80|1:87,"[5, 77, 78, 80, 87]","['1:5', '1:77', '1:78', '1:80', '1:87']","['D. Özdemiroglu', 'J. Smith', 'K. Bankston', 'M. Devoe', 'K. Alexander']",TÜRK TELEKOM
