possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,7,9,1.0,score,2,0,TÜRK TELEKOM,2
2,1,10,11,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
3,1,12,12,1.0,def_reb,0,0,TÜRK TELEKOM,0
4,1,14,16,2.0,made_ft,1,1,GALATASARAY MCT TECHNIC,0
5,1,17,17,1.0,made_ft_last,1,0,TÜRK TELEKOM,1
6,1,19,19,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
7,1,21,27,1.0,turnover,0,0,TÜRK TELEKOM,0
8,1,28,29,2.0,score,3,3,GALATASARAY MCT TECHNIC,0
9,1,30,31,1.0,score,2,2,TÜRK TELEKOM,0
10,1,32,32,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
11,1,33,33,1.0,score,2,2,TÜRK TELEKOM,0
12,1,34,37,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
13,1,39,42,1.0,score,2,2,TÜRK TELEKOM,0
14,1,43,44,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
15,1,45,45,1.0,def_reb,0,0,TÜRK TELEKOM,0
16,1,46,46,2.0,score,3,0,GALATASARAY MCT TECHNIC,3
17,1,47,48,1.0,score,2,0,TÜRK TELEKOM,2
18,1,49,52,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
19,1,53,53,1.0,def_reb,0,0,TÜRK TELEKOM,0
20,1,56,66,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
21,1,67,67,1.0,def_reb,0,0,TÜRK TELEKOM,0
22,1,68,68,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
23,1,70,70,1.0,def_reb,0,0,TÜRK TELEKOM,0
24,1,73,73,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
25,1,75,75,1.0,def_reb,0,0,TÜRK TELEKOM,0
26,1,76,76,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
27,1,78,78,1.0,def_reb,0,0,TÜRK TELEKOM,0
28,1,79,79,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
29,1,80,87,1.0,score,2,2,TÜRK TELEKOM,0
30,1,90,90,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
31,1,91,91,1.0,def_reb,0,0,TÜRK TELEKOM,0
32,1,92,92,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
33,1,93,93,1.0,def_reb,0,0,TÜRK TELEKOM,0
34,1,94,94,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
35,1,96,101,1.0,made_ft,1,1,TÜRK TELEKOM,0
36,1,102,105,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
37,1,108,108,1.0,turnover,0,0,TÜRK TELEKOM,0
38,1,110,110,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
39,1,112,116,1.0,def_reb,0,0,TÜRK TELEKOM,0
40,1,117,117,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
41,1,118,118,1.0,turnover,0,0,TÜRK TELEKOM,0
42,1,119,121,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
43,1,122,127,1.0,made_ft_last,1,0,TÜRK TELEKOM,1
44,1,129,129,2.0,score,3,0,GALATASARAY MCT TECHNIC,3
45,1,130,132,1.0,score,3,0,TÜRK TELEKOM,3
46,1,133,138,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
47,1,140,140,1.0,def_reb,0,0,TÜRK TELEKOM,0
48,1,144,147,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
49,1,148,148,1.0,def_reb,0,0,TÜRK TELEKOM,0
50,1,149,149,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
51,1,150,151,1.0,score,2,2,TÜRK TELEKOM,0
52,1,152,153,2.0,score,3,3,GALATASARAY MCT TECHNIC,0
53,1,154,167,1.0,turnover,0,0,TÜRK TELEKOM,0
54,2,169,169,2.0,score,2,2,GALATASARAY MCT TECHNIC,0
55,2,172,172,1.0,score,2,2,TÜRK TELEKOM,0
56,2,173,174,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
57,2,176,176,1.0,def_reb,0,0,TÜRK TELEKOM,0
58,2,177,177,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
59,2,180,180,1.0,def_reb,0,0,TÜRK TELEKOM,0
60,2,181,181,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
61,2,182,184,1.0,turnover,0,0,TÜRK TELEKOM,0
62,2,185,187,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
63,2,188,188,1.0,def_reb,0,0,TÜRK TELEKOM,0
64,2,189,189,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
65,2,191,191,1.0,score,2,2,TÜRK TELEKOM,0
66,2,192,200,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
67,2,201,201,1.0,def_reb,0,0,TÜRK TELEKOM,0
68,2,202,209,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
69,2,210,210,1.0,def_reb,0,0,TÜRK TELEKOM,0
70,2,212,216,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
71,2,218,218,1.0,turnover,0,0,TÜRK TELEKOM,0
72,2,219,225,2.0,made_ft,1,0,GALATASARAY MCT TECHNIC,1
73,2,226,227,1.0,made_ft_last,1,1,TÜRK TELEKOM,0
74,2,230,237,2.0,turnover,0,0,GALATASARAY MCT TECHNIC,0
75,2,238,247,1.0,turnover,0,0,TÜRK TELEKOM,0
76,2,250,255,2.0,made_ft_last,1,1,GALATASARAY MCT TECHNIC,0
77,2,256,256,1.0,made_ft,1,0,TÜRK TELEKOM,1
78,2,257,257,2.0,made_ft_last,1,1,GALATASARAY MCT TECHNIC,0
79,2,259,259,1.0,turnover,0,0,TÜRK TELEKOM,0
80,2,260,261,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
81,2,262,262,1.0,def_reb,0,0,TÜRK TELEKOM,0
82,2,263,263,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
83,2,264,264,1.0,def_reb,0,0,TÜRK TELEKOM,0
84,2,265,265,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
85,2,266,266,1.0,def_reb,0,0,TÜRK TELEKOM,0
86,2,268,268,2.0,score,2,0,GALATASARAY MCT TECHNIC,2
87,2,269,276,1.0,def_reb,0,0,TÜRK TELEKOM,0
88,2,277,277,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
89,2,281,288,1.0,made_ft,1,0,TÜRK TELEKOM,1
90,2,289,289,2.0,made_ft_last,1,1,GALATASARAY MCT TECHNIC,0
91,2,291,291,1.0,score,2,2,TÜRK TELEKOM,0
92,2,293,298,2.0,made_ft,1,1,GALATASARAY MCT TECHNIC,0
93,2,299,299,1.0,def_reb,0,0,TÜRK TELEKOM,0
94,2,301,301,2.0,def_reb,0,0,GALATASARAY MCT TECHNIC,0
