start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,73.0,1,10:00:00,1,03:00:00,1,KARSIYAKA,"[78, 86, 87, 88, 89]",78|86|87|88|89,Unknownx5,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 11, 12, 13, 21]",5|11|12|13|21,Unknownx5,"['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",15,13,12,1,86.66666666666667,75.0,16,12,13,-1,75.0,86.66666666666667,0,0,12,13
73.1,89.0,1,03:00:00,1,01:54:00,1,KARSIYAKA,"[80, 85, 87, 88, 89]",80|85|87|88|89,Unknownx5,"['1:80', '1:85', '1:87', '1:88', '1:89']","['A. Güven', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 11, 12, 13, 21]",5|11|12|13|21,Unknownx5,"['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",3,2,0,2,66.66666666666667,0.0,3,0,2,-2,0.0,66.66666666666667,12,13,14,13
89.1,93.0,1,01:54:00,1,01:54:00,1,KARSIYAKA,"[79, 80, 85, 88, 93]",79|80|85|88|93,Unknownx5,"['1:79', '1:80', '1:85', '1:88', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 11, 12, 13, 21]",5|11|12|13|21,Unknownx5,"['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",0,0,0,0,,,0,0,0,0,,,14,13,14,13
93.1,105.0,1,01:54:00,1,01:35:00,1,KARSIYAKA,"[79, 80, 85, 88, 93]",79|80|85|88|93,Unknownx5,"['1:79', '1:80', '1:85', '1:88', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 9, 11, 21]",3|5|9|11|21,Unknownx5,"['2:3', '2:5', '2:9', '2:11', '2:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",1,0,2,-2,0.0,200.0,1,2,0,2,200.0,0.0,14,13,16,13
105.1,117.0,1,01:35:00,1,00:49:80,1,KARSIYAKA,"[79, 80, 85, 88, 93]",79|80|85|88|93,Unknownx5,"['1:79', '1:80', '1:85', '1:88', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 9, 10, 11, 21]",3|9|10|11|21,Unknownx5,"['2:3', '2:9', '2:10', '2:11', '2:21']","['E. Tanisan', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'K. Smith Jr']",3,3,0,3,100.0,0.0,3,0,3,-3,0.0,100.0,16,13,19,13
117.1,145.0,1,00:49:80,2,09:30:00,1,KARSIYAKA,"[79, 80, 85, 88, 93]",79|80|85|88|93,Unknownx5,"['1:79', '1:80', '1:85', '1:88', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'M. Moore', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 7, 9, 10, 11]",3|7|9|10|11,Unknownx5,"['2:3', '2:7', '2:9', '2:10', '2:11']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin']",3,3,0,3,100.0,0.0,2,0,3,-3,0.0,100.0,19,13,24,13
145.1,154.0,2,09:30:00,2,09:02:00,1,KARSIYAKA,"[79, 80, 85, 89, 93]",79|80|85|89|93,Unknownx5,"['1:79', '1:80', '1:85', '1:89', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Manning Jr', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 7, 9, 10, 11]",3|7|9|10|11,Unknownx5,"['2:3', '2:7', '2:9', '2:10', '2:11']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin']",1,1,1,0,100.0,100.0,1,1,1,0,100.0,100.0,24,13,26,15
154.1,164.0,2,09:02:00,2,08:20:00,1,KARSIYAKA,"[79, 80, 85, 89, 93]",79|80|85|89|93,Unknownx5,"['1:79', '1:80', '1:85', '1:89', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Manning Jr', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 7, 9, 11]",3|5|7|9|11,Unknownx5,"['2:3', '2:5', '2:7', '2:9', '2:11']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin']",1,2,0,2,200.0,0.0,1,0,2,-2,0.0,200.0,26,15,28,15
164.1,176.0,2,08:20:00,2,07:57:00,1,KARSIYAKA,"[79, 80, 85, 89, 93]",79|80|85|89|93,Unknownx5,"['1:79', '1:80', '1:85', '1:89', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Manning Jr', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 7, 11, 12]",3|5|7|11|12,Unknownx5,"['2:3', '2:5', '2:7', '2:11', '2:12']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'S. Griffin', 'M. Cazalon']",1,2,0,2,200.0,,0,0,2,-2,,200.0,28,15,30,17
176.1,185.0,2,07:57:00,2,07:40:00,1,KARSIYAKA,"[80, 86, 87, 89, 93]",80|86|87|89|93,Unknownx5,"['1:80', '1:86', '1:87', '1:89', '1:93']","['A. Güven', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 7, 11, 12]",3|5|7|11|12,Unknownx5,"['2:3', '2:5', '2:7', '2:11', '2:12']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'S. Griffin', 'M. Cazalon']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,30,17,31,17
