team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,KARSIYAKA,362.1,396.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:78|1:86|1:87|1:88|1:89,Unknownx5,3,10:00:00,3,07:24:00,40,28,45,31
1,KARSIYAKA,396.1,436.0,"[80, 86, 87, 88, 89]",5,80|86|87|88|89,"['1:80', '1:86', '1:87', '1:88', '1:89']","['A. Güven', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:80|1:86|1:87|1:88|1:89,Unknownx5,3,07:24:00,3,05:08:00,45,31,53,33
1,KARSIYAKA,436.1,447.0,"[79, 80, 86, 88, 89]",5,79|80|86|88|89,"['1:79', '1:80', '1:86', '1:88', '1:89']","['M. Celep', 'A. Güven', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",1:79|1:80|1:86|1:88|1:89,Unknownx5,3,05:08:00,3,04:35:00,53,33,54,33
1,KARSIYAKA,447.1,463.0,"[79, 80, 86, 89, 93]",5,79|80|86|89|93,"['1:79', '1:80', '1:86', '1:89', '1:93']","['M. Celep', 'A. Güven', 'C. Chiozza', 'C. Manning Jr', 'C. Young']",1:79|1:80|1:86|1:89|1:93,Unknownx5,3,04:35:00,3,03:33:00,54,33,54,36
1,KARSIYAKA,463.1,486.0,"[79, 80, 85, 89, 93]",5,79|80|85|89|93,"['1:79', '1:80', '1:85', '1:89', '1:93']","['M. Celep', 'A. Güven', 'R. Tarrant Jr', 'C. Manning Jr', 'C. Young']",1:79|1:80|1:85|1:89|1:93,Unknownx5,3,03:33:00,3,02:09:00,54,36,56,43
1,KARSIYAKA,486.1,512.0,"[78, 85, 87, 88, 93]",5,78|85|87|88|93,"['1:78', '1:85', '1:87', '1:88', '1:93']","['S. Geyik', 'R. Tarrant Jr', 'J. Alston', 'M. Moore', 'C. Young']",1:78|1:85|1:87|1:88|1:93,Unknownx5,3,02:09:00,3,00:36:00,56,43,56,47
1,KARSIYAKA,512.1,548.0,"[80, 86, 88, 89, 93]",5,80|86|88|89|93,"['1:80', '1:86', '1:88', '1:89', '1:93']","['A. Güven', 'C. Chiozza', 'M. Moore', 'C. Manning Jr', 'C. Young']",1:80|1:86|1:88|1:89|1:93,Unknownx5,3,00:36:00,4,08:48:00,56,47,58,52
1,KARSIYAKA,548.1,629.0,"[78, 86, 88, 89, 93]",5,78|86|88|89|93,"['1:78', '1:86', '1:88', '1:89', '1:93']","['S. Geyik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr', 'C. Young']",1:78|1:86|1:88|1:89|1:93,Unknownx5,4,08:48:00,4,03:17:00,58,52,69,63
1,KARSIYAKA,629.1,657.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:78|1:86|1:87|1:88|1:89,Unknownx5,4,03:17:00,4,01:49:00,69,63,74,63
1,KARSIYAKA,657.1,669.0,"[79, 86, 87, 88, 89]",5,79|86|87|88|89,"['1:79', '1:86', '1:87', '1:88', '1:89']","['M. Celep', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:79|1:86|1:87|1:88|1:89,Unknownx5,4,01:49:00,4,01:31:00,74,63,74,66
1,KARSIYAKA,669.1,689.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:78|1:86|1:87|1:88|1:89,Unknownx5,4,01:31:00,4,01:18:00,74,66,76,66
1,KARSIYAKA,689.1,712.0,"[79, 86, 87, 88, 89]",5,79|86|87|88|89,"['1:79', '1:86', '1:87', '1:88', '1:89']","['M. Celep', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:79|1:86|1:87|1:88|1:89,Unknownx5,4,01:18:00,4,00:07:80,76,66,76,69
1,KARSIYAKA,712.1,723.0,"[78, 86, 88, 89, 93]",5,78|86|88|89|93,"['1:78', '1:86', '1:88', '1:89', '1:93']","['S. Geyik', 'C. Chiozza', 'M. Moore', 'C. Manning Jr', 'C. Young']",1:78|1:86|1:88|1:89|1:93,Unknownx5,4,00:07:80,4,00:00:00,76,69,76,69
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1.0,93.0,"[5, 11, 12, 13, 21]",5,5|11|12|13|21,"['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:11|2:12|2:13|2:21,Unknownx5,1,10:00:00,1,01:54:00,0,0,13,14
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,93.1,105.0,"[3, 5, 9, 11, 21]",5,3|5|9|11|21,"['2:3', '2:5', '2:9', '2:11', '2:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",2:3|2:5|2:9|2:11|2:21,Unknownx5,1,01:54:00,1,01:35:00,13,14,13,16
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,105.1,117.0,"[3, 9, 10, 11, 21]",5,3|9|10|11|21,"['2:3', '2:9', '2:10', '2:11', '2:21']","['E. Tanisan', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'K. Smith Jr']",2:3|2:9|2:10|2:11|2:21,Unknownx5,1,01:35:00,1,00:49:80,13,16,13,19
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,117.1,154.0,"[3, 7, 9, 10, 11]",5,3|7|9|10|11,"['2:3', '2:7', '2:9', '2:10', '2:11']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'S. Griffin']",2:3|2:7|2:9|2:10|2:11,Unknownx5,1,00:49:80,2,09:02:00,13,19,15,26
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,154.1,164.0,"[3, 5, 7, 9, 11]",5,3|5|7|9|11,"['2:3', '2:5', '2:7', '2:9', '2:11']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin']",2:3|2:5|2:7|2:9|2:11,Unknownx5,2,09:02:00,2,08:20:00,15,26,15,28
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,164.1,185.0,"[3, 5, 7, 11, 12]",5,3|5|7|11|12,"['2:3', '2:5', '2:7', '2:11', '2:12']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'S. Griffin', 'M. Cazalon']",2:3|2:5|2:7|2:11|2:12,Unknownx5,2,08:20:00,2,07:40:00,15,28,17,31
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,185.1,203.0,"[5, 7, 12, 13, 21]",5,5|7|12|13|21,"['2:5', '2:7', '2:12', '2:13', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:7|2:12|2:13|2:21,Unknownx5,2,07:40:00,2,06:00:00,17,31,20,37
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,203.1,240.0,"[3, 4, 5, 7, 21]",5,3|4|5|7|21,"['2:3', '2:4', '2:5', '2:7', '2:21']","['E. Tanisan', 'E. Paltaci', 'M. Agva', 'Ö. Ilyasoglu', 'K. Smith Jr']",2:3|2:4|2:5|2:7|2:21,Unknownx5,2,06:00:00,2,04:02:00,20,37,20,39
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,240.1,263.0,"[5, 7, 10, 11, 21]",5,5|7|10|11|21,"['2:5', '2:7', '2:10', '2:11', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'J. Roberts', 'S. Griffin', 'K. Smith Jr']",2:5|2:7|2:10|2:11|2:21,Unknownx5,2,04:02:00,2,02:51:00,20,39,20,39
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,263.1,340.0,"[5, 9, 10, 11, 21]",5,5|9|10|11|21,"['2:5', '2:9', '2:10', '2:11', '2:21']","['M. Agva', 'R. Badzim', 'J. Roberts', 'S. Griffin', 'K. Smith Jr']",2:5|2:9|2:10|2:11|2:21,Unknownx5,2,02:51:00,2,00:03:60,20,39,27,40
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,340.1,350.0,"[5, 9, 11, 12, 13]",5,5|9|11|12|13,"['2:5', '2:9', '2:11', '2:12', '2:13']","['M. Agva', 'R. Badzim', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",2:5|2:9|2:11|2:12|2:13,Unknownx5,2,00:03:60,2,00:02:30,27,40,27,40
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,350.1,366.0,"[4, 9, 11, 12, 13]",5,4|9|11|12|13,"['2:4', '2:9', '2:11', '2:12', '2:13']","['E. Paltaci', 'R. Badzim', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",2:4|2:9|2:11|2:12|2:13,Unknownx5,2,00:02:30,3,10:00:00,27,40,28,40
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,366.1,438.0,"[5, 11, 12, 13, 21]",5,5|11|12|13|21,"['2:5', '2:11', '2:12', '2:13', '2:21']","['M. Agva', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:11|2:12|2:13|2:21,Unknownx5,3,10:00:00,3,05:08:00,28,40,33,53
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,438.1,449.0,"[5, 9, 11, 13, 21]",5,5|9|11|13|21,"['2:5', '2:9', '2:11', '2:13', '2:21']","['M. Agva', 'R. Badzim', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",2:5|2:9|2:11|2:13|2:21,Unknownx5,3,05:08:00,3,04:35:00,33,53,33,54
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,449.1,471.0,"[3, 5, 7, 9, 11]",5,3|5|7|9|11,"['2:3', '2:5', '2:7', '2:9', '2:11']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin']",2:3|2:5|2:7|2:9|2:11,Unknownx5,3,04:35:00,3,03:15:00,33,54,36,54
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,471.1,502.0,"[3, 5, 7, 9, 12]",5,3|5|7|9|12,"['2:3', '2:5', '2:7', '2:9', '2:12']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'M. Cazalon']",2:3|2:5|2:7|2:9|2:12,Unknownx5,3,03:15:00,3,01:24:00,36,54,45,56
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,502.1,561.0,"[3, 7, 9, 10, 12]",5,3|7|9|10|12,"['2:3', '2:7', '2:9', '2:10', '2:12']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'J. Roberts', 'M. Cazalon']",2:3|2:7|2:9|2:10|2:12,Unknownx5,3,01:24:00,4,08:14:00,45,56,52,60
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,561.1,639.0,"[3, 5, 7, 9, 12]",5,3|5|7|9|12,"['2:3', '2:5', '2:7', '2:9', '2:12']","['E. Tanisan', 'M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'M. Cazalon']",2:3|2:5|2:7|2:9|2:12,Unknownx5,4,08:14:00,4,02:40:00,52,60,63,71
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,639.1,646.0,"[3, 5, 9, 12, 21]",5,3|5|9|12|21,"['2:3', '2:5', '2:9', '2:12', '2:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'M. Cazalon', 'K. Smith Jr']",2:3|2:5|2:9|2:12|2:21,Unknownx5,4,02:40:00,4,02:28:00,63,71,63,71
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,646.1,706.0,"[5, 9, 12, 13, 21]",5,5|9|12|13|21,"['2:5', '2:9', '2:12', '2:13', '2:21']","['M. Agva', 'R. Badzim', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2:5|2:9|2:12|2:13|2:21,Unknownx5,4,02:28:00,4,00:07:80,63,71,68,76
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,706.1,723.0,"[4, 5, 7, 9, 21]",5,4|5|7|9|21,"['2:4', '2:5', '2:7', '2:9', '2:21']","['E. Paltaci', 'M. Agva', 'Ö. Ilyasoglu', 'R. Badzim', 'K. Smith Jr']",2:4|2:5|2:7|2:9|2:21,Unknownx5,4,00:07:80,4,00:00:00,68,76,69,76
