gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,1,1,REGULAR,105,F. GILLESPIE II,1,jumpball,5,4,[],won,0,33,Frederick Maurice ,Gillespie Ii,Frederick Maurice ,Gillespie Ii,F,G,F,G,F. Gillespie Ii,GALATASARAY MCT TECHNIC,GSM,F. Gillespie Ii,33,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,2,1,REGULAR,88,M. BLAZEVIC,1,jumpball,6,4,[],lost,0,22,Marek,Blazevic,Marek,Blazevic,M,B,M,B,M. Blazevic,TOFAS,TOF,M. Blazevic,22,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:35,09:35:00,0,0,0,1,1,REGULAR,104,F. WHITE JR,0,3pt,11,,[],jumpshot,1,35,Fabian Christopher,White Jr,Fabian Christopher,White Jr,F,W,F,W,F. White Jr,GALATASARAY MCT TECHNIC,GSM,F. White Jr,35,,,23.89999961853,12.260000228882,0.0,P3,missed,GALATASARAY MCT TECHNIC F. WHITE JR 3Pt missed,,,,,,,,,0,1,1.0,,0,0,0,0
09:31,09:31:00,0,0,0,1,1,REGULAR,103,J. PALMER JR,1,rebound,12,11,[],offensive,0,12,James Alfred,Palmer Jr,James Alfred,Palmer Jr,J,P,J,P,J. Palmer Jr,GALATASARAY MCT TECHNIC,GSM,J. Palmer Jr,12,,,,,,REB,,GALATASARAY MCT TECHNIC rebound offensive,,,,,,,,,0,1,1.0,,0,0,0,0
09:24,09:24:00,2,0,2,1,1,REGULAR,103,J. PALMER JR,1,2pt,13,,"['2ndchance', 'pointsinthepaint']",drivinglayup,1,12,James Alfred,Palmer Jr,James Alfred,Palmer Jr,J,P,J,P,J. Palmer Jr,GALATASARAY MCT TECHNIC,GSM,J. Palmer Jr,12,,,11.729999542236,43.049999237061,1.0,P2,made,GALATASARAY MCT TECHNIC J. PALMER JR 2Pt made,,,,,,,,,2,1,1.0,score,2,2,0,0
09:08,09:08:00,2,0,2,2,1,REGULAR,89,A. PEREZ,0,2pt,14,,"['pointsinthepaint', 'blocked']",layup,1,2,Alex Daniel,Perez,Alex Daniel,Perez,A,P,A,P,A. Perez,TOFAS,TOF,A. Perez,2,,,85.519996643066,45.590000152588,0.0,P2,missed,TOFAS A. PEREZ 2Pt missed,,,,105.0,1.0,F. GILLESPIE II,,,0,2,2.0,def_reb,0,2,0,0
09:08,09:08:00,2,0,2,1,1,REGULAR,70,R. ÖNCEL,1,rebound,15,14,[],defensive,0,10,Ridvan,Öncel,Ridvan,Öncel,R,Ö,R,Ö,R. Öncel,GALATASARAY MCT TECHNIC,GSM,R. Öncel,10,,,,,,REB,,GALATASARAY MCT TECHNIC rebound defensive,,,,,,,,,0,3,1.0,def_reb,0,2,0,0
09:00,09:00:00,2,0,2,1,1,REGULAR,103,J. PALMER JR,0,3pt,16,,[],jumpshot,1,12,James Alfred,Palmer Jr,James Alfred,Palmer Jr,J,P,J,P,J. Palmer Jr,GALATASARAY MCT TECHNIC,GSM,J. Palmer Jr,12,,,15.939999580383,6.0500001907349,0.0,P3,missed,GALATASARAY MCT TECHNIC J. PALMER JR 3Pt missed,,,,,,,,,0,4,2.0,,0,2,0,0
08:56,08:56:00,2,0,2,1,1,REGULAR,105,F. GILLESPIE II,1,rebound,17,16,[],offensive,0,33,Frederick Maurice ,Gillespie Ii,Frederick Maurice ,Gillespie Ii,F,G,F,G,F. Gillespie Ii,GALATASARAY MCT TECHNIC,GSM,F. Gillespie Ii,33,,,,,,REB,,GALATASARAY MCT TECHNIC rebound offensive,,,,,,,,,0,4,2.0,,0,2,0,0
08:44,08:44:00,2,0,2,1,1,REGULAR,70,R. ÖNCEL,0,3pt,18,,['2ndchance'],jumpshot,1,10,Ridvan,Öncel,Ridvan,Öncel,R,Ö,R,Ö,R. Öncel,GALATASARAY MCT TECHNIC,GSM,R. Öncel,10,,,17.5,93.050003051758,0.0,P3,missed,GALATASARAY MCT TECHNIC R. ÖNCEL 3Pt missed,,,,,,,,,0,4,2.0,def_reb,0,2,0,0
08:42,08:42:00,2,0,2,2,1,REGULAR,88,M. BLAZEVIC,1,rebound,19,18,[],defensive,0,22,Marek,Blazevic,Marek,Blazevic,M,B,M,B,M. Blazevic,TOFAS,TOF,M. Blazevic,22,,,,,,REB,,TOFAS rebound defensive,,,,,,,,,0,5,1.0,def_reb,0,2,0,0
08:33,08:33:00,2,0,2,1,1,REGULAR,105,F. GILLESPIE II,1,foul,22,,[],personal,0,33,Frederick Maurice ,Gillespie Ii,Frederick Maurice ,Gillespie Ii,F,G,F,G,F. Gillespie Ii,GALATASARAY MCT TECHNIC,GSM,F. Gillespie Ii,33,,,,,,FOUL,,GALATASARAY MCT TECHNIC F. GILLESPIE II foul personal,,,,,,,,,0,6,2.0,,0,2,0,0
