team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,GALATASARAY MCT TECHNIC,GSM,99,M. Yasar,Muhsin,Yasar,77,0,,0,,,12:19,1,3,33,0,0,0,1,3,33,0,0,0,1,2,3,0,2,1,2,1,3,3,2,0,0,9,2,M. Yasar,1:99
2,TOFAS,TOF,67,Ö. Cengiz,Özgür,Cengiz,1,0,,1,,,12:30,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,2,1,0,0,0,-6,0,Ö. Cengiz,2:67
2,TOFAS,TOF,89,A. Perez,Alex Daniel,Perez,2,1,,0,,,27:30,2,6,33,1,3,33,1,3,33,3,3,100,1,0,1,5,5,1,1,1,4,3,8,0,8,4,2,A. Perez,2:89
2,TOFAS,TOF,66,Y. Saybir,Yigitcan,Saybir,3,1,,1,,,29:25,6,11,54,3,6,50,3,5,60,2,2,100,1,2,3,2,1,0,0,2,1,2,17,2,7,0,6,Y. Saybir,2:66
2,TOFAS,TOF,92,S. Whaley,Shaqwan Malic,Whaley,5,0,,0,,,15:18,2,5,40,0,1,0,2,4,50,0,0,0,4,0,4,0,0,0,1,2,2,0,4,0,0,-2,4,S. Whaley,2:92
2,TOFAS,TOF,57,E. Postel,Efe Evan,Postel,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Postel,2:57
2,TOFAS,TOF,55,T. Geçim,Tolga,Geçim,8,0,1.0,0,,,12:29,2,3,66,1,1,100,1,2,50,3,3,100,2,0,2,1,3,0,0,0,1,3,8,0,0,-3,2,T. Geçim,2:55
2,TOFAS,TOF,94,W. Kidd Jr,Warren Lynn,Kidd Jr,15,0,,0,,,10:12,1,2,50,0,0,0,1,2,50,2,2,100,1,0,1,0,1,1,0,0,3,1,4,0,0,-3,2,W. Kidd Jr,2:94
2,TOFAS,TOF,91,M. Lewis Iii,Maxwell Robert ,Lewis Iii,21,1,,1,,,23:17,2,5,40,0,0,0,2,5,40,0,0,0,5,2,7,3,1,1,1,1,0,0,4,2,0,9,4,M. Lewis Iii,2:91
2,TOFAS,TOF,88,M. Blazevic,Marek,Blazevic,22,1,,1,,,25:05,10,13,76,0,0,0,10,13,76,5,6,83,4,0,4,2,1,2,1,0,3,4,25,0,0,1,20,M. Blazevic,2:88
2,TOFAS,TOF,69,E. Serbest,Emirhan,Serbest,24,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Serbest,2:69
2,TOFAS,TOF,90,H. Besson,Hugo Eric,Besson,25,0,,1,,,25:48,4,7,57,1,3,33,3,4,75,7,7,100,1,2,3,3,0,1,0,0,3,4,16,2,2,-2,6,H. Besson,2:90
2,TOFAS,TOF,93,J. Thomasson Jr,Joseph Elliotte,Thomasson Jr,32,1,,0,,,18:26,2,5,40,1,2,50,1,3,33,0,0,0,1,0,1,3,1,0,0,0,2,3,5,0,0,-8,0,J. Thomasson Jr,2:93
