start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,94.0,1,10:00:00,1,02:53:00,1,GALATASARAY MCT TECHNIC,"[70, 102, 103, 104, 105]",70|102|103|104|105,Unknownx5,"['1:70', '1:102', '1:103', '1:104', '1:105']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",15,12,19,-7,80.0,126.66666666666667,15,19,12,7,126.66666666666667,80.0,0,0,14,17
94.1,100.0,1,02:53:00,1,02:53:00,1,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['1:101', '1:103', '1:104', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",0,0,0,0,,,0,0,0,0,,,14,17,14,17
100.1,120.0,1,02:53:00,1,02:11:00,1,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['1:101', '1:103', '1:104', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[55, 66, 89, 90, 92]",55|66|89|90|92,Unknownx5,"['2:55', '2:66', '2:89', '2:90', '2:92']","['T. Geçim', 'Y. Saybir', 'A. Perez', 'H. Besson', 'S. Whaley']",2,0,2,-2,0.0,66.66666666666667,3,2,0,2,66.66666666666667,0.0,14,17,16,17
120.1,129.0,1,02:11:00,1,02:00:00,1,GALATASARAY MCT TECHNIC,"[101, 103, 107, 108, 109]",101|103|107|108|109,Unknownx5,"['1:101', '1:103', '1:107', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[55, 66, 89, 90, 92]",55|66|89|90|92,Unknownx5,"['2:55', '2:66', '2:89', '2:90', '2:92']","['T. Geçim', 'Y. Saybir', 'A. Perez', 'H. Besson', 'S. Whaley']",0,0,0,0,,,0,0,0,0,,,16,17,16,19
129.1,144.0,1,02:00:00,1,00:58:60,1,GALATASARAY MCT TECHNIC,"[101, 103, 107, 108, 109]",101|103|107|108|109,Unknownx5,"['1:101', '1:103', '1:107', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[55, 66, 67, 90, 92]",55|66|67|90|92,Unknownx5,"['2:55', '2:66', '2:67', '2:90', '2:92']","['T. Geçim', 'Y. Saybir', 'Ö. Cengiz', 'H. Besson', 'S. Whaley']",2,4,2,2,200.0,200.0,1,2,4,-2,200.0,200.0,16,19,20,22
144.1,194.0,1,00:58:60,2,07:28:00,1,GALATASARAY MCT TECHNIC,"[101, 103, 107, 108, 109]",101|103|107|108|109,Unknownx5,"['1:101', '1:103', '1:107', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[55, 67, 90, 92, 94]",55|67|90|92|94,Unknownx5,"['2:55', '2:67', '2:90', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",11,5,8,-3,45.45454545454545,72.72727272727273,11,8,5,3,72.72727272727273,45.45454545454545,20,22,27,28
194.1,198.0,2,07:28:00,2,07:28:00,1,GALATASARAY MCT TECHNIC,"[99, 102, 103, 107, 109]",99|102|103|107|109,Unknownx5,"['1:99', '1:102', '1:103', '1:107', '1:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",2,TOFAS,"[55, 67, 90, 92, 94]",55|67|90|92|94,Unknownx5,"['2:55', '2:67', '2:90', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",0,0,0,0,,,0,0,0,0,,,27,28,27,28
198.1,221.0,2,07:28:00,2,06:18:00,1,GALATASARAY MCT TECHNIC,"[99, 102, 103, 107, 109]",99|102|103|107|109,Unknownx5,"['1:99', '1:102', '1:103', '1:107', '1:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",2,TOFAS,"[66, 89, 90, 93, 94]",66|89|90|93|94,Unknownx5,"['2:66', '2:89', '2:90', '2:93', '2:94']","['Y. Saybir', 'A. Perez', 'H. Besson', 'J. Thomasson Jr', 'W. Kidd Jr']",1,2,0,2,200.0,0.0,2,0,2,-2,0.0,200.0,27,28,31,28
221.1,260.0,2,06:18:00,2,03:14:00,1,GALATASARAY MCT TECHNIC,"[99, 102, 103, 107, 109]",99|102|103|107|109,Unknownx5,"['1:99', '1:102', '1:103', '1:107', '1:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",2,TOFAS,"[66, 88, 89, 90, 93]",66|88|89|90|93,Unknownx5,"['2:66', '2:88', '2:89', '2:90', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'H. Besson', 'J. Thomasson Jr']",6,8,7,1,133.33333333333334,116.66666666666667,6,7,8,-1,116.66666666666667,133.33333333333334,31,28,42,35
260.1,262.0,2,03:14:00,2,03:14:00,1,GALATASARAY MCT TECHNIC,"[99, 102, 103, 107, 109]",99|102|103|107|109,Unknownx5,"['1:99', '1:102', '1:103', '1:107', '1:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'W. Cummings']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",0,0,0,0,,,0,0,0,0,,,42,35,42,35
262.1,279.0,2,03:14:00,2,02:03:00,1,GALATASARAY MCT TECHNIC,"[99, 102, 104, 107, 109]",99|102|104|107|109,Unknownx5,"['1:99', '1:102', '1:104', '1:107', '1:109']","['M. Yasar', 'E. Mc Collum', 'F. White Jr', 'R. Meeks', 'W. Cummings']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",2,2,3,-1,100.0,150.0,2,3,2,1,150.0,100.0,42,35,45,38
279.1,292.0,2,02:03:00,2,01:37:00,1,GALATASARAY MCT TECHNIC,"[99, 102, 103, 104, 109]",99|102|103|104|109,Unknownx5,"['1:99', '1:102', '1:103', '1:104', '1:109']","['M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",0,0,1,-1,,100.0,1,1,0,1,100.0,,45,38,48,38
292.1,306.0,2,01:37:00,2,00:42:90,1,GALATASARAY MCT TECHNIC,"[70, 99, 102, 103, 104]",70|99|102|103|104,Unknownx5,"['1:70', '1:99', '1:102', '1:103', '1:104']","['R. Öncel', 'M. Yasar', 'E. Mc Collum', 'J. Palmer Jr', 'F. White Jr']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",0,0,0,0,,0.0,1,0,0,0,0.0,,48,38,48,40
306.1,312.0,2,00:42:90,2,00:42:90,1,GALATASARAY MCT TECHNIC,"[101, 102, 103, 108, 109]",101|102|103|108|109,Unknownx5,"['1:101', '1:102', '1:103', '1:108', '1:109']","['T. Görener', 'E. Mc Collum', 'J. Palmer Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",0,0,0,0,,,0,0,0,0,,,48,40,48,40
312.1,333.0,2,00:42:90,2,00:18:00,1,GALATASARAY MCT TECHNIC,"[101, 102, 103, 108, 109]",101|102|103|108|109,Unknownx5,"['1:101', '1:102', '1:103', '1:108', '1:109']","['T. Görener', 'E. Mc Collum', 'J. Palmer Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[66, 89, 91, 92, 93]",66|89|91|92|93,Unknownx5,"['2:66', '2:89', '2:91', '2:92', '2:93']","['Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'S. Whaley', 'J. Thomasson Jr']",2,1,1,0,50.0,50.0,2,1,1,0,50.0,50.0,48,40,49,42
333.1,342.0,2,00:18:00,2,00:11:00,1,GALATASARAY MCT TECHNIC,"[70, 101, 103, 107, 108]",70|101|103|107|108,Unknownx5,"['1:70', '1:101', '1:103', '1:107', '1:108']","['R. Öncel', 'T. Görener', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop']",2,TOFAS,"[66, 89, 91, 92, 93]",66|89|91|92|93,Unknownx5,"['2:66', '2:89', '2:91', '2:92', '2:93']","['Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'S. Whaley', 'J. Thomasson Jr']",0,0,0,0,,,0,0,0,0,,,49,42,49,42
342.1,355.0,2,00:11:00,3,10:00:00,1,GALATASARAY MCT TECHNIC,"[70, 101, 107, 108, 109]",70|101|107|108|109,Unknownx5,"['1:70', '1:101', '1:107', '1:108', '1:109']","['R. Öncel', 'T. Görener', 'R. Meeks', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[66, 89, 91, 92, 93]",66|89|91|92|93,Unknownx5,"['2:66', '2:89', '2:91', '2:92', '2:93']","['Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'S. Whaley', 'J. Thomasson Jr']",0,0,0,0,,,0,0,0,0,,,49,42,49,42
355.1,361.0,3,10:00:00,3,10:00:00,1,GALATASARAY MCT TECHNIC,"[70, 102, 103, 105, 107]",70|102|103|105|107,Unknownx5,"['1:70', '1:102', '1:103', '1:105', '1:107']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. Gillespie Ii', 'R. Meeks']",2,TOFAS,"[66, 89, 91, 92, 93]",66|89|91|92|93,Unknownx5,"['2:66', '2:89', '2:91', '2:92', '2:93']","['Y. Saybir', 'A. Perez', 'M. Lewis Iii', 'S. Whaley', 'J. Thomasson Jr']",0,0,0,0,,,0,0,0,0,,,49,42,49,42
361.1,423.0,3,10:00:00,3,06:09:00,1,GALATASARAY MCT TECHNIC,"[70, 102, 103, 105, 107]",70|102|103|105|107,Unknownx5,"['1:70', '1:102', '1:103', '1:105', '1:107']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. Gillespie Ii', 'R. Meeks']",2,TOFAS,"[66, 88, 89, 91, 93]",66|88|89|91|93,Unknownx5,"['2:66', '2:88', '2:89', '2:91', '2:93']","['Y. Saybir', 'M. Blazevic', 'A. Perez', 'M. Lewis Iii', 'J. Thomasson Jr']",8,6,5,1,75.0,62.5,8,5,6,-1,62.5,75.0,49,42,57,47
423.1,427.0,3,06:09:00,3,06:09:00,1,GALATASARAY MCT TECHNIC,"[70, 102, 103, 105, 107]",70|102|103|105|107,Unknownx5,"['1:70', '1:102', '1:103', '1:105', '1:107']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'F. Gillespie Ii', 'R. Meeks']",2,TOFAS,"[66, 67, 88, 90, 91]",66|67|88|90|91,Unknownx5,"['2:66', '2:67', '2:88', '2:90', '2:91']","['Y. Saybir', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'M. Lewis Iii']",0,0,0,0,,,0,0,0,0,,,57,47,57,47
427.1,466.0,3,06:09:00,3,03:36:00,1,GALATASARAY MCT TECHNIC,"[70, 102, 103, 107, 108]",70|102|103|107|108,Unknownx5,"['1:70', '1:102', '1:103', '1:107', '1:108']","['R. Öncel', 'E. Mc Collum', 'J. Palmer Jr', 'R. Meeks', 'C. Bishop']",2,TOFAS,"[66, 67, 88, 90, 91]",66|67|88|90|91,Unknownx5,"['2:66', '2:67', '2:88', '2:90', '2:91']","['Y. Saybir', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'M. Lewis Iii']",8,6,5,1,75.0,71.42857142857143,7,5,6,-1,71.42857142857143,75.0,57,47,62,54
466.1,472.0,3,03:36:00,3,03:36:00,1,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['1:101', '1:103', '1:104', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[66, 67, 88, 90, 91]",66|67|88|90|91,Unknownx5,"['2:66', '2:67', '2:88', '2:90', '2:91']","['Y. Saybir', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'M. Lewis Iii']",0,0,0,0,,,0,0,0,0,,,62,54,62,54
472.1,506.0,3,03:36:00,3,02:03:00,1,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['1:101', '1:103', '1:104', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[55, 67, 88, 90, 92]",55|67|88|90|92,Unknownx5,"['2:55', '2:67', '2:88', '2:90', '2:92']","['T. Geçim', 'Ö. Cengiz', 'M. Blazevic', 'H. Besson', 'S. Whaley']",6,5,2,3,83.33333333333333,40.0,5,2,5,-3,40.0,83.33333333333333,62,54,67,56
506.1,530.0,3,02:03:00,3,00:12:50,1,GALATASARAY MCT TECHNIC,"[101, 103, 104, 108, 109]",101|103|104|108|109,Unknownx5,"['1:101', '1:103', '1:104', '1:108', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'C. Bishop', 'W. Cummings']",2,TOFAS,"[55, 67, 90, 92, 94]",55|67|90|92|94,Unknownx5,"['2:55', '2:67', '2:90', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",5,5,5,0,100.0,100.0,5,5,5,0,100.0,100.0,67,56,70,63
530.1,553.0,3,00:12:50,3,00:00:30,1,GALATASARAY MCT TECHNIC,"[101, 103, 104, 107, 109]",101|103|104|107|109,Unknownx5,"['1:101', '1:103', '1:104', '1:107', '1:109']","['T. Görener', 'J. Palmer Jr', 'F. White Jr', 'R. Meeks', 'W. Cummings']",2,TOFAS,"[55, 67, 90, 92, 94]",55|67|90|92|94,Unknownx5,"['2:55', '2:67', '2:90', '2:92', '2:94']","['T. Geçim', 'Ö. Cengiz', 'H. Besson', 'S. Whaley', 'W. Kidd Jr']",0,0,0,0,,,0,0,0,0,,,70,63,70,63
