possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,9,9,1.0,score,2,0,TÜRK TELEKOM,2
2,1,10,12,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
3,1,13,13,1.0,def_reb,0,0,TÜRK TELEKOM,0
4,1,15,15,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
5,1,16,16,1.0,def_reb,0,0,TÜRK TELEKOM,0
6,1,17,19,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
7,1,21,21,1.0,def_reb,0,0,TÜRK TELEKOM,0
8,1,22,30,2.0,offensive_foul,0,0,BAHÇESEHIR KOLEJI,0
9,1,31,31,1.0,turnover,0,0,TÜRK TELEKOM,0
10,1,32,34,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
11,1,35,35,1.0,def_reb,0,0,TÜRK TELEKOM,0
12,1,36,36,2.0,score,2,2,BAHÇESEHIR KOLEJI,0
13,1,37,38,1.0,def_reb,0,0,TÜRK TELEKOM,0
14,1,39,39,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
15,1,40,40,1.0,score,2,0,TÜRK TELEKOM,2
16,1,41,49,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
17,1,50,50,1.0,def_reb,0,0,TÜRK TELEKOM,0
18,1,51,51,2.0,made_ft_last,1,0,BAHÇESEHIR KOLEJI,1
19,1,52,64,1.0,score,2,0,TÜRK TELEKOM,2
20,1,65,68,2.0,made_ft_last,1,1,BAHÇESEHIR KOLEJI,0
21,1,70,70,1.0,score,2,2,TÜRK TELEKOM,0
22,1,71,71,2.0,score,2,2,BAHÇESEHIR KOLEJI,0
23,1,72,72,1.0,def_reb,0,0,TÜRK TELEKOM,0
24,1,73,73,2.0,def_reb,0,0,BAHÇESEHIR KOLEJI,0
25,1,75,81,1.0,score,3,0,TÜRK TELEKOM,3
26,1,82,89,2.0,score,2,0,BAHÇESEHIR KOLEJI,2
