team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,TÜRK TELEKOM,TTK,75,K. Allman,Kyle Lindsay,Allman,1,0,,0,,,17:14,1,6,16,0,3,0,1,3,33,4,4,100,0,0,0,4,3,1,0,1,0,2,6,2,0,-6,2,K. Allman,1:75
1,TÜRK TELEKOM,TTK,4,M. Tekçevik,Mete,Tekçevik,2,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Tekçevik,1:4
1,TÜRK TELEKOM,TTK,7,B. Durmaz,Berkan,Durmaz,3,1,,1,,,19:11,3,6,50,3,5,60,0,1,0,0,2,0,4,1,5,2,0,0,0,0,1,4,9,0,0,7,0,B. Durmaz,1:7
1,TÜRK TELEKOM,TTK,6,E. Kosut,Emircan,Kosut,5,0,,0,,,4:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,E. Kosut,1:6
1,TÜRK TELEKOM,TTK,3,A. Kahraman,Ata,Kahraman,6,0,,0,,,1:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,A. Kahraman,1:3
1,TÜRK TELEKOM,TTK,74,J. Usher,Jordan Emanuel ,Usher,8,1,,1,,,26:18,5,6,83,1,1,100,4,5,80,0,0,0,1,1,2,4,1,1,0,0,2,0,11,0,4,9,8,J. Usher,1:74
1,TÜRK TELEKOM,TTK,77,J. Smith,Jaleen Devon,Smith,9,1,,1,,,25:20,5,7,71,4,5,80,1,2,50,0,0,0,1,1,2,4,1,0,0,0,2,1,14,3,0,12,2,J. Smith,1:77
1,TÜRK TELEKOM,TTK,76,M. Simonovic,Marko,Simonovic,11,0,,0,,,14:46,3,6,50,0,2,0,3,4,75,4,5,80,4,1,5,2,1,1,0,0,4,3,10,2,4,4,6,M. Simonovic,1:76
1,TÜRK TELEKOM,TTK,71,A. Biçer,Atakan Murat,Biçer,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Biçer,1:71
1,TÜRK TELEKOM,TTK,5,D. Özdemiroglu,Dogus,Özdemiroglu,18,1,1.0,1,,,18:56,4,10,40,1,3,33,3,7,42,1,1,100,0,0,0,3,1,0,0,0,2,1,10,0,0,-6,6,D. Özdemiroglu,1:5
1,TÜRK TELEKOM,TTK,8,Y. Gültekin,Yavuz,Gültekin,19,0,,0,,,4:16,2,3,66,1,1,100,1,2,50,0,1,0,1,1,2,0,1,1,0,0,2,1,5,0,2,-6,2,Y. Gültekin,1:8
1,TÜRK TELEKOM,TTK,78,K. Bankston,Kristeon Lamar,Bankston,30,1,,1,,,19:50,5,5,100,0,0,0,5,5,100,0,0,0,4,2,6,2,2,0,2,0,2,0,10,0,2,-7,10,K. Bankston,1:78
2,BAHÇESEHIR KOLEJI,BSK,76,C. Homesley,Caleb Allen,Homesley,5,1,,0,,,18:36,3,10,30,1,7,14,2,3,66,4,4,100,3,2,5,0,2,0,0,0,0,3,11,2,2,-9,4,C. Homesley,2:76
2,BAHÇESEHIR KOLEJI,BSK,78,B. Koprivica,Balsa,Koprivica,8,0,,1,,,11:16,4,4,100,0,0,0,4,4,100,1,1,100,0,1,1,0,1,0,1,0,1,1,9,2,0,-2,8,B. Koprivica,2:78
2,BAHÇESEHIR KOLEJI,BSK,65,C. Coskun,Cengiz Sarp,Coskun,10,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Coskun,2:65
2,BAHÇESEHIR KOLEJI,BSK,77,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,0,,0,,,23:54,4,10,40,1,3,33,3,7,42,0,0,0,3,1,4,0,0,1,0,0,2,1,9,2,2,-2,6,M. Mitchell Ii,2:77
2,BAHÇESEHIR KOLEJI,BSK,64,F. Haltali,Furkan,Haltali,14,0,,0,,,1:24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,F. Haltali,2:64
2,BAHÇESEHIR KOLEJI,BSK,81,M. Flynn,Malachi Emmanuel,Flynn,22,1,,1,,,22:31,6,10,60,3,6,50,3,4,75,6,6,100,5,1,6,4,1,3,0,1,2,5,21,3,2,9,6,M. Flynn,2:81
2,BAHÇESEHIR KOLEJI,BSK,74,M. Ponitka,Mateusz Michal,Ponitka,28,1,,1,,,15:49,1,3,33,1,1,100,0,2,0,1,2,50,0,2,2,1,0,2,0,0,0,3,4,4,0,-8,0,M. Ponitka,2:74
2,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,0,,0,,,13:35,1,3,33,1,3,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,9,0,I. Akpinar,2:1
