team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,TÜRK TELEKOM,396.1,416.0,"[3, 7, 74, 75, 78]",3|7|74|75|78,3,3,3,2,4,-2,66.66666666666667,133.33333333333334,2,01:09:00,3,10:00:00,51,45,53,49,Unknownx5,5,3|7|74|75|78,1:3|1:7|1:74|1:75|1:78,"[3, 7, 74, 75, 78]","['1:3', '1:7', '1:74', '1:75', '1:78']","['A. Kahraman', 'B. Durmaz', 'J. Usher', 'K. Allman', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,416.1,462.0,"[5, 7, 74, 77, 78]",5|7|74|77|78,10,10,9,7,8,-1,70.0,88.88888888888889,3,10:00:00,3,05:59:00,53,49,60,57,Unknownx5,5,5|7|74|77|78,1:5|1:7|1:74|1:77|1:78,"[5, 7, 74, 77, 78]","['1:5', '1:7', '1:74', '1:77', '1:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,462.1,492.0,"[5, 74, 76, 77, 78]",5|74|76|77|78,8,8,8,10,9,1,125.0,112.5,3,05:59:00,3,02:44:00,60,57,70,66,Unknownx5,5,5|74|76|77|78,1:5|1:74|1:76|1:77|1:78,"[5, 74, 76, 77, 78]","['1:5', '1:74', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'J. Usher', 'M. Simonovic', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
1,TÜRK TELEKOM,492.1,559.0,"[7, 74, 75, 76, 77]",7|74|75|76|77,7,7,7,5,5,0,71.42857142857143,71.42857142857143,3,02:44:00,4,10:00:00,70,66,75,71,Unknownx5,5,7|74|75|76|77,1:7|1:74|1:75|1:76|1:77,"[7, 74, 75, 76, 77]","['1:7', '1:74', '1:75', '1:76', '1:77']","['B. Durmaz', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",TÜRK TELEKOM
1,TÜRK TELEKOM,559.1,572.0,"[5, 7, 74, 77, 78]",5|7|74|77|78,1,1,1,0,3,-3,0.0,300.0,4,10:00:00,4,09:50:00,75,71,75,74,Unknownx5,5,5|7|74|77|78,1:5|1:7|1:74|1:77|1:78,"[5, 7, 74, 77, 78]","['1:5', '1:7', '1:74', '1:77', '1:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",TÜRK TELEKOM
2,BAHÇESEHIR KOLEJI,1.0,52.0,"[3, 74, 76, 80, 81]",3|74|76|80|81,9,9,10,1,6,-5,11.11111111111111,60.0,1,10:00:00,1,07:15:00,0,0,1,6,Unknownx5,5,3|74|76|80|81,2:3|2:74|2:76|2:80|2:81,"[3, 74, 76, 80, 81]","['2:3', '2:74', '2:76', '2:80', '2:81']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,52.1,86.0,"[62, 74, 77, 80, 81]",62|74|77|80|81,3,3,4,2,8,-6,66.66666666666667,200.0,1,07:15:00,1,05:26:00,1,6,3,14,Unknownx5,5,62|74|77|80|81,2:62|2:74|2:77|2:80|2:81,"[62, 74, 77, 80, 81]","['2:62', '2:74', '2:77', '2:80', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,86.1,109.0,"[62, 74, 77, 78, 81]",62|74|77|78|81,3,3,3,4,3,1,133.33333333333334,100.0,1,05:26:00,1,04:16:00,3,14,7,17,Unknownx5,5,62|74|77|78|81,2:62|2:74|2:77|2:78|2:81,"[62, 74, 77, 78, 81]","['2:62', '2:74', '2:77', '2:78', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,109.1,121.0,"[62, 74, 77, 78, 79]",62|74|77|78|79,2,2,1,0,2,-2,0.0,200.0,1,04:16:00,1,03:41:00,7,17,7,19,Unknownx5,5,62|74|77|78|79,2:62|2:74|2:77|2:78|2:79,"[62, 74, 77, 78, 79]","['2:62', '2:74', '2:77', '2:78', '2:79']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,121.1,160.0,"[62, 76, 77, 78, 79]",62|76|77|78|79,7,7,7,3,4,-1,42.857142857142854,57.142857142857146,1,03:41:00,1,01:54:00,7,19,10,23,Unknownx5,5,62|76|77|78|79,2:62|2:76|2:77|2:78|2:79,"[62, 76, 77, 78, 79]","['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,160.1,195.0,"[64, 76, 77, 79, 81]",64|76|77|79|81,7,7,7,6,2,4,85.71428571428571,28.571428571428573,1,01:54:00,1,00:29:90,10,23,16,25,Unknownx5,5,64|76|77|79|81,2:64|2:76|2:77|2:79|2:81,"[64, 76, 77, 79, 81]","['2:64', '2:76', '2:77', '2:79', '2:81']","['F. Haltali', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,195.1,262.0,"[1, 77, 79, 80, 81]",1|77|79|80|81,10,10,10,11,4,7,110.0,40.0,1,00:29:90,2,07:30:00,16,25,27,29,Unknownx5,5,1|77|79|80|81,2:1|2:77|2:79|2:80|2:81,"[1, 77, 79, 80, 81]","['2:1', '2:77', '2:79', '2:80', '2:81']","['I. Akpinar', 'M. Mitchell Ii', 'H. Hale', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,262.1,294.0,"[1, 74, 77, 80, 81]",1|74|77|80|81,4,4,5,7,5,2,175.0,100.0,2,07:30:00,2,05:26:00,27,29,34,34,Unknownx5,5,1|74|77|80|81,2:1|2:74|2:77|2:80|2:81,"[1, 74, 77, 80, 81]","['2:1', '2:74', '2:77', '2:80', '2:81']","['I. Akpinar', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,294.1,322.0,"[62, 74, 76, 77, 80]",62|74|76|77|80,4,4,4,2,4,-2,50.0,100.0,2,05:26:00,2,04:43:00,34,34,36,38,Unknownx5,5,62|74|76|77|80,2:62|2:74|2:76|2:77|2:80,"[62, 74, 76, 77, 80]","['2:62', '2:74', '2:76', '2:77', '2:80']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,322.1,376.0,"[62, 74, 76, 77, 78]",62|74|76|77|78,9,9,9,9,11,-2,100.0,122.22222222222223,2,04:43:00,2,01:50:00,36,38,45,49,Unknownx5,5,62|74|76|77|78,2:62|2:74|2:76|2:77|2:78,"[62, 74, 76, 77, 78]","['2:62', '2:74', '2:76', '2:77', '2:78']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,376.1,390.0,"[62, 74, 76, 78, 79]",62|74|76|78|79,1,1,0,0,0,0,0.0,,2,01:50:00,2,01:09:00,45,49,45,49,Unknownx5,5,62|74|76|78|79,2:62|2:74|2:76|2:78|2:79,"[62, 74, 76, 78, 79]","['2:62', '2:74', '2:76', '2:78', '2:79']","['K. Sipahi', 'M. Ponitka', 'C. Homesley', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,390.1,420.0,"[1, 74, 78, 79, 81]",1|74|78|79|81,4,4,4,4,4,0,100.0,100.0,2,01:09:00,3,10:00:00,45,49,49,53,Unknownx5,5,1|74|78|79|81,2:1|2:74|2:78|2:79|2:81,"[1, 74, 78, 79, 81]","['2:1', '2:74', '2:78', '2:79', '2:81']","['I. Akpinar', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,420.1,496.0,"[1, 76, 77, 80, 81]",1|76|77|80|81,17,17,18,17,17,0,100.0,94.44444444444444,3,10:00:00,3,02:44:00,49,53,66,70,Unknownx5,5,1|76|77|80|81,2:1|2:76|2:77|2:80|2:81,"[1, 76, 77, 80, 81]","['2:1', '2:76', '2:77', '2:80', '2:81']","['I. Akpinar', 'C. Homesley', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,496.1,512.0,"[62, 76, 77, 78, 79]",62|76|77|78|79,1,1,1,0,3,-3,0.0,300.0,3,02:44:00,3,01:37:00,66,70,66,73,Unknownx5,5,62|76|77|78|79,2:62|2:76|2:77|2:78|2:79,"[62, 76, 77, 78, 79]","['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,512.1,543.0,"[62, 74, 78, 79, 81]",62|74|78|79|81,4,4,4,4,2,2,100.0,50.0,3,01:37:00,3,00:06:40,66,73,70,75,Unknownx5,5,62|74|78|79|81,2:62|2:74|2:78|2:79|2:81,"[62, 74, 78, 79, 81]","['2:62', '2:74', '2:78', '2:79', '2:81']","['K. Sipahi', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,543.1,563.0,"[1, 3, 62, 74, 77]",1|3|62|74|77,2,2,2,1,0,1,50.0,0.0,3,00:06:40,4,10:00:00,70,75,71,75,Unknownx5,5,1|3|62|74|77,2:1|2:3|2:62|2:74|2:77,"[1, 3, 62, 74, 77]","['2:1', '2:3', '2:62', '2:74', '2:77']","['I. Akpinar', 'G. Bas', 'K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii']",BAHÇESEHIR KOLEJI
2,BAHÇESEHIR KOLEJI,563.1,572.0,"[62, 74, 78, 79, 81]",62|74|78|79|81,1,1,1,3,0,3,300.0,0.0,4,10:00:00,4,09:50:00,71,75,74,75,Unknownx5,5,62|74|78|79|81,2:62|2:74|2:78|2:79|2:81,"[62, 74, 78, 79, 81]","['2:62', '2:74', '2:78', '2:79', '2:81']","['K. Sipahi', 'M. Ponitka', 'B. Koprivica', 'H. Hale', 'M. Flynn']",BAHÇESEHIR KOLEJI
