start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,52.0,1,10:00:00,1,07:15:00,1,TÜRK TELEKOM,"[5, 7, 74, 77, 78]",5|7|74|77|78,Unknownx5,"['1:5', '1:7', '1:74', '1:77', '1:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2,BAHÇESEHIR KOLEJI,"[3, 74, 76, 80, 81]",3|74|76|80|81,Unknownx5,"['2:3', '2:74', '2:76', '2:80', '2:81']","['G. Bas', 'M. Ponitka', 'C. Homesley', 'T. Williams', 'M. Flynn']",9,4,3,1,44.44444444444444,33.333333333333336,9,3,4,-1,33.333333333333336,44.44444444444444,0,0,6,1
52.1,84.0,1,07:15:00,1,05:26:00,1,TÜRK TELEKOM,"[5, 7, 74, 77, 78]",5|7|74|77|78,Unknownx5,"['1:5', '1:7', '1:74', '1:77', '1:78']","['D. Özdemiroglu', 'B. Durmaz', 'J. Usher', 'J. Smith', 'K. Bankston']",2,BAHÇESEHIR KOLEJI,"[62, 74, 77, 80, 81]",62|74|77|80|81,Unknownx5,"['2:62', '2:74', '2:77', '2:80', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",3,5,3,2,166.66666666666666,100.0,3,3,5,-2,100.0,166.66666666666666,6,1,14,3
84.1,86.0,1,05:26:00,1,05:26:00,1,TÜRK TELEKOM,"[5, 6, 7, 74, 77]",5|6|7|74|77,Unknownx5,"['1:5', '1:6', '1:7', '1:74', '1:77']","['D. Özdemiroglu', 'E. Kosut', 'B. Durmaz', 'J. Usher', 'J. Smith']",2,BAHÇESEHIR KOLEJI,"[62, 74, 77, 80, 81]",62|74|77|80|81,Unknownx5,"['2:62', '2:74', '2:77', '2:80', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'T. Williams', 'M. Flynn']",0,0,0,0,,,0,0,0,0,,,14,3,14,3
86.1,98.0,1,05:26:00,1,04:30:00,1,TÜRK TELEKOM,"[5, 6, 7, 74, 77]",5|6|7|74|77,Unknownx5,"['1:5', '1:6', '1:7', '1:74', '1:77']","['D. Özdemiroglu', 'E. Kosut', 'B. Durmaz', 'J. Usher', 'J. Smith']",2,BAHÇESEHIR KOLEJI,"[62, 74, 77, 78, 81]",62|74|77|78|81,Unknownx5,"['2:62', '2:74', '2:77', '2:78', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",2,4,1,3,200.0,100.0,1,1,4,-3,100.0,200.0,14,3,17,7
98.1,109.0,1,04:30:00,1,04:16:00,1,TÜRK TELEKOM,"[6, 74, 75, 76, 77]",6|74|75|76|77,Unknownx5,"['1:6', '1:74', '1:75', '1:76', '1:77']","['E. Kosut', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",2,BAHÇESEHIR KOLEJI,"[62, 74, 77, 78, 81]",62|74|77|78|81,Unknownx5,"['2:62', '2:74', '2:77', '2:78', '2:81']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'M. Flynn']",1,0,0,0,0.0,,0,0,0,0,,0.0,17,7,17,7
109.1,121.0,1,04:16:00,1,03:41:00,1,TÜRK TELEKOM,"[6, 74, 75, 76, 77]",6|74|75|76|77,Unknownx5,"['1:6', '1:74', '1:75', '1:76', '1:77']","['E. Kosut', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",2,BAHÇESEHIR KOLEJI,"[62, 74, 77, 78, 79]",62|74|77|78|79,Unknownx5,"['2:62', '2:74', '2:77', '2:78', '2:79']","['K. Sipahi', 'M. Ponitka', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",1,0,2,-2,0.0,200.0,1,2,0,2,200.0,0.0,17,7,19,7
121.1,154.0,1,03:41:00,1,01:54:00,1,TÜRK TELEKOM,"[6, 74, 75, 76, 77]",6|74|75|76|77,Unknownx5,"['1:6', '1:74', '1:75', '1:76', '1:77']","['E. Kosut', 'J. Usher', 'K. Allman', 'M. Simonovic', 'J. Smith']",2,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 79]",62|76|77|78|79,Unknownx5,"['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",6,2,5,-3,33.333333333333336,71.42857142857143,7,5,2,3,71.42857142857143,33.333333333333336,19,7,23,10
154.1,160.0,1,01:54:00,1,01:54:00,1,TÜRK TELEKOM,"[5, 8, 75, 76, 78]",5|8|75|76|78,Unknownx5,"['1:5', '1:8', '1:75', '1:76', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'K. Allman', 'M. Simonovic', 'K. Bankston']",2,BAHÇESEHIR KOLEJI,"[62, 76, 77, 78, 79]",62|76|77|78|79,Unknownx5,"['2:62', '2:76', '2:77', '2:78', '2:79']","['K. Sipahi', 'C. Homesley', 'M. Mitchell Ii', 'B. Koprivica', 'H. Hale']",0,0,0,0,,,0,0,0,0,,,23,10,23,10
160.1,193.0,1,01:54:00,1,00:29:90,1,TÜRK TELEKOM,"[5, 8, 75, 76, 78]",5|8|75|76|78,Unknownx5,"['1:5', '1:8', '1:75', '1:76', '1:78']","['D. Özdemiroglu', 'Y. Gültekin', 'K. Allman', 'M. Simonovic', 'K. Bankston']",2,BAHÇESEHIR KOLEJI,"[64, 76, 77, 79, 81]",64|76|77|79|81,Unknownx5,"['2:64', '2:76', '2:77', '2:79', '2:81']","['F. Haltali', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'M. Flynn']",6,4,4,0,66.66666666666667,57.142857142857146,7,4,4,0,57.142857142857146,66.66666666666667,23,10,25,16
193.1,195.0,1,00:29:90,1,00:29:90,1,TÜRK TELEKOM,"[5, 75, 76, 77, 78]",5|75|76|77|78,Unknownx5,"['1:5', '1:75', '1:76', '1:77', '1:78']","['D. Özdemiroglu', 'K. Allman', 'M. Simonovic', 'J. Smith', 'K. Bankston']",2,BAHÇESEHIR KOLEJI,"[64, 76, 77, 79, 81]",64|76|77|79|81,Unknownx5,"['2:64', '2:76', '2:77', '2:79', '2:81']","['F. Haltali', 'C. Homesley', 'M. Mitchell Ii', 'H. Hale', 'M. Flynn']",0,0,0,0,,,0,0,0,0,,,25,16,25,16
