team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,KARSIYAKA,1.0,127.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,16,16,18,20,19,1,125.0,105.55555555555556,1,10:00:00,1,03:07:00,0,0,20,19,Unknownx5,5,78|86|87|88|89,1:78|1:86|1:87|1:88|1:89,"[78, 86, 87, 88, 89]","['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
1,KARSIYAKA,127.1,168.0,"[78, 79, 88, 93, 95]",78|79|88|93|95,7,7,6,9,5,4,128.57142857142858,83.33333333333333,1,03:07:00,1,00:42:90,20,19,29,24,Unknownx5,5,78|79|88|93|95,1:78|1:79|1:88|1:93|1:95,"[78, 79, 88, 93, 95]","['1:78', '1:79', '1:88', '1:93', '1:95']","['S. Geyik', 'M. Celep', 'M. Moore', 'C. Young', 'N. Gordic']",KARSIYAKA
1,KARSIYAKA,168.1,180.0,"[79, 87, 88, 93, 95]",79|87|88|93|95,1,1,1,2,0,2,200.0,0.0,1,00:42:90,1,00:28:90,29,24,31,24,Unknownx5,5,79|87|88|93|95,1:79|1:87|1:88|1:93|1:95,"[79, 87, 88, 93, 95]","['1:79', '1:87', '1:88', '1:93', '1:95']","['M. Celep', 'J. Alston', 'M. Moore', 'C. Young', 'N. Gordic']",KARSIYAKA
1,KARSIYAKA,180.1,207.0,"[79, 82, 87, 93, 95]",79|82|87|93|95,4,4,4,3,1,2,75.0,25.0,1,00:28:90,2,09:09:00,31,24,34,25,Unknownx5,5,79|82|87|93|95,1:79|1:82|1:87|1:93|1:95,"[79, 82, 87, 93, 95]","['1:79', '1:82', '1:87', '1:93', '1:95']","['M. Celep', 'E. Özçelik', 'J. Alston', 'C. Young', 'N. Gordic']",KARSIYAKA
1,KARSIYAKA,207.1,232.0,"[78, 82, 87, 93, 95]",78|82|87|93|95,4,4,4,1,5,-4,25.0,125.0,2,09:09:00,2,08:37:00,34,25,35,30,Unknownx5,5,78|82|87|93|95,1:78|1:82|1:87|1:93|1:95,"[78, 82, 87, 93, 95]","['1:78', '1:82', '1:87', '1:93', '1:95']","['S. Geyik', 'E. Özçelik', 'J. Alston', 'C. Young', 'N. Gordic']",KARSIYAKA
1,KARSIYAKA,232.1,240.0,"[78, 82, 87, 88, 95]",78|82|87|88|95,1,1,2,0,0,0,0.0,0.0,2,08:37:00,2,08:09:00,35,30,35,30,Unknownx5,5,78|82|87|88|95,1:78|1:82|1:87|1:88|1:95,"[78, 82, 87, 88, 95]","['1:78', '1:82', '1:87', '1:88', '1:95']","['S. Geyik', 'E. Özçelik', 'J. Alston', 'M. Moore', 'N. Gordic']",KARSIYAKA
1,KARSIYAKA,240.1,291.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,8,8,8,4,4,0,50.0,50.0,2,08:09:00,2,05:44:00,35,30,39,34,Unknownx5,5,78|86|87|88|89,1:78|1:86|1:87|1:88|1:89,"[78, 86, 87, 88, 89]","['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
1,KARSIYAKA,291.1,332.0,"[78, 79, 86, 88, 89]",78|79|86|88|89,9,9,8,9,7,2,100.0,87.5,2,05:44:00,2,02:15:00,39,34,48,41,Unknownx5,5,78|79|86|88|89,1:78|1:79|1:86|1:88|1:89,"[78, 79, 86, 88, 89]","['1:78', '1:79', '1:86', '1:88', '1:89']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
1,KARSIYAKA,332.1,361.0,"[79, 83, 86, 88, 89]",79|83|86|88|89,6,6,6,2,6,-4,33.333333333333336,100.0,2,02:15:00,3,10:00:00,48,41,50,47,Unknownx5,5,79|83|86|88|89,1:79|1:83|1:86|1:88|1:89,"[79, 83, 86, 88, 89]","['1:79', '1:83', '1:86', '1:88', '1:89']","['M. Celep', 'E. Yapici', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
1,KARSIYAKA,361.1,419.0,"[78, 86, 87, 88, 89]",78|86|87|88|89,9,9,10,0,9,-9,0.0,90.0,3,10:00:00,3,06:14:00,50,47,50,56,Unknownx5,5,78|86|87|88|89,1:78|1:86|1:87|1:88|1:89,"[78, 86, 87, 88, 89]","['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",KARSIYAKA
