team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,KARSIYAKA,1.0,127.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:78|1:86|1:87|1:88|1:89,Unknownx5,1,10:00:00,1,03:07:00,0,0,20,19
1,KARSIYAKA,127.1,168.0,"[78, 79, 88, 93, 95]",5,78|79|88|93|95,"['1:78', '1:79', '1:88', '1:93', '1:95']","['S. Geyik', 'M. Celep', 'M. Moore', 'C. Young', 'N. Gordic']",1:78|1:79|1:88|1:93|1:95,Unknownx5,1,03:07:00,1,00:42:90,20,19,29,24
1,KARSIYAKA,168.1,180.0,"[79, 87, 88, 93, 95]",5,79|87|88|93|95,"['1:79', '1:87', '1:88', '1:93', '1:95']","['M. Celep', 'J. Alston', 'M. Moore', 'C. Young', 'N. Gordic']",1:79|1:87|1:88|1:93|1:95,Unknownx5,1,00:42:90,1,00:28:90,29,24,31,24
1,KARSIYAKA,180.1,207.0,"[79, 82, 87, 93, 95]",5,79|82|87|93|95,"['1:79', '1:82', '1:87', '1:93', '1:95']","['M. Celep', 'E. Özçelik', 'J. Alston', 'C. Young', 'N. Gordic']",1:79|1:82|1:87|1:93|1:95,Unknownx5,1,00:28:90,2,09:09:00,31,24,34,25
1,KARSIYAKA,207.1,232.0,"[78, 82, 87, 93, 95]",5,78|82|87|93|95,"['1:78', '1:82', '1:87', '1:93', '1:95']","['S. Geyik', 'E. Özçelik', 'J. Alston', 'C. Young', 'N. Gordic']",1:78|1:82|1:87|1:93|1:95,Unknownx5,2,09:09:00,2,08:37:00,34,25,35,30
1,KARSIYAKA,232.1,240.0,"[78, 82, 87, 88, 95]",5,78|82|87|88|95,"['1:78', '1:82', '1:87', '1:88', '1:95']","['S. Geyik', 'E. Özçelik', 'J. Alston', 'M. Moore', 'N. Gordic']",1:78|1:82|1:87|1:88|1:95,Unknownx5,2,08:37:00,2,08:09:00,35,30,35,30
1,KARSIYAKA,240.1,291.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:78|1:86|1:87|1:88|1:89,Unknownx5,2,08:09:00,2,05:44:00,35,30,39,34
1,KARSIYAKA,291.1,332.0,"[78, 79, 86, 88, 89]",5,78|79|86|88|89,"['1:78', '1:79', '1:86', '1:88', '1:89']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",1:78|1:79|1:86|1:88|1:89,Unknownx5,2,05:44:00,2,02:15:00,39,34,48,41
1,KARSIYAKA,332.1,361.0,"[79, 83, 86, 88, 89]",5,79|83|86|88|89,"['1:79', '1:83', '1:86', '1:88', '1:89']","['M. Celep', 'E. Yapici', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",1:79|1:83|1:86|1:88|1:89,Unknownx5,2,02:15:00,3,10:00:00,48,41,50,47
1,KARSIYAKA,361.1,419.0,"[78, 86, 87, 88, 89]",5,78|86|87|88|89,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",1:78|1:86|1:87|1:88|1:89,Unknownx5,3,10:00:00,3,06:14:00,50,47,50,56
1,KARSIYAKA,419.1,438.0,"[78, 79, 86, 88, 93]",5,78|79|86|88|93,"['1:78', '1:79', '1:86', '1:88', '1:93']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'M. Moore', 'C. Young']",1:78|1:79|1:86|1:88|1:93,Unknownx5,3,06:14:00,3,05:27:00,50,56,52,56
1,KARSIYAKA,438.1,505.0,"[78, 79, 88, 93, 95]",5,78|79|88|93|95,"['1:78', '1:79', '1:88', '1:93', '1:95']","['S. Geyik', 'M. Celep', 'M. Moore', 'C. Young', 'N. Gordic']",1:78|1:79|1:88|1:93|1:95,Unknownx5,3,05:27:00,3,02:19:00,52,56,58,64
1,KARSIYAKA,505.1,514.0,"[78, 86, 87, 93, 95]",5,78|86|87|93|95,"['1:78', '1:86', '1:87', '1:93', '1:95']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Young', 'N. Gordic']",1:78|1:86|1:87|1:93|1:95,Unknownx5,3,02:19:00,3,02:02:00,58,64,60,64
1,KARSIYAKA,514.1,566.0,"[79, 86, 87, 93, 95]",5,79|86|87|93|95,"['1:79', '1:86', '1:87', '1:93', '1:95']","['M. Celep', 'C. Chiozza', 'J. Alston', 'C. Young', 'N. Gordic']",1:79|1:86|1:87|1:93|1:95,Unknownx5,3,02:02:00,4,08:40:00,60,64,67,76
1,KARSIYAKA,566.1,589.0,"[78, 86, 87, 93, 95]",5,78|86|87|93|95,"['1:78', '1:86', '1:87', '1:93', '1:95']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Young', 'N. Gordic']",1:78|1:86|1:87|1:93|1:95,Unknownx5,4,08:40:00,4,06:52:00,67,76,75,83
1,KARSIYAKA,589.1,627.0,"[78, 87, 88, 93, 95]",5,78|87|88|93|95,"['1:78', '1:87', '1:88', '1:93', '1:95']","['S. Geyik', 'J. Alston', 'M. Moore', 'C. Young', 'N. Gordic']",1:78|1:87|1:88|1:93|1:95,Unknownx5,4,06:52:00,4,05:07:00,75,83,78,88
1,KARSIYAKA,627.1,663.0,"[78, 87, 88, 89, 95]",5,78|87|88|89|95,"['1:78', '1:87', '1:88', '1:89', '1:95']","['S. Geyik', 'J. Alston', 'M. Moore', 'C. Manning Jr', 'N. Gordic']",1:78|1:87|1:88|1:89|1:95,Unknownx5,4,05:07:00,4,03:09:00,78,88,83,94
1,KARSIYAKA,663.1,673.0,"[78, 79, 88, 89, 95]",5,78|79|88|89|95,"['1:78', '1:79', '1:88', '1:89', '1:95']","['S. Geyik', 'M. Celep', 'M. Moore', 'C. Manning Jr', 'N. Gordic']",1:78|1:79|1:88|1:89|1:95,Unknownx5,4,03:09:00,4,02:32:00,83,94,85,94
1,KARSIYAKA,673.1,715.0,"[78, 79, 86, 88, 89]",5,78|79|86|88|89,"['1:78', '1:79', '1:86', '1:88', '1:89']","['S. Geyik', 'M. Celep', 'C. Chiozza', 'M. Moore', 'C. Manning Jr']",1:78|1:79|1:86|1:88|1:89,Unknownx5,4,02:32:00,4,00:00:00,85,94,87,101
2,ANADOLU EFES,1.0,78.0,"[73, 80, 86, 87, 90]",5,73|80|86|87|90,"['2:73', '2:80', '2:86', '2:87', '2:90']","['B. Dessert', 'E. Yilmaz', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin']",2:73|2:80|2:86|2:87|2:90,Unknownx5,1,10:00:00,1,04:56:00,0,0,14,12
2,ANADOLU EFES,78.1,97.0,"[73, 74, 86, 87, 90]",5,73|74|86|87|90,"['2:73', '2:74', '2:86', '2:87', '2:90']","['B. Dessert', 'P. Dozier', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin']",2:73|2:74|2:86|2:87|2:90,Unknownx5,1,04:56:00,1,04:24:00,14,12,14,15
2,ANADOLU EFES,97.1,131.0,"[74, 75, 87, 90, 91]",5,74|75|87|90|91,"['2:74', '2:75', '2:87', '2:90', '2:91']","['P. Dozier', 'C. Swider', 'N. Weiler-Babb', 'S. Larkin', 'K. Jones']",2:74|2:75|2:87|2:90|2:91,Unknownx5,1,04:24:00,1,03:07:00,14,15,19,20
2,ANADOLU EFES,131.1,176.0,"[74, 75, 81, 91, 92]",5,74|75|81|91|92,"['2:74', '2:75', '2:81', '2:91', '2:92']","['P. Dozier', 'C. Swider', 'S. Hazer', 'K. Jones', 'J. Loyd']",2:74|2:75|2:81|2:91|2:92,Unknownx5,1,03:07:00,1,00:28:90,19,20,24,29
2,ANADOLU EFES,176.1,186.0,"[74, 75, 90, 91, 92]",5,74|75|90|91|92,"['2:74', '2:75', '2:90', '2:91', '2:92']","['P. Dozier', 'C. Swider', 'S. Larkin', 'K. Jones', 'J. Loyd']",2:74|2:75|2:90|2:91|2:92,Unknownx5,1,00:28:90,1,00:16:30,24,29,24,31
2,ANADOLU EFES,186.1,266.0,"[74, 75, 81, 91, 92]",5,74|75|81|91|92,"['2:74', '2:75', '2:81', '2:91', '2:92']","['P. Dozier', 'C. Swider', 'S. Hazer', 'K. Jones', 'J. Loyd']",2:74|2:75|2:81|2:91|2:92,Unknownx5,1,00:16:30,2,07:20:00,24,31,30,37
2,ANADOLU EFES,266.1,293.0,"[81, 86, 90, 91, 92]",5,81|86|90|91|92,"['2:81', '2:86', '2:90', '2:91', '2:92']","['S. Hazer', 'R. Smits', 'S. Larkin', 'K. Jones', 'J. Loyd']",2:81|2:86|2:90|2:91|2:92,Unknownx5,2,07:20:00,2,05:44:00,30,37,34,39
2,ANADOLU EFES,293.1,306.0,"[74, 81, 86, 90, 91]",5,74|81|86|90|91,"['2:74', '2:81', '2:86', '2:90', '2:91']","['P. Dozier', 'S. Hazer', 'R. Smits', 'S. Larkin', 'K. Jones']",2:74|2:81|2:86|2:90|2:91,Unknownx5,2,05:44:00,2,04:38:00,34,39,39,41
2,ANADOLU EFES,306.1,323.0,"[74, 86, 87, 90, 91]",5,74|86|87|90|91,"['2:74', '2:86', '2:87', '2:90', '2:91']","['P. Dozier', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin', 'K. Jones']",2:74|2:86|2:87|2:90|2:91,Unknownx5,2,04:38:00,2,02:53:00,39,41,41,46
2,ANADOLU EFES,323.1,334.0,"[73, 74, 86, 87, 90]",5,73|74|86|87|90,"['2:73', '2:74', '2:86', '2:87', '2:90']","['B. Dessert', 'P. Dozier', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin']",2:73|2:74|2:86|2:87|2:90,Unknownx5,2,02:53:00,2,02:15:00,41,46,41,48
2,ANADOLU EFES,334.1,365.0,"[73, 86, 87, 90, 92]",5,73|86|87|90|92,"['2:73', '2:86', '2:87', '2:90', '2:92']","['B. Dessert', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin', 'J. Loyd']",2:73|2:86|2:87|2:90|2:92,Unknownx5,2,02:15:00,3,10:00:00,41,48,47,50
2,ANADOLU EFES,365.1,430.0,"[73, 80, 86, 87, 90]",5,73|80|86|87|90,"['2:73', '2:80', '2:86', '2:87', '2:90']","['B. Dessert', 'E. Yilmaz', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin']",2:73|2:80|2:86|2:87|2:90,Unknownx5,3,10:00:00,3,05:55:00,47,50,56,52
2,ANADOLU EFES,430.1,444.0,"[73, 74, 86, 87, 90]",5,73|74|86|87|90,"['2:73', '2:74', '2:86', '2:87', '2:90']","['B. Dessert', 'P. Dozier', 'R. Smits', 'N. Weiler-Babb', 'S. Larkin']",2:73|2:74|2:86|2:87|2:90,Unknownx5,3,05:55:00,3,05:10:00,56,52,56,52
2,ANADOLU EFES,444.1,486.0,"[73, 74, 75, 87, 90]",5,73|74|75|87|90,"['2:73', '2:74', '2:75', '2:87', '2:90']","['B. Dessert', 'P. Dozier', 'C. Swider', 'N. Weiler-Babb', 'S. Larkin']",2:73|2:74|2:75|2:87|2:90,Unknownx5,3,05:10:00,3,03:03:00,56,52,62,58
2,ANADOLU EFES,486.1,545.0,"[74, 75, 81, 91, 92]",5,74|75|81|91|92,"['2:74', '2:75', '2:81', '2:91', '2:92']","['P. Dozier', 'C. Swider', 'S. Hazer', 'K. Jones', 'J. Loyd']",2:74|2:75|2:81|2:91|2:92,Unknownx5,3,03:03:00,3,00:02:20,62,58,71,65
