team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,GALATASARAY MCT TECHNIC,1.0,54.0,"[72, 103, 104, 105, 106]",5,72|103|104|105|106,"['1:72', '1:103', '1:104', '1:105', '1:106']","['Z. Tekin', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'J. Robinson Jr']",1:72|1:103|1:104|1:105|1:106,Unknownx5,1,10:00:00,1,05:09:00,0,0,11,11
1,GALATASARAY MCT TECHNIC,54.1,72.0,"[38, 103, 104, 105, 109]",5,38|103|104|105|109,"['1:38', '1:103', '1:104', '1:105', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",1:38|1:103|1:104|1:105|1:109,Unknownx5,1,05:09:00,1,04:01:00,11,11,13,13
1,GALATASARAY MCT TECHNIC,72.1,108.0,"[38, 99, 103, 104, 109]",5,38|99|103|104|109,"['1:38', '1:99', '1:103', '1:104', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",1:38|1:99|1:103|1:104|1:109,Unknownx5,1,04:01:00,1,01:07:00,13,13,22,19
1,GALATASARAY MCT TECHNIC,108.1,134.0,"[38, 99, 106, 107, 109]",5,38|99|106|107|109,"['1:38', '1:99', '1:106', '1:107', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:38|1:99|1:106|1:107|1:109,Unknownx5,1,01:07:00,1,00:09:90,22,19,25,21
1,GALATASARAY MCT TECHNIC,134.1,145.0,"[38, 72, 99, 106, 107]",5,38|72|99|106|107,"['1:38', '1:72', '1:99', '1:106', '1:107']","['A. Tuncer', 'Z. Tekin', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks']",1:38|1:72|1:99|1:106|1:107,Unknownx5,1,00:09:90,2,10:00:00,25,21,26,21
1,GALATASARAY MCT TECHNIC,145.1,196.0,"[38, 99, 106, 107, 109]",5,38|99|106|107|109,"['1:38', '1:99', '1:106', '1:107', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:38|1:99|1:106|1:107|1:109,Unknownx5,2,10:00:00,2,06:56:00,26,21,33,25
1,GALATASARAY MCT TECHNIC,196.1,225.0,"[71, 99, 106, 107, 109]",5,71|99|106|107|109,"['1:71', '1:99', '1:106', '1:107', '1:109']","['C. Korkmaz', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:71|1:99|1:106|1:107|1:109,Unknownx5,2,06:56:00,2,04:27:00,33,25,43,31
1,GALATASARAY MCT TECHNIC,225.1,289.0,"[71, 72, 103, 105, 107]",5,71|72|103|105|107,"['1:71', '1:72', '1:103', '1:105', '1:107']","['C. Korkmaz', 'Z. Tekin', 'J. Palmer Jr', 'F. Gillespie Ii', 'R. Meeks']",1:71|1:72|1:103|1:105|1:107,Unknownx5,2,04:27:00,2,02:56:00,43,31,45,36
1,GALATASARAY MCT TECHNIC,289.1,312.0,"[71, 72, 103, 104, 105]",5,71|72|103|104|105,"['1:71', '1:72', '1:103', '1:104', '1:105']","['C. Korkmaz', 'Z. Tekin', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii']",1:71|1:72|1:103|1:104|1:105,Unknownx5,2,02:56:00,2,01:34:00,45,36,49,39
1,GALATASARAY MCT TECHNIC,312.1,329.0,"[38, 71, 104, 105, 109]",5,38|71|104|105|109,"['1:38', '1:71', '1:104', '1:105', '1:109']","['A. Tuncer', 'C. Korkmaz', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",1:38|1:71|1:104|1:105|1:109,Unknownx5,2,01:34:00,2,00:53:00,49,39,49,40
1,GALATASARAY MCT TECHNIC,329.1,351.0,"[38, 104, 105, 106, 109]",5,38|104|105|106|109,"['1:38', '1:104', '1:105', '1:106', '1:109']","['A. Tuncer', 'F. White Jr', 'F. Gillespie Ii', 'J. Robinson Jr', 'W. Cummings']",1:38|1:104|1:105|1:106|1:109,Unknownx5,2,00:53:00,2,00:03:90,49,40,51,43
1,GALATASARAY MCT TECHNIC,351.1,370.0,"[71, 104, 106, 107, 109]",5,71|104|106|107|109,"['1:71', '1:104', '1:106', '1:107', '1:109']","['C. Korkmaz', 'F. White Jr', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",1:71|1:104|1:106|1:107|1:109,Unknownx5,2,00:03:90,3,10:00:00,51,43,51,43
