team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
2,KARSIYAKA,KSK,78,S. Geyik,Samet,Geyik,4,1,,0,,,29:43,5,9,55,0,1,0,5,8,62,1,2,50,6,2,8,5,3,1,0,1,3,2,11,4,0,-7,10,S. Geyik,2:78
2,KARSIYAKA,KSK,96,M. Naumoski,Mihail,Naumoski,7,0,,0,,,0:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Naumoski,2:96
2,KARSIYAKA,KSK,95,N. Gordic,Nemanja,Gordic,8,0,,0,,,23:33,3,5,60,1,2,50,2,3,66,1,3,33,3,1,4,2,2,0,0,0,0,3,8,0,0,-12,4,N. Gordic,2:95
2,KARSIYAKA,KSK,86,C. Chiozza,Christopher Xavier,Chiozza,11,1,,1,,,25:34,1,6,16,1,4,25,0,2,0,0,0,0,0,0,0,9,4,1,0,1,2,2,3,0,3,-16,0,C. Chiozza,2:86
2,KARSIYAKA,KSK,80,A. Güven,Akif Egemen,Güven,15,0,,1,,,10:13,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,-13,2,A. Güven,2:80
2,KARSIYAKA,KSK,89,C. Manning Jr,Charles Maurice,Manning Jr,21,1,,0,,,26:57,5,9,55,0,1,0,5,8,62,0,0,0,2,0,2,3,2,0,0,0,1,0,10,2,2,-25,10,C. Manning Jr,2:89
2,KARSIYAKA,KSK,85,R. Tarrant Jr,Ricky Lafredrick,Tarrant Jr,22,0,,1,,,6:58,2,2,100,2,2,100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,6,0,0,1,0,R. Tarrant Jr,2:85
2,KARSIYAKA,KSK,82,E. Özçelik,Ege,Özçelik,24,0,,0,,,3:25,0,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,-5,0,E. Özçelik,2:82
2,KARSIYAKA,KSK,87,J. Alston,Justin Alexander,Alston,32,1,,0,,,21:02,3,9,33,2,3,66,1,6,16,0,0,0,2,3,5,1,1,1,0,0,3,0,8,2,0,-8,2,J. Alston,2:87
2,KARSIYAKA,KSK,79,M. Celep,Mert,Celep,35,0,1.0,1,,,18:58,2,5,40,1,1,100,1,4,25,4,6,66,2,2,4,1,2,1,0,2,2,5,9,0,0,-12,2,M. Celep,2:79
