team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,GALATASARAY MCT TECHNIC,1.0,54.0,"[72, 103, 104, 105, 106]",72|103|104|105|106,12,12,12,11,11,0,91.66666666666667,91.66666666666667,1,10:00:00,1,05:09:00,0,0,11,11,Unknownx5,5,72|103|104|105|106,1:72|1:103|1:104|1:105|1:106,"[72, 103, 104, 105, 106]","['1:72', '1:103', '1:104', '1:105', '1:106']","['Z. Tekin', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'J. Robinson Jr']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,54.1,72.0,"[38, 103, 104, 105, 109]",38|103|104|105|109,2,2,3,2,2,0,100.0,66.66666666666667,1,05:09:00,1,04:01:00,11,11,13,13,Unknownx5,5,38|103|104|105|109,1:38|1:103|1:104|1:105|1:109,"[38, 103, 104, 105, 109]","['1:38', '1:103', '1:104', '1:105', '1:109']","['A. Tuncer', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,72.1,108.0,"[38, 99, 103, 104, 109]",38|99|103|104|109,8,8,7,9,6,3,112.5,85.71428571428571,1,04:01:00,1,01:07:00,13,13,22,19,Unknownx5,5,38|99|103|104|109,1:38|1:99|1:103|1:104|1:109,"[38, 99, 103, 104, 109]","['1:38', '1:99', '1:103', '1:104', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Palmer Jr', 'F. White Jr', 'W. Cummings']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,108.1,134.0,"[38, 99, 106, 107, 109]",38|99|106|107|109,2,2,3,3,2,1,150.0,66.66666666666667,1,01:07:00,1,00:09:90,22,19,25,21,Unknownx5,5,38|99|106|107|109,1:38|1:99|1:106|1:107|1:109,"[38, 99, 106, 107, 109]","['1:38', '1:99', '1:106', '1:107', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,134.1,145.0,"[38, 72, 99, 106, 107]",38|72|99|106|107,2,2,1,1,0,1,50.0,0.0,1,00:09:90,2,10:00:00,25,21,26,21,Unknownx5,5,38|72|99|106|107,1:38|1:72|1:99|1:106|1:107,"[38, 72, 99, 106, 107]","['1:38', '1:72', '1:99', '1:106', '1:107']","['A. Tuncer', 'Z. Tekin', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,145.1,196.0,"[38, 99, 106, 107, 109]",38|99|106|107|109,7,7,7,7,4,3,100.0,57.142857142857146,2,10:00:00,2,06:56:00,26,21,33,25,Unknownx5,5,38|99|106|107|109,1:38|1:99|1:106|1:107|1:109,"[38, 99, 106, 107, 109]","['1:38', '1:99', '1:106', '1:107', '1:109']","['A. Tuncer', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,196.1,225.0,"[71, 99, 106, 107, 109]",71|99|106|107|109,5,5,5,10,6,4,200.0,120.0,2,06:56:00,2,04:27:00,33,25,43,31,Unknownx5,5,71|99|106|107|109,1:71|1:99|1:106|1:107|1:109,"[71, 99, 106, 107, 109]","['1:71', '1:99', '1:106', '1:107', '1:109']","['C. Korkmaz', 'M. Yasar', 'J. Robinson Jr', 'R. Meeks', 'W. Cummings']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,225.1,289.0,"[71, 72, 103, 105, 107]",71|72|103|105|107,2,2,2,2,5,-3,100.0,250.0,2,04:27:00,2,02:56:00,43,31,45,36,Unknownx5,5,71|72|103|105|107,1:71|1:72|1:103|1:105|1:107,"[71, 72, 103, 105, 107]","['1:71', '1:72', '1:103', '1:105', '1:107']","['C. Korkmaz', 'Z. Tekin', 'J. Palmer Jr', 'F. Gillespie Ii', 'R. Meeks']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,289.1,312.0,"[71, 72, 103, 104, 105]",71|72|103|104|105,3,3,3,4,3,1,133.33333333333334,100.0,2,02:56:00,2,01:34:00,45,36,49,39,Unknownx5,5,71|72|103|104|105,1:71|1:72|1:103|1:104|1:105,"[71, 72, 103, 104, 105]","['1:71', '1:72', '1:103', '1:104', '1:105']","['C. Korkmaz', 'Z. Tekin', 'J. Palmer Jr', 'F. White Jr', 'F. Gillespie Ii']",GALATASARAY MCT TECHNIC
1,GALATASARAY MCT TECHNIC,312.1,329.0,"[38, 71, 104, 105, 109]",38|71|104|105|109,4,4,5,0,1,-1,0.0,20.0,2,01:34:00,2,00:53:00,49,39,49,40,Unknownx5,5,38|71|104|105|109,1:38|1:71|1:104|1:105|1:109,"[38, 71, 104, 105, 109]","['1:38', '1:71', '1:104', '1:105', '1:109']","['A. Tuncer', 'C. Korkmaz', 'F. White Jr', 'F. Gillespie Ii', 'W. Cummings']",GALATASARAY MCT TECHNIC
