gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,1,1,REGULAR,105,F. GILLESPIE II,1,jumpball,5,4,[],won,0,33,Frederick Maurice ,Gillespie Ii,Frederick Maurice ,Gillespie Ii,F,G,F,G,F. Gillespie Ii,GALATASARAY MCT TECHNIC,GSM,F. Gillespie Ii,33,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:59,09:59:00,0,0,0,2,1,REGULAR,78,S. GEYIK,1,jumpball,6,4,[],lost,0,4,Samet,Geyik,Samet,Geyik,S,G,S,G,S. Geyik,KARSIYAKA,KSK,S. Geyik,4,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:51,09:51:00,0,0,0,1,1,REGULAR,104,F. WHITE JR,0,3pt,7,,[],jumpshot,1,35,Fabian Christopher,White Jr,Fabian Christopher,White Jr,F,W,F,W,F. White Jr,GALATASARAY MCT TECHNIC,GSM,F. White Jr,35,,,32.009998321533,52.939998626709,0.0,P3,missed,GALATASARAY MCT TECHNIC F. WHITE JR 3Pt missed,,,,,,,,,0,1,1.0,,0,0,0,0
09:48,09:48:00,0,0,0,1,1,REGULAR,72,Z. TEKIN,1,rebound,8,7,[],offensive,0,4,Zekeriya Yigit,Tekin,Zekeriya Yigit,Tekin,Z,T,Z,T,Z. Tekin,GALATASARAY MCT TECHNIC,GSM,Z. Tekin,4,,,,,,REB,,GALATASARAY MCT TECHNIC rebound offensive,,,,,,,,,0,1,1.0,,0,0,0,0
09:46,09:46:00,0,0,0,1,1,REGULAR,103,J. PALMER JR,0,3pt,9,,['2ndchance'],jumpshot,1,12,James Alfred,Palmer Jr,James Alfred,Palmer Jr,J,P,J,P,J. Palmer Jr,GALATASARAY MCT TECHNIC,GSM,J. Palmer Jr,12,,,21.090000152588,11.409999847412,0.0,P3,missed,GALATASARAY MCT TECHNIC J. PALMER JR 3Pt missed,,,,,,,,,0,1,1.0,def_reb,0,0,0,0
09:43,09:43:00,0,0,0,2,1,REGULAR,0,,1,rebound,13,9,['team'],defensive,0,,,,,,,,,,,KARSIYAKA,KSK,,,,,,,,TREB,,KARSIYAKA team rebound defensive,,,,,,,,,0,2,2.0,def_reb,0,0,0,0
09:23,09:23:00,0,3,-3,2,1,REGULAR,88,M. MOORE,1,3pt,15,,[],jumpshot,1,2,Michael Jarade,Moore,Michael Jarade,Moore,M,M,M,M,M. Moore,KARSIYAKA,KSK,M. Moore,2,,,70.860000610352,79.209999084473,1.0,P3,made,KARSIYAKA M. MOORE 3Pt made,86.0,2.0,C. CHIOZZA,,,,,,3,3,1.0,score,0,0,3,3
09:23,09:23:00,0,3,-3,2,1,REGULAR,86,C. CHIOZZA,1,assist,16,15,[],,0,11,Christopher Xavier,Chiozza,Christopher Xavier,Chiozza,C,C,C,C,C. Chiozza,KARSIYAKA,KSK,C. Chiozza,11,,,,,,ASS,,KARSIYAKA C. CHIOZZA assist,,,,,,,,,0,4,2.0,,0,0,0,3
09:11,09:11:00,2,3,-1,1,1,REGULAR,72,Z. TEKIN,1,2pt,17,,"['pointsinthepaint', 'fastbreak']",layup,1,4,Zekeriya Yigit,Tekin,Zekeriya Yigit,Tekin,Z,T,Z,T,Z. Tekin,GALATASARAY MCT TECHNIC,GSM,Z. Tekin,4,,,7.6799998283386,47.569999694824,1.0,P2,made,GALATASARAY MCT TECHNIC Z. TEKIN 2Pt made,,,,,,,,,2,4,2.0,score,2,2,0,3
08:54,08:54:00,2,3,-1,2,1,REGULAR,88,M. MOORE,0,2pt,18,,[],jumpshot,1,2,Michael Jarade,Moore,Michael Jarade,Moore,M,M,M,M,M. Moore,KARSIYAKA,KSK,M. Moore,2,,,76.01000213623,48.979999542236,0.0,P2,missed,KARSIYAKA M. MOORE 2Pt missed,,,,,,,,,0,5,1.0,def_reb,0,2,0,3
08:52,08:52:00,2,3,-1,1,1,REGULAR,106,J. ROBINSON JR,1,rebound,19,18,[],defensive,0,1,Jerome Emanuel,Robinson Jr,Jerome Emanuel,Robinson Jr,J,R,J,R,J. Robinson Jr,GALATASARAY MCT TECHNIC,GSM,J. Robinson Jr,1,,,,,,REB,,GALATASARAY MCT TECHNIC rebound defensive,,,,,,,,,0,6,2.0,def_reb,0,2,0,3
08:38,08:38:00,2,3,-1,2,1,REGULAR,88,M. MOORE,1,foul,21,,"['shooting', '2freethrow']",personal,0,2,Michael Jarade,Moore,Michael Jarade,Moore,M,M,M,M,M. Moore,KARSIYAKA,KSK,M. Moore,2,,,,,,FOUL,,KARSIYAKA M. MOORE foul personal,,,,,,,,,0,7,1.0,,0,2,0,3
08:38,08:38:00,2,3,-1,1,1,REGULAR,103,J. PALMER JR,1,foulon,22,21,[],,0,12,James Alfred,Palmer Jr,James Alfred,Palmer Jr,J,P,J,P,J. Palmer Jr,GALATASARAY MCT TECHNIC,GSM,J. Palmer Jr,12,,,,,,OTHER,,GALATASARAY MCT TECHNIC foulon,,,,,,,,,0,7,1.0,,0,2,0,3
