team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,KARŞIYAKA,KSK,93,C. Young,Cameron Jordan,Young,1,0,,0,,,19:24,6,9,66,1,4,25,5,5,100,6,6,100,1,0,1,2,3,0,0,0,2,6,19,0,0,0,8,C. Young,1:93
1,KARŞIYAKA,KSK,88,M. Moore,Michael Jarade,Moore,2,1,,0,,,22:31,2,7,28,2,4,50,0,3,0,1,2,50,3,0,3,0,0,0,0,0,3,1,7,0,0,-10,0,M. Moore,1:88
1,KARŞIYAKA,KSK,78,S. Geyik,Samet,Geyik,4,1,,0,,,25:19,2,8,25,0,1,0,2,7,28,0,2,0,1,0,1,1,0,2,0,1,5,2,4,0,0,-3,4,S. Geyik,1:78
1,KARŞIYAKA,KSK,92,S. Mentese,Serkan,Mentese,5,0,,0,,,0:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,S. Mentese,1:92
1,KARŞIYAKA,KSK,95,N. Gordic,Nemanja,Gordic,8,0,,1,,,27:59,3,7,42,1,3,33,2,4,50,5,6,83,1,1,2,3,2,1,0,1,1,5,12,2,2,-3,4,N. Gordic,1:95
1,KARŞIYAKA,KSK,86,C. Chiozza,Christopher Xavier,Chiozza,11,1,,0,,,20:37,1,4,25,0,1,0,1,3,33,0,0,0,2,0,2,3,1,1,0,0,2,2,2,0,0,-22,2,C. Chiozza,1:86
1,KARŞIYAKA,KSK,80,A. Güven,Akif Egemen,Güven,15,0,,0,,,11:10,0,2,0,0,0,0,0,2,0,1,2,50,1,3,4,1,0,0,0,1,1,1,1,1,0,-12,0,A. Güven,1:80
1,KARŞIYAKA,KSK,83,E. Yapici,Egemen,Yapici,19,0,,1,,,3:31,0,1,0,0,0,0,0,1,0,0,2,0,2,1,3,0,0,0,0,0,0,1,0,0,0,-1,0,E. Yapici,1:83
1,KARŞIYAKA,KSK,89,C. Manning Jr,Charles Maurice,Manning Jr,21,1,,1,,,25:52,2,10,20,0,1,0,2,9,22,4,4,100,1,0,1,1,1,2,0,1,4,1,8,0,0,-10,2,C. Manning Jr,1:89
1,KARŞIYAKA,KSK,82,E. Özçelik,Ege,Özçelik,24,0,,1,,,3:10,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-1,0,E. Özçelik,1:82
