start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,40.0,1,10:00:00,1,06:44:00,1,KARŞIYAKA,"[78, 86, 87, 88, 89]",78|86|87|88|89,Unknownx5,"['1:78', '1:86', '1:87', '1:88', '1:89']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'M. Moore', 'C. Manning Jr']",2,TRABZONSPOR,"[3, 9, 11, 12, 42]",3|9|11|12|42,Unknownx5,"['2:3', '2:9', '2:11', '2:12', '2:42']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'T. Taylor']",6,7,8,-1,116.66666666666667,114.28571428571429,7,8,7,1,114.28571428571429,116.66666666666667,0,0,4,11
40.1,50.0,1,06:44:00,1,06:30:00,1,KARŞIYAKA,"[78, 86, 87, 89, 93]",78|86|87|89|93,Unknownx5,"['1:78', '1:86', '1:87', '1:89', '1:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",2,TRABZONSPOR,"[3, 9, 11, 12, 42]",3|9|11|12|42,Unknownx5,"['2:3', '2:9', '2:11', '2:12', '2:42']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'T. Taylor']",1,0,0,0,0.0,0.0,1,0,0,0,0.0,0.0,4,11,4,11
50.1,69.0,1,06:30:00,1,04:13:00,1,KARŞIYAKA,"[78, 86, 87, 89, 93]",78|86|87|89|93,Unknownx5,"['1:78', '1:86', '1:87', '1:89', '1:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",2,TRABZONSPOR,"[3, 4, 9, 11, 12]",3|4|9|11|12,Unknownx5,"['2:3', '2:4', '2:9', '2:11', '2:12']","['B. Demir', 'I. Ulusoy', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah']",4,8,4,4,200.0,133.33333333333334,3,4,8,-4,133.33333333333334,200.0,4,11,8,19
69.1,82.0,1,04:13:00,1,03:33:00,1,KARŞIYAKA,"[78, 79, 89, 93, 95]",78|79|89|93|95,Unknownx5,"['1:78', '1:79', '1:89', '1:93', '1:95']","['S. Geyik', 'M. Celep', 'C. Manning Jr', 'C. Young', 'N. Gordic']",2,TRABZONSPOR,"[3, 4, 9, 11, 12]",3|4|9|11|12,Unknownx5,"['2:3', '2:4', '2:9', '2:11', '2:12']","['B. Demir', 'I. Ulusoy', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah']",1,2,0,2,200.0,,0,0,2,-2,,200.0,8,19,10,19
82.1,109.0,1,03:33:00,1,02:09:00,1,KARŞIYAKA,"[78, 79, 89, 93, 95]",78|79|89|93|95,Unknownx5,"['1:78', '1:79', '1:89', '1:93', '1:95']","['S. Geyik', 'M. Celep', 'C. Manning Jr', 'C. Young', 'N. Gordic']",2,TRABZONSPOR,"[4, 9, 10, 11, 12]",4|9|10|11|12,Unknownx5,"['2:4', '2:9', '2:10', '2:11', '2:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",4,2,2,0,50.0,50.0,4,2,2,0,50.0,50.0,10,19,12,21
109.1,111.0,1,02:09:00,1,02:09:00,1,KARŞIYAKA,"[79, 80, 88, 93, 95]",79|80|88|93|95,Unknownx5,"['1:79', '1:80', '1:88', '1:93', '1:95']","['M. Celep', 'A. Güven', 'M. Moore', 'C. Young', 'N. Gordic']",2,TRABZONSPOR,"[4, 9, 10, 11, 12]",4|9|10|11|12,Unknownx5,"['2:4', '2:9', '2:10', '2:11', '2:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",0,0,0,0,,,0,0,0,0,,,12,21,12,21
111.1,151.0,1,02:09:00,2,10:00:00,1,KARŞIYAKA,"[79, 80, 88, 93, 95]",79|80|88|93|95,Unknownx5,"['1:79', '1:80', '1:88', '1:93', '1:95']","['M. Celep', 'A. Güven', 'M. Moore', 'C. Young', 'N. Gordic']",2,TRABZONSPOR,"[4, 10, 11, 12, 56]",4|10|11|12|56,Unknownx5,"['2:4', '2:10', '2:11', '2:12', '2:56']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'R. Hamm Jr']",5,5,6,-1,100.0,100.0,6,6,5,1,100.0,100.0,12,21,18,27
151.1,170.0,2,10:00:00,2,08:46:00,1,KARŞIYAKA,"[79, 80, 88, 93, 95]",79|80|88|93|95,Unknownx5,"['1:79', '1:80', '1:88', '1:93', '1:95']","['M. Celep', 'A. Güven', 'M. Moore', 'C. Young', 'N. Gordic']",2,TRABZONSPOR,"[3, 10, 11, 42, 56]",3|10|11|42|56,Unknownx5,"['2:3', '2:10', '2:11', '2:42', '2:56']","['B. Demir', 'T. Tinkle', 'M. Reed', 'T. Taylor', 'R. Hamm Jr']",2,0,1,-1,0.0,33.333333333333336,3,1,0,1,33.333333333333336,0.0,18,27,21,27
170.1,187.0,2,08:46:00,2,07:42:00,1,KARŞIYAKA,"[79, 80, 89, 93, 95]",79|80|89|93|95,Unknownx5,"['1:79', '1:80', '1:89', '1:93', '1:95']","['M. Celep', 'A. Güven', 'C. Manning Jr', 'C. Young', 'N. Gordic']",2,TRABZONSPOR,"[3, 10, 11, 42, 56]",3|10|11|42|56,Unknownx5,"['2:3', '2:10', '2:11', '2:42', '2:56']","['B. Demir', 'T. Tinkle', 'M. Reed', 'T. Taylor', 'R. Hamm Jr']",1,3,0,3,300.0,0.0,2,0,3,-3,0.0,300.0,21,27,21,32
187.1,193.0,2,07:42:00,2,07:42:00,1,KARŞIYAKA,"[78, 86, 87, 89, 93]",78|86|87|89|93,Unknownx5,"['1:78', '1:86', '1:87', '1:89', '1:93']","['S. Geyik', 'C. Chiozza', 'J. Alston', 'C. Manning Jr', 'C. Young']",2,TRABZONSPOR,"[3, 10, 11, 42, 56]",3|10|11|42|56,Unknownx5,"['2:3', '2:10', '2:11', '2:42', '2:56']","['B. Demir', 'T. Tinkle', 'M. Reed', 'T. Taylor', 'R. Hamm Jr']",0,0,0,0,,,0,0,0,0,,,21,32,21,32
