team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,ESENLER EROKSPOR,1.0,58.0,"[20, 21, 23, 27, 28]",5,20|21|23|27|28,"['1:20', '1:21', '1:23', '1:27', '1:28']","['E. Arna', 'E. Gazi', 'J. Gant', 'J. Simmons', 'J. Love']",1:20|1:21|1:23|1:27|1:28,Unknownx5,1,10:00:00,1,06:41:00,0,0,2,8
1,ESENLER EROKSPOR,58.1,80.0,"[20, 23, 26, 27, 28]",5,20|23|26|27|28,"['1:20', '1:23', '1:26', '1:27', '1:28']","['E. Arna', 'J. Gant', 'J. Crawford', 'J. Simmons', 'J. Love']",1:20|1:23|1:26|1:27|1:28,Unknownx5,1,06:41:00,1,05:52:00,2,8,2,8
1,ESENLER EROKSPOR,80.1,119.0,"[20, 23, 25, 26, 27]",5,20|23|25|26|27,"['1:20', '1:23', '1:25', '1:26', '1:27']","['E. Arna', 'J. Gant', 'L. Galloway', 'J. Crawford', 'J. Simmons']",1:20|1:23|1:25|1:26|1:27,Unknownx5,1,05:52:00,1,02:45:00,2,8,7,16
1,ESENLER EROKSPOR,119.1,198.0,"[20, 22, 24, 25, 26]",5,20|22|24|25|26,"['1:20', '1:22', '1:24', '1:25', '1:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",1:20|1:22|1:24|1:25|1:26,Unknownx5,1,02:45:00,2,08:01:00,7,16,16,25
1,ESENLER EROKSPOR,198.1,227.0,"[15, 22, 24, 25, 26]",5,15|22|24|25|26,"['1:15', '1:22', '1:24', '1:25', '1:26']","['T. Akyazili', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",1:15|1:22|1:24|1:25|1:26,Unknownx5,2,08:01:00,2,06:43:00,16,25,16,30
1,ESENLER EROKSPOR,227.1,248.0,"[15, 19, 22, 26, 28]",5,15|19|22|26|28,"['1:15', '1:19', '1:22', '1:26', '1:28']","['T. Akyazili', 'A. Duverioglu', 'T. Thurman', 'J. Crawford', 'J. Love']",1:15|1:19|1:22|1:26|1:28,Unknownx5,2,06:43:00,2,05:17:00,16,30,19,33
1,ESENLER EROKSPOR,248.1,314.0,"[19, 20, 22, 26, 28]",5,19|20|22|26|28,"['1:19', '1:20', '1:22', '1:26', '1:28']","['A. Duverioglu', 'E. Arna', 'T. Thurman', 'J. Crawford', 'J. Love']",1:19|1:20|1:22|1:26|1:28,Unknownx5,2,05:17:00,2,00:45:80,19,33,25,42
1,ESENLER EROKSPOR,314.1,321.0,"[19, 21, 22, 26, 28]",5,19|21|22|26|28,"['1:19', '1:21', '1:22', '1:26', '1:28']","['A. Duverioglu', 'E. Gazi', 'T. Thurman', 'J. Crawford', 'J. Love']",1:19|1:21|1:22|1:26|1:28,Unknownx5,2,00:45:80,2,00:33:40,25,42,25,42
1,ESENLER EROKSPOR,321.1,344.0,"[21, 22, 24, 26, 28]",5,21|22|24|26|28,"['1:21', '1:22', '1:24', '1:26', '1:28']","['E. Gazi', 'T. Thurman', 'P. Cornelie', 'J. Crawford', 'J. Love']",1:21|1:22|1:24|1:26|1:28,Unknownx5,2,00:33:40,3,10:00:00,25,42,27,44
1,ESENLER EROKSPOR,344.1,437.0,"[19, 20, 22, 24, 28]",5,19|20|22|24|28,"['1:19', '1:20', '1:22', '1:24', '1:28']","['A. Duverioglu', 'E. Arna', 'T. Thurman', 'P. Cornelie', 'J. Love']",1:19|1:20|1:22|1:24|1:28,Unknownx5,3,10:00:00,3,05:05:00,27,44,39,49
1,ESENLER EROKSPOR,437.1,451.0,"[19, 22, 24, 26, 28]",5,19|22|24|26|28,"['1:19', '1:22', '1:24', '1:26', '1:28']","['A. Duverioglu', 'T. Thurman', 'P. Cornelie', 'J. Crawford', 'J. Love']",1:19|1:22|1:24|1:26|1:28,Unknownx5,3,05:05:00,3,03:43:00,39,49,41,51
1,ESENLER EROKSPOR,451.1,491.0,"[17, 22, 24, 26, 28]",5,17|22|24|26|28,"['1:17', '1:22', '1:24', '1:26', '1:28']","['M. Akyel', 'T. Thurman', 'P. Cornelie', 'J. Crawford', 'J. Love']",1:17|1:22|1:24|1:26|1:28,Unknownx5,3,03:43:00,3,01:32:00,41,51,45,55
1,ESENLER EROKSPOR,491.1,501.0,"[19, 22, 23, 26, 28]",5,19|22|23|26|28,"['1:19', '1:22', '1:23', '1:26', '1:28']","['A. Duverioglu', 'T. Thurman', 'J. Gant', 'J. Crawford', 'J. Love']",1:19|1:22|1:23|1:26|1:28,Unknownx5,3,01:32:00,3,00:54:00,45,55,45,57
1,ESENLER EROKSPOR,501.1,517.0,"[19, 22, 24, 26, 28]",5,19|22|24|26|28,"['1:19', '1:22', '1:24', '1:26', '1:28']","['A. Duverioglu', 'T. Thurman', 'P. Cornelie', 'J. Crawford', 'J. Love']",1:19|1:22|1:24|1:26|1:28,Unknownx5,3,00:54:00,4,10:00:00,45,57,45,57
1,ESENLER EROKSPOR,517.1,557.0,"[19, 20, 22, 23, 26]",5,19|20|22|23|26,"['1:19', '1:20', '1:22', '1:23', '1:26']","['A. Duverioglu', 'E. Arna', 'T. Thurman', 'J. Gant', 'J. Crawford']",1:19|1:20|1:22|1:23|1:26,Unknownx5,4,10:00:00,4,08:49:00,45,57,45,57
1,ESENLER EROKSPOR,557.1,575.0,"[19, 20, 22, 26, 28]",5,19|20|22|26|28,"['1:19', '1:20', '1:22', '1:26', '1:28']","['A. Duverioglu', 'E. Arna', 'T. Thurman', 'J. Crawford', 'J. Love']",1:19|1:20|1:22|1:26|1:28,Unknownx5,4,08:49:00,4,08:02:00,45,57,45,59
1,ESENLER EROKSPOR,575.1,606.0,"[19, 20, 22, 25, 28]",5,19|20|22|25|28,"['1:19', '1:20', '1:22', '1:25', '1:28']","['A. Duverioglu', 'E. Arna', 'T. Thurman', 'L. Galloway', 'J. Love']",1:19|1:20|1:22|1:25|1:28,Unknownx5,4,08:02:00,4,05:56:00,45,59,45,63
1,ESENLER EROKSPOR,606.1,632.0,"[19, 20, 24, 25, 28]",5,19|20|24|25|28,"['1:19', '1:20', '1:24', '1:25', '1:28']","['A. Duverioglu', 'E. Arna', 'P. Cornelie', 'L. Galloway', 'J. Love']",1:19|1:20|1:24|1:25|1:28,Unknownx5,4,05:56:00,4,02:42:00,45,63,53,65
1,ESENLER EROKSPOR,632.1,700.0,"[20, 22, 24, 25, 28]",5,20|22|24|25|28,"['1:20', '1:22', '1:24', '1:25', '1:28']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Love']",1:20|1:22|1:24|1:25|1:28,Unknownx5,4,02:42:00,4,00:09:90,53,65,67,72
1,ESENLER EROKSPOR,700.1,709.0,"[19, 22, 24, 25, 28]",5,19|22|24|25|28,"['1:19', '1:22', '1:24', '1:25', '1:28']","['A. Duverioglu', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Love']",1:19|1:22|1:24|1:25|1:28,Unknownx5,4,00:09:90,4,00:00:00,67,72,67,72
2,TRABZONSPOR,1.0,95.0,"[5, 9, 10, 11, 14]",5,5|9|10|11|14,"['2:5', '2:9', '2:10', '2:11', '2:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",2:5|2:9|2:10|2:11|2:14,Unknownx5,1,10:00:00,1,04:38:00,0,0,10,4
2,TRABZONSPOR,95.1,127.0,"[3, 5, 9, 11, 14]",5,3|5|9|11|14,"['2:3', '2:5', '2:9', '2:11', '2:14']","['B. Demir', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed', 'D. Grant']",2:3|2:5|2:9|2:11|2:14,Unknownx5,1,04:38:00,1,02:32:00,10,4,16,7
2,TRABZONSPOR,127.1,149.0,"[3, 5, 11, 13, 14]",5,3|5|11|13|14,"['2:3', '2:5', '2:11', '2:13', '2:14']","['B. Demir', 'O. Ulubay', 'M. Reed', 'K. Silins', 'D. Grant']",2:3|2:5|2:11|2:13|2:14,Unknownx5,1,02:32:00,1,01:09:00,16,7,20,7
2,TRABZONSPOR,149.1,169.0,"[3, 4, 11, 12, 13]",5,3|4|11|12|13,"['2:3', '2:4', '2:11', '2:12', '2:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",2:3|2:4|2:11|2:12|2:13,Unknownx5,1,01:09:00,2,10:00:00,20,7,21,12
2,TRABZONSPOR,169.1,206.0,"[3, 4, 7, 12, 13]",5,3|4|7|12|13,"['2:3', '2:4', '2:7', '2:12', '2:13']","['B. Demir', 'I. Ulusoy', 'J. Gordon', 'A. Yeboah', 'K. Silins']",2:3|2:4|2:7|2:12|2:13,Unknownx5,2,10:00:00,2,07:21:00,21,12,28,16
2,TRABZONSPOR,206.1,275.0,"[2, 3, 4, 7, 12]",5,2|3|4|7|12,"['2:2', '2:3', '2:4', '2:7', '2:12']","['E. Arar', 'B. Demir', 'I. Ulusoy', 'J. Gordon', 'A. Yeboah']",2:2|2:3|2:4|2:7|2:12,Unknownx5,2,07:21:00,2,03:51:00,28,16,35,19
2,TRABZONSPOR,275.1,287.0,"[2, 4, 7, 10, 12]",5,2|4|7|10|12,"['2:2', '2:4', '2:7', '2:10', '2:12']","['E. Arar', 'I. Ulusoy', 'J. Gordon', 'T. Tinkle', 'A. Yeboah']",2:2|2:4|2:7|2:10|2:12,Unknownx5,2,03:51:00,2,03:01:00,35,19,38,19
2,TRABZONSPOR,287.1,310.0,"[2, 7, 10, 12, 14]",5,2|7|10|12|14,"['2:2', '2:7', '2:10', '2:12', '2:14']","['E. Arar', 'J. Gordon', 'T. Tinkle', 'A. Yeboah', 'D. Grant']",2:2|2:7|2:10|2:12|2:14,Unknownx5,2,03:01:00,2,00:45:80,38,19,42,23
2,TRABZONSPOR,310.1,331.0,"[2, 10, 11, 12, 14]",5,2|10|11|12|14,"['2:2', '2:10', '2:11', '2:12', '2:14']","['E. Arar', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'D. Grant']",2:2|2:10|2:11|2:12|2:14,Unknownx5,2,00:45:80,2,00:20:60,42,23,42,25
