start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,58.0,1,10:00:00,1,06:41:00,1,ESENLER EROKSPOR,"[20, 21, 23, 27, 28]",20|21|23|27|28,Unknownx5,"['1:20', '1:21', '1:23', '1:27', '1:28']","['E. Arna', 'E. Gazi', 'J. Gant', 'J. Simmons', 'J. Love']",2,TRABZONSPOR,"[5, 9, 10, 11, 14]",5|9|10|11|14,Unknownx5,"['2:5', '2:9', '2:10', '2:11', '2:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",10,7,3,4,70.0,30.0,10,3,7,-4,30.0,70.0,0,0,2,8
58.1,80.0,1,06:41:00,1,05:52:00,1,ESENLER EROKSPOR,"[20, 23, 26, 27, 28]",20|23|26|27|28,Unknownx5,"['1:20', '1:23', '1:26', '1:27', '1:28']","['E. Arna', 'J. Gant', 'J. Crawford', 'J. Simmons', 'J. Love']",2,TRABZONSPOR,"[5, 9, 10, 11, 14]",5|9|10|11|14,Unknownx5,"['2:5', '2:9', '2:10', '2:11', '2:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",4,0,0,0,0.0,0.0,5,0,0,0,0.0,0.0,2,8,2,8
80.1,95.0,1,05:52:00,1,04:38:00,1,ESENLER EROKSPOR,"[20, 23, 25, 26, 27]",20|23|25|26|27,Unknownx5,"['1:20', '1:23', '1:25', '1:26', '1:27']","['E. Arna', 'J. Gant', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,TRABZONSPOR,"[5, 9, 10, 11, 14]",5|9|10|11|14,Unknownx5,"['2:5', '2:9', '2:10', '2:11', '2:14']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'D. Grant']",1,1,1,0,100.0,100.0,1,1,1,0,100.0,100.0,2,8,4,10
95.1,119.0,1,04:38:00,1,02:45:00,1,ESENLER EROKSPOR,"[20, 23, 25, 26, 27]",20|23|25|26|27,Unknownx5,"['1:20', '1:23', '1:25', '1:26', '1:27']","['E. Arna', 'J. Gant', 'L. Galloway', 'J. Crawford', 'J. Simmons']",2,TRABZONSPOR,"[3, 5, 9, 11, 14]",3|5|9|11|14,Unknownx5,"['2:3', '2:5', '2:9', '2:11', '2:14']","['B. Demir', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed', 'D. Grant']",6,3,6,-3,50.0,100.0,6,6,3,3,100.0,50.0,4,10,7,16
119.1,127.0,1,02:45:00,1,02:32:00,1,ESENLER EROKSPOR,"[20, 22, 24, 25, 26]",20|22|24|25|26,Unknownx5,"['1:20', '1:22', '1:24', '1:25', '1:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2,TRABZONSPOR,"[3, 5, 9, 11, 14]",3|5|9|11|14,Unknownx5,"['2:3', '2:5', '2:9', '2:11', '2:14']","['B. Demir', 'O. Ulubay', 'A. Delgado Astacio', 'M. Reed', 'D. Grant']",0,0,0,0,,,0,0,0,0,,,7,16,7,16
127.1,149.0,1,02:32:00,1,01:09:00,1,ESENLER EROKSPOR,"[20, 22, 24, 25, 26]",20|22|24|25|26,Unknownx5,"['1:20', '1:22', '1:24', '1:25', '1:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2,TRABZONSPOR,"[3, 5, 11, 13, 14]",3|5|11|13|14,Unknownx5,"['2:3', '2:5', '2:11', '2:13', '2:14']","['B. Demir', 'O. Ulubay', 'M. Reed', 'K. Silins', 'D. Grant']",5,2,2,0,40.0,40.0,5,2,2,0,40.0,40.0,7,16,7,20
149.1,169.0,1,01:09:00,2,10:00:00,1,ESENLER EROKSPOR,"[20, 22, 24, 25, 26]",20|22|24|25|26,Unknownx5,"['1:20', '1:22', '1:24', '1:25', '1:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2,TRABZONSPOR,"[3, 4, 11, 12, 13]",3|4|11|12|13,Unknownx5,"['2:3', '2:4', '2:11', '2:12', '2:13']","['B. Demir', 'I. Ulusoy', 'M. Reed', 'A. Yeboah', 'K. Silins']",4,1,2,-1,25.0,50.0,4,2,1,1,50.0,25.0,7,20,12,21
169.1,198.0,2,10:00:00,2,08:01:00,1,ESENLER EROKSPOR,"[20, 22, 24, 25, 26]",20|22|24|25|26,Unknownx5,"['1:20', '1:22', '1:24', '1:25', '1:26']","['E. Arna', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2,TRABZONSPOR,"[3, 4, 7, 12, 13]",3|4|7|12|13,Unknownx5,"['2:3', '2:4', '2:7', '2:12', '2:13']","['B. Demir', 'I. Ulusoy', 'J. Gordon', 'A. Yeboah', 'K. Silins']",5,3,5,-2,60.0,83.33333333333333,6,5,3,2,83.33333333333333,60.0,12,21,16,25
198.1,206.0,2,08:01:00,2,07:21:00,1,ESENLER EROKSPOR,"[15, 22, 24, 25, 26]",15|22|24|25|26,Unknownx5,"['1:15', '1:22', '1:24', '1:25', '1:26']","['T. Akyazili', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2,TRABZONSPOR,"[3, 4, 7, 12, 13]",3|4|7|12|13,Unknownx5,"['2:3', '2:4', '2:7', '2:12', '2:13']","['B. Demir', 'I. Ulusoy', 'J. Gordon', 'A. Yeboah', 'K. Silins']",0,0,0,0,,,0,0,0,0,,,16,25,16,28
206.1,227.0,2,07:21:00,2,06:43:00,1,ESENLER EROKSPOR,"[15, 22, 24, 25, 26]",15|22|24|25|26,Unknownx5,"['1:15', '1:22', '1:24', '1:25', '1:26']","['T. Akyazili', 'T. Thurman', 'P. Cornelie', 'L. Galloway', 'J. Crawford']",2,TRABZONSPOR,"[2, 3, 4, 7, 12]",2|3|4|7|12,Unknownx5,"['2:2', '2:3', '2:4', '2:7', '2:12']","['E. Arar', 'B. Demir', 'I. Ulusoy', 'J. Gordon', 'A. Yeboah']",3,0,2,-2,0.0,100.0,2,2,0,2,100.0,0.0,16,28,16,30
