team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,TRABZONSPOR,1.0,100.0,"[4, 5, 9, 10, 11]",5,4|5|9|10|11,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",1:4|1:5|1:9|1:10|1:11,Unknownx5,1,10:00:00,1,04:16:00,0,0,11,8
1,TRABZONSPOR,100.1,129.0,"[4, 5, 10, 11, 13]",5,4|5|10|11|13,"['1:4', '1:5', '1:10', '1:11', '1:13']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins']",1:4|1:5|1:10|1:11|1:13,Unknownx5,1,04:16:00,1,04:17:00,11,8,13,13
1,TRABZONSPOR,129.1,133.0,"[3, 4, 5, 11, 13]",5,3|4|5|11|13,"['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",1:3|1:4|1:5|1:11|1:13,Unknownx5,1,04:17:00,1,02:44:00,13,13,13,13
1,TRABZONSPOR,133.1,143.0,"[3, 4, 5, 11, 13]",5,3|4|5|11|13,"['1:3', '1:4', '1:5', '1:11', '1:13']","['B. Demir', 'I. Ulusoy', 'O. Ulubay', 'M. Reed', 'K. Silins']",1:3|1:4|1:5|1:11|1:13,Unknownx5,1,02:44:00,1,02:29:00,13,13,13,15
1,TRABZONSPOR,143.1,159.0,"[3, 5, 11, 13, 14]",5,3|5|11|13|14,"['1:3', '1:5', '1:11', '1:13', '1:14']","['B. Demir', 'O. Ulubay', 'M. Reed', 'K. Silins', 'D. Grant']",1:3|1:5|1:11|1:13|1:14,Unknownx5,1,02:29:00,1,00:56:10,13,15,15,16
1,TRABZONSPOR,159.1,170.0,"[3, 5, 13, 14, 42]",5,3|5|13|14|42,"['1:3', '1:5', '1:13', '1:14', '1:42']","['B. Demir', 'O. Ulubay', 'K. Silins', 'D. Grant', 'T. Taylor']",1:3|1:5|1:13|1:14|1:42,Unknownx5,1,00:56:10,1,00:31:00,15,16,17,16
1,TRABZONSPOR,170.1,178.0,"[3, 12, 13, 14, 42]",5,3|12|13|14|42,"['1:3', '1:12', '1:13', '1:14', '1:42']","['B. Demir', 'A. Yeboah', 'K. Silins', 'D. Grant', 'T. Taylor']",1:3|1:12|1:13|1:14|1:42,Unknownx5,1,00:31:00,1,00:16:70,17,16,17,16
1,TRABZONSPOR,178.1,193.0,"[5, 12, 13, 14, 42]",5,5|12|13|14|42,"['1:5', '1:12', '1:13', '1:14', '1:42']","['O. Ulubay', 'A. Yeboah', 'K. Silins', 'D. Grant', 'T. Taylor']",1:5|1:12|1:13|1:14|1:42,Unknownx5,1,00:16:70,2,10:00:00,17,16,17,17
1,TRABZONSPOR,193.1,218.0,"[3, 12, 13, 14, 42]",5,3|12|13|14|42,"['1:3', '1:12', '1:13', '1:14', '1:42']","['B. Demir', 'A. Yeboah', 'K. Silins', 'D. Grant', 'T. Taylor']",1:3|1:12|1:13|1:14|1:42,Unknownx5,2,10:00:00,2,08:14:00,17,17,17,23
1,TRABZONSPOR,218.1,247.0,"[3, 9, 12, 14, 42]",5,3|9|12|14|42,"['1:3', '1:9', '1:12', '1:14', '1:42']","['B. Demir', 'A. Delgado Astacio', 'A. Yeboah', 'D. Grant', 'T. Taylor']",1:3|1:9|1:12|1:14|1:42,Unknownx5,2,08:14:00,2,06:12:00,17,23,25,23
1,TRABZONSPOR,247.1,278.0,"[4, 9, 10, 12, 14]",5,4|9|10|12|14,"['1:4', '1:9', '1:10', '1:12', '1:14']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'A. Yeboah', 'D. Grant']",1:4|1:9|1:10|1:12|1:14,Unknownx5,2,06:12:00,2,04:48:00,25,23,25,25
1,TRABZONSPOR,278.1,307.0,"[4, 9, 10, 11, 12]",5,4|9|10|11|12,"['1:4', '1:9', '1:10', '1:11', '1:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",1:4|1:9|1:10|1:11|1:12,Unknownx5,2,04:48:00,2,03:43:00,25,25,25,31
1,TRABZONSPOR,307.1,329.0,"[4, 5, 9, 10, 11]",5,4|5|9|10|11,"['1:4', '1:5', '1:9', '1:10', '1:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",1:4|1:5|1:9|1:10|1:11,Unknownx5,2,03:43:00,2,01:40:00,25,31,30,33
1,TRABZONSPOR,329.1,395.0,"[5, 9, 10, 11, 42]",5,5|9|10|11|42,"['1:5', '1:9', '1:10', '1:11', '1:42']","['O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'T. Taylor']",1:5|1:9|1:10|1:11|1:42,Unknownx5,2,01:40:00,3,07:59:00,30,33,37,41
1,TRABZONSPOR,395.1,426.0,"[5, 10, 11, 13, 42]",5,5|10|11|13|42,"['1:5', '1:10', '1:11', '1:13', '1:42']","['O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins', 'T. Taylor']",1:5|1:10|1:11|1:13|1:42,Unknownx5,3,07:59:00,3,06:13:00,37,41,41,46
1,TRABZONSPOR,426.1,453.0,"[3, 11, 12, 13, 42]",5,3|11|12|13|42,"['1:3', '1:11', '1:12', '1:13', '1:42']","['B. Demir', 'M. Reed', 'A. Yeboah', 'K. Silins', 'T. Taylor']",1:3|1:11|1:12|1:13|1:42,Unknownx5,3,06:13:00,3,04:49:00,41,46,45,48
