gt,clock,s1,s2,lead,tno,period,periodType,pno,player,success,actionType,actionNumber,previousAction,qualifier,subType,scoring,shirtNumber,firstName,familyName,internationalFirstName,internationalFamilyName,firstNameInitial,familyNameInitial,internationalFirstNameInitial,internationalFamilyNameInitial,scoreboardName,team_name,team_code,player_name_from_roster,player_shirt,player_pos_raw,player_pos_group,x,y,r,ev_code,ev_result,ev_text,assist_pno,assist_tno,assist_player,block_pno,block_tno,block_player,assist_pos_group,block_pos_group,points,possession_id,possession_owner_tno,possession_end_reason,pts_1,cum_1,pts_2,cum_2
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,game,1,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,game start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,period,2,,[],start,0,,,,,,,,,,,,,,,,,,,,OTHER,,period start,,,,,,,,,0,0,,,0,0,0,0
10:00,10:00:00,0,0,0,0,1,REGULAR,0,,1,jumpball,4,,[],startperiod,0,,,,,,,,,,,,,,,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,1,1,REGULAR,9,A. DELGADO ASTACIO,1,jumpball,5,4,[],won,0,31,Angel Luis,Delgado Astacio,Angel Luis,Delgado Astacio,A,D,A,D,A. Delgado Astacio,TRABZONSPOR,TRB,A. Delgado Astacio,31,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:58,09:58:00,0,0,0,2,1,REGULAR,73,B. DESSERT,1,jumpball,6,4,[],lost,0,13,Brice ,Dessert,Brice ,Dessert,B,D,B,D,B. Dessert,ANADOLU EFES,EFS,B. Dessert,13,,,,,,JUMP,,jump ball,,,,,,,,,0,0,,,0,0,0,0
09:55,09:55:00,0,0,0,1,1,REGULAR,5,O. ULUBAY,1,turnover,7,,[],badpass,0,13,Okben,Ulubay,Okben,Ulubay,O,U,O,U,O. Ulubay,TRABZONSPOR,TRB,O. Ulubay,13,,,,,,TO,,TRABZONSPOR O. ULUBAY turnover badpass,,,,,,,,,0,1,1.0,turnover,0,0,0,0
09:55,09:55:00,0,0,0,2,1,REGULAR,81,S. HAZER,1,steal,8,7,[],,0,2,Sehmus,Hazer,Sehmus,Hazer,S,H,S,H,S. Hazer,ANADOLU EFES,EFS,S. Hazer,2,,,,,,ST,,ANADOLU EFES S. HAZER steal,,,,,,,,,0,2,2.0,,0,0,0,0
09:48,09:48:00,0,0,0,2,1,REGULAR,75,C. SWIDER,0,3pt,9,,['fromturnover'],jumpshot,1,21,Cole ,Swider,Cole ,Swider,C,S,C,S,C. Swider,ANADOLU EFES,EFS,C. Swider,21,,,28.739999771118,73.839996337891,0.0,P3,missed,ANADOLU EFES C. SWIDER 3Pt missed,,,,,,,,,0,2,2.0,def_reb,0,0,0,0
09:41,09:41:00,0,0,0,1,1,REGULAR,10,T. TINKLE,1,rebound,10,9,[],defensive,0,3,Tres Anthony,Tinkle,Tres Anthony,Tinkle,T,T,T,T,T. Tinkle,TRABZONSPOR,TRB,T. Tinkle,3,,,,,,REB,,TRABZONSPOR rebound defensive,,,,,,,,,0,3,1.0,def_reb,0,0,0,0
09:37,09:37:00,0,0,0,1,1,REGULAR,5,O. ULUBAY,0,3pt,11,,[],jumpshot,1,13,Okben,Ulubay,Okben,Ulubay,O,U,O,U,O. Ulubay,TRABZONSPOR,TRB,O. Ulubay,13,,,66.959999084473,35.139999389648,0.0,P3,missed,TRABZONSPOR O. ULUBAY 3Pt missed,,,,,,,,,0,4,2.0,def_reb,0,0,0,0
09:28,09:28:00,0,0,0,2,1,REGULAR,92,J. LOYD,1,rebound,13,11,[],defensive,0,3,Jordan ,Loyd,Jordan ,Loyd,J,L,J,L,J. Loyd,ANADOLU EFES,EFS,J. Loyd,3,,,,,,REB,,ANADOLU EFES rebound defensive,,,,,,,,,0,5,1.0,def_reb,0,0,0,0
09:28,09:28:00,0,0,0,2,1,REGULAR,0,,1,turnover,14,,['team'],8sec,0,,,,,,,,,,,ANADOLU EFES,EFS,,,,,,,,TO,,ANADOLU EFES  turnover 8sec,,,,,,,,,0,6,2.0,turnover,0,0,0,0
09:12,09:12:00,0,0,0,1,1,REGULAR,0,,1,turnover,17,,['team'],24sec,0,,,,,,,,,,,TRABZONSPOR,TRB,,,,,,,,TO,,TRABZONSPOR  turnover 24sec,,,,,,,,,0,7,1.0,turnover,0,0,0,0
08:59,08:59:00,0,0,0,2,1,REGULAR,75,C. SWIDER,0,3pt,19,,['fromturnover'],jumpshot,1,21,Cole ,Swider,Cole ,Swider,C,S,C,S,C. Swider,ANADOLU EFES,EFS,C. Swider,21,,,22.030000686646,7.460000038147,0.0,P3,missed,ANADOLU EFES C. SWIDER 3Pt missed,,,,,,,,,0,8,2.0,def_reb,0,0,0,0
08:55,08:55:00,0,0,0,1,1,REGULAR,9,A. DELGADO ASTACIO,1,rebound,20,19,[],defensive,0,31,Angel Luis,Delgado Astacio,Angel Luis,Delgado Astacio,A,D,A,D,A. Delgado Astacio,TRABZONSPOR,TRB,A. Delgado Astacio,31,,,,,,REB,,TRABZONSPOR rebound defensive,,,,,,,,,0,9,1.0,def_reb,0,0,0,0
08:52,08:52:00,0,0,0,1,1,REGULAR,11,M. REED,0,3pt,21,,[],jumpshot,1,0,Marcquise Deandre,Reed,Marcquise Deandre,Reed,M,R,M,R,M. Reed,TRABZONSPOR,TRB,M. Reed,0,,,75.690002441406,91.639999389648,0.0,P3,missed,TRABZONSPOR M. REED 3Pt missed,,,,,,,,,0,10,2.0,def_reb,0,0,0,0
08:48,08:48:00,0,0,0,2,1,REGULAR,80,E. YILMAZ,1,rebound,22,21,[],defensive,0,33,Erkan,Yilmaz,Erkan,Yilmaz,E,Y,E,Y,E. Yilmaz,ANADOLU EFES,EFS,E. Yilmaz,33,,,,,,REB,,ANADOLU EFES rebound defensive,,,,,,,,,0,11,1.0,def_reb,0,0,0,0
