team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,TRABZONSPOR,TRB,11,M. Reed,Marcquise Deandre,Reed,0,1,,1,,,28:59,9,15,60,0,3,0,9,12,75,5,5,100,3,1,4,7,2,1,0,2,2,5,23,0,4,-4,16,M. Reed,1:11
1,TRABZONSPOR,TRB,14,D. Grant,Denove Octavon,Grant,1,0,,1,,,17:41,2,8,25,1,5,20,1,3,33,2,2,100,1,1,2,2,4,0,0,0,4,3,7,2,0,-4,2,D. Grant,1:14
1,TRABZONSPOR,TRB,10,T. Tinkle,Tres Anthony,Tinkle,3,1,,0,,,17:14,3,5,60,0,2,0,3,3,100,2,2,100,2,1,3,0,0,0,0,0,1,1,8,2,0,-3,6,T. Tinkle,1:10
1,TRABZONSPOR,TRB,4,I. Ulusoy,Ismail Cem,Ulusoy,5,1,1.0,0,,,18:29,0,4,0,0,1,0,0,3,0,0,0,0,1,0,1,4,1,3,0,0,2,3,0,0,0,-5,0,I. Ulusoy,1:4
1,TRABZONSPOR,TRB,6,A. Güney,Alican,Güney,7,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Güney,1:6
1,TRABZONSPOR,TRB,3,B. Demir,Berk,Demir,11,0,,1,,,22:29,4,6,66,3,5,60,1,1,100,0,0,0,4,0,4,2,1,0,1,0,3,0,11,0,3,-1,2,B. Demir,1:3
1,TRABZONSPOR,TRB,5,O. Ulubay,Okben,Ulubay,13,1,,0,,,18:33,3,6,50,2,4,50,1,2,50,0,0,0,0,1,1,0,1,0,0,0,1,1,8,5,0,-1,2,O. Ulubay,1:5
1,TRABZONSPOR,TRB,12,A. Yeboah,Akwasi Abeyie,Yeboah,15,0,,1,,,21:44,1,5,20,1,4,25,0,1,0,0,0,0,2,0,2,0,1,1,0,0,3,0,3,0,3,-9,0,A. Yeboah,1:12
1,TRABZONSPOR,TRB,42,T. Taylor,Tony Christopher,Taylor,21,0,,0,,,14:51,1,4,25,0,1,0,1,3,33,0,0,0,1,0,1,2,0,1,0,0,2,1,2,0,0,-1,2,T. Taylor,1:42
1,TRABZONSPOR,TRB,13,K. Silins,Karlis,Silins,25,0,,0,,,14:01,1,4,25,0,2,0,1,2,50,0,0,0,1,0,1,0,1,0,0,0,3,1,2,0,0,-6,2,K. Silins,1:13
