team_no,team_name,team_code,player_no,name,shirtNumber,position_raw,position_group,pair_token
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,2,A. Engin,22,,,1:2
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,79,A. Omic,24,,,1:79
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,4,E. Paltaci,77,,,1:4
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,3,E. Tanisan,0,,,1:3
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,8,H. Vanwijn,10,,,1:8
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,13,J. Hawkins,31,,,1:13
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,21,K. Smith Jr,4,,,1:21
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,5,M. Agva,46,,,1:5
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,12,M. Cazalon,21,,,1:12
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,9,R. Badzim,18,,,1:9
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,11,S. Griffin,1,,,1:11
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,7,Ö. Ilyasoglu,13,,,1:7
2,BEŞİKTAŞ GAİN,BJK,68,A. Brown,21,,,2:68
2,BEŞİKTAŞ GAİN,BJK,63,A. Zizic,41,,,2:63
2,BEŞİKTAŞ GAİN,BJK,78,A. Özbek,13,,,2:78
2,BEŞİKTAŞ GAİN,BJK,77,C. Kus,12,,,2:77
2,BEŞİKTAŞ GAİN,BJK,70,C. Morgan,9,,,2:70
2,BEŞİKTAŞ GAİN,BJK,72,D. Dotson,1,,,2:72
2,BEŞİKTAŞ GAİN,BJK,1,E. Adigüzel,19,,,2:1
2,BEŞİKTAŞ GAİN,BJK,73,I. Kamagate,4,,,2:73
2,BEŞİKTAŞ GAİN,BJK,71,J. Mathews,0,,,2:71
2,BEŞİKTAŞ GAİN,BJK,69,V. Brown,33,,,2:69
2,BEŞİKTAŞ GAİN,BJK,75,Y. Arslan,7,,,2:75
2,BEŞİKTAŞ GAİN,BJK,3,Y. Çoban,15,,,2:3
