team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,366.1,375.0,"[4, 8, 9, 11, 21]",5,4|8|9|11|21,"['1:4', '1:8', '1:9', '1:11', '1:21']","['E. Paltaci', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",1:4|1:8|1:9|1:11|1:21,Unknownx5,2,00:05:70,2,00:02:40,34,41,34,44
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,375.1,389.0,"[7, 8, 9, 11, 21]",5,7|8|9|11|21,"['1:7', '1:8', '1:9', '1:11', '1:21']","['Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",1:7|1:8|1:9|1:11|1:21,Unknownx5,2,00:02:40,3,10:00:00,34,44,36,44
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,389.1,518.0,"[5, 8, 9, 11, 21]",5,5|8|9|11|21,"['1:5', '1:8', '1:9', '1:11', '1:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",1:5|1:8|1:9|1:11|1:21,Unknownx5,3,10:00:00,3,04:14:00,36,44,51,56
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,518.1,549.0,"[7, 8, 11, 21, 79]",5,7|8|11|21|79,"['1:7', '1:8', '1:11', '1:21', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'K. Smith Jr', 'A. Omic']",1:7|1:8|1:11|1:21|1:79,Unknownx5,3,04:14:00,3,03:03:00,51,56,53,59
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,549.1,562.0,"[7, 8, 11, 13, 21]",5,7|8|11|13|21,"['1:7', '1:8', '1:11', '1:13', '1:21']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",1:7|1:8|1:11|1:13|1:21,Unknownx5,3,03:03:00,3,02:24:00,53,59,53,61
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,562.1,594.0,"[7, 11, 13, 21, 79]",5,7|11|13|21|79,"['1:7', '1:11', '1:13', '1:21', '1:79']","['Ö. Ilyasoglu', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr', 'A. Omic']",1:7|1:11|1:13|1:21|1:79,Unknownx5,3,02:24:00,3,00:08:40,53,61,56,70
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,594.1,608.0,"[7, 11, 12, 13, 79]",5,7|11|12|13|79,"['1:7', '1:11', '1:12', '1:13', '1:79']","['Ö. Ilyasoglu', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'A. Omic']",1:7|1:11|1:12|1:13|1:79,Unknownx5,3,00:08:40,4,10:00:00,56,70,58,71
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,608.1,626.0,"[7, 8, 11, 12, 13]",5,7|8|11|12|13,"['1:7', '1:8', '1:11', '1:12', '1:13']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",1:7|1:8|1:11|1:12|1:13,Unknownx5,4,10:00:00,4,09:08:00,58,71,58,71
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,626.1,639.0,"[5, 8, 11, 12, 13]",5,5|8|11|12|13,"['1:5', '1:8', '1:11', '1:12', '1:13']","['M. Agva', 'H. Vanwijn', 'S. Griffin', 'M. Cazalon', 'J. Hawkins']",1:5|1:8|1:11|1:12|1:13,Unknownx5,4,09:08:00,4,08:02:00,58,71,60,73
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,639.1,644.0,"[5, 8, 9, 11, 12]",5,5|8|9|11|12,"['1:5', '1:8', '1:9', '1:11', '1:12']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'M. Cazalon']",1:5|1:8|1:9|1:11|1:12,Unknownx5,4,08:02:00,4,07:50:00,60,73,60,73
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,644.1,698.0,"[5, 8, 9, 11, 21]",5,5|8|9|11|21,"['1:5', '1:8', '1:9', '1:11', '1:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",1:5|1:8|1:9|1:11|1:21,Unknownx5,4,07:50:00,4,04:56:00,60,73,64,82
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,698.1,733.0,"[4, 8, 9, 21, 79]",5,4|8|9|21|79,"['1:4', '1:8', '1:9', '1:21', '1:79']","['E. Paltaci', 'H. Vanwijn', 'R. Badzim', 'K. Smith Jr', 'A. Omic']",1:4|1:8|1:9|1:21|1:79,Unknownx5,4,04:56:00,4,03:17:00,64,82,71,87
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,733.1,751.0,"[4, 7, 8, 9, 79]",5,4|7|8|9|79,"['1:4', '1:7', '1:8', '1:9', '1:79']","['E. Paltaci', 'Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'A. Omic']",1:4|1:7|1:8|1:9|1:79,Unknownx5,4,03:17:00,4,01:49:00,71,87,73,87
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,751.1,784.0,"[7, 8, 9, 12, 79]",5,7|8|9|12|79,"['1:7', '1:8', '1:9', '1:12', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'M. Cazalon', 'A. Omic']",1:7|1:8|1:9|1:12|1:79,Unknownx5,4,01:49:00,4,00:00:00,73,87,77,95
2,BEŞİKTAŞ GAİN,1.0,45.0,"[63, 70, 71, 72, 75]",5,63|70|71|72|75,"['2:63', '2:70', '2:71', '2:72', '2:75']","['A. Zizic', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:63|2:70|2:71|2:72|2:75,Unknownx5,1,10:00:00,1,06:48:00,0,0,10,2
2,BEŞİKTAŞ GAİN,45.1,100.0,"[63, 68, 70, 71, 75]",5,63|68|70|71|75,"['2:63', '2:68', '2:70', '2:71', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'J. Mathews', 'Y. Arslan']",2:63|2:68|2:70|2:71|2:75,Unknownx5,1,06:48:00,1,02:31:00,10,2,25,10
2,BEŞİKTAŞ GAİN,100.1,146.0,"[1, 68, 69, 73, 77]",5,1|68|69|73|77,"['2:1', '2:68', '2:69', '2:73', '2:77']","['E. Adigüzel', 'A. Brown', 'V. Brown', 'I. Kamagate', 'C. Kus']",2:1|2:68|2:69|2:73|2:77,Unknownx5,1,02:31:00,1,00:04:70,25,10,28,11
2,BEŞİKTAŞ GAİN,146.1,160.0,"[68, 69, 72, 75, 77]",5,68|69|72|75|77,"['2:68', '2:69', '2:72', '2:75', '2:77']","['A. Brown', 'V. Brown', 'D. Dotson', 'Y. Arslan', 'C. Kus']",2:68|2:69|2:72|2:75|2:77,Unknownx5,1,00:04:70,2,10:00:00,28,11,28,11
2,BEŞİKTAŞ GAİN,160.1,186.0,"[68, 69, 72, 73, 77]",5,68|69|72|73|77,"['2:68', '2:69', '2:72', '2:73', '2:77']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:68|2:69|2:72|2:73|2:77,Unknownx5,2,10:00:00,2,08:39:00,28,11,31,14
2,BEŞİKTAŞ GAİN,186.1,203.0,"[68, 69, 72, 73, 75]",5,68|69|72|73|75,"['2:68', '2:69', '2:72', '2:73', '2:75']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",2:68|2:69|2:72|2:73|2:75,Unknownx5,2,08:39:00,2,07:27:00,31,14,34,16
2,BEŞİKTAŞ GAİN,203.1,231.0,"[63, 69, 71, 72, 75]",5,63|69|71|72|75,"['2:63', '2:69', '2:71', '2:72', '2:75']","['A. Zizic', 'V. Brown', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:63|2:69|2:71|2:72|2:75,Unknownx5,2,07:27:00,2,05:58:00,34,16,36,18
2,BEŞİKTAŞ GAİN,231.1,262.0,"[63, 70, 71, 72, 75]",5,63|70|71|72|75,"['2:63', '2:70', '2:71', '2:72', '2:75']","['A. Zizic', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:63|2:70|2:71|2:72|2:75,Unknownx5,2,05:58:00,2,05:00:00,36,18,36,20
2,BEŞİKTAŞ GAİN,262.1,294.0,"[63, 68, 70, 72, 75]",5,63|68|70|72|75,"['2:63', '2:68', '2:70', '2:72', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'D. Dotson', 'Y. Arslan']",2:63|2:68|2:70|2:72|2:75,Unknownx5,2,05:00:00,2,03:30:00,36,20,39,25
2,BEŞİKTAŞ GAİN,294.1,312.0,"[68, 70, 72, 73, 75]",5,68|70|72|73|75,"['2:68', '2:70', '2:72', '2:73', '2:75']","['A. Brown', 'C. Morgan', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",2:68|2:70|2:72|2:73|2:75,Unknownx5,2,03:30:00,2,02:48:00,39,25,39,26
2,BEŞİKTAŞ GAİN,312.1,327.0,"[63, 68, 70, 72, 75]",5,63|68|70|72|75,"['2:63', '2:68', '2:70', '2:72', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'D. Dotson', 'Y. Arslan']",2:63|2:68|2:70|2:72|2:75,Unknownx5,2,02:48:00,2,02:05:00,39,26,41,31
2,BEŞİKTAŞ GAİN,327.1,339.0,"[1, 63, 68, 70, 75]",5,1|63|68|70|75,"['2:1', '2:63', '2:68', '2:70', '2:75']","['E. Adigüzel', 'A. Zizic', 'A. Brown', 'C. Morgan', 'Y. Arslan']",2:1|2:63|2:68|2:70|2:75,Unknownx5,2,02:05:00,2,01:47:00,41,31,41,31
2,BEŞİKTAŞ GAİN,339.1,351.0,"[1, 63, 70, 71, 75]",5,1|63|70|71|75,"['2:1', '2:63', '2:70', '2:71', '2:75']","['E. Adigüzel', 'A. Zizic', 'C. Morgan', 'J. Mathews', 'Y. Arslan']",2:1|2:63|2:70|2:71|2:75,Unknownx5,2,01:47:00,2,00:43:50,41,31,41,34
2,BEŞİKTAŞ GAİN,351.1,364.0,"[63, 70, 71, 72, 75]",5,63|70|71|72|75,"['2:63', '2:70', '2:71', '2:72', '2:75']","['A. Zizic', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:63|2:70|2:71|2:72|2:75,Unknownx5,2,00:43:50,2,00:05:70,41,34,41,34
2,BEŞİKTAŞ GAİN,364.1,377.0,"[69, 70, 71, 72, 75]",5,69|70|71|72|75,"['2:69', '2:70', '2:71', '2:72', '2:75']","['V. Brown', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:69|2:70|2:71|2:72|2:75,Unknownx5,2,00:05:70,2,00:02:40,41,34,44,34
2,BEŞİKTAŞ GAİN,377.1,391.0,"[1, 69, 70, 75, 77]",5,1|69|70|75|77,"['2:1', '2:69', '2:70', '2:75', '2:77']","['E. Adigüzel', 'V. Brown', 'C. Morgan', 'Y. Arslan', 'C. Kus']",2:1|2:69|2:70|2:75|2:77,Unknownx5,2,00:02:40,3,10:00:00,44,34,44,36
2,BEŞİKTAŞ GAİN,391.1,421.0,"[63, 70, 71, 72, 75]",5,63|70|71|72|75,"['2:63', '2:70', '2:71', '2:72', '2:75']","['A. Zizic', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:63|2:70|2:71|2:72|2:75,Unknownx5,3,10:00:00,3,07:43:00,44,36,51,42
2,BEŞİKTAŞ GAİN,421.1,461.0,"[63, 69, 71, 72, 75]",5,63|69|71|72|75,"['2:63', '2:69', '2:71', '2:72', '2:75']","['A. Zizic', 'V. Brown', 'J. Mathews', 'D. Dotson', 'Y. Arslan']",2:63|2:69|2:71|2:72|2:75,Unknownx5,3,07:43:00,3,06:37:00,51,42,51,44
2,BEŞİKTAŞ GAİN,461.1,470.0,"[63, 68, 69, 72, 75]",5,63|68|69|72|75,"['2:63', '2:68', '2:69', '2:72', '2:75']","['A. Zizic', 'A. Brown', 'V. Brown', 'D. Dotson', 'Y. Arslan']",2:63|2:68|2:69|2:72|2:75,Unknownx5,3,06:37:00,3,05:59:00,51,44,51,47
2,BEŞİKTAŞ GAİN,470.1,488.0,"[68, 69, 72, 73, 75]",5,68|69|72|73|75,"['2:68', '2:69', '2:72', '2:73', '2:75']","['A. Brown', 'V. Brown', 'D. Dotson', 'I. Kamagate', 'Y. Arslan']",2:68|2:69|2:72|2:73|2:75,Unknownx5,3,05:59:00,3,04:50:00,51,47,54,49
2,BEŞİKTAŞ GAİN,488.1,504.0,"[70, 71, 72, 73, 77]",5,70|71|72|73|77,"['2:70', '2:71', '2:72', '2:73', '2:77']","['C. Morgan', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:70|2:71|2:72|2:73|2:77,Unknownx5,3,04:50:00,3,04:36:00,54,49,54,51
2,BEŞİKTAŞ GAİN,504.1,553.0,"[68, 71, 72, 73, 77]",5,68|71|72|73|77,"['2:68', '2:71', '2:72', '2:73', '2:77']","['A. Brown', 'J. Mathews', 'D. Dotson', 'I. Kamagate', 'C. Kus']",2:68|2:71|2:72|2:73|2:77,Unknownx5,3,04:36:00,3,03:03:00,54,51,61,53
2,BEŞİKTAŞ GAİN,553.1,596.0,"[68, 70, 71, 72, 77]",5,68|70|71|72|77,"['2:68', '2:70', '2:71', '2:72', '2:77']","['A. Brown', 'C. Morgan', 'J. Mathews', 'D. Dotson', 'C. Kus']",2:68|2:70|2:71|2:72|2:77,Unknownx5,3,03:03:00,3,00:08:40,61,53,70,56
2,BEŞİKTAŞ GAİN,596.1,610.0,"[68, 70, 72, 75, 77]",5,68|70|72|75|77,"['2:68', '2:70', '2:72', '2:75', '2:77']","['A. Brown', 'C. Morgan', 'D. Dotson', 'Y. Arslan', 'C. Kus']",2:68|2:70|2:72|2:75|2:77,Unknownx5,3,00:08:40,4,10:00:00,70,56,71,58
2,BEŞİKTAŞ GAİN,610.1,620.0,"[63, 68, 70, 71, 75]",5,63|68|70|71|75,"['2:63', '2:68', '2:70', '2:71', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'J. Mathews', 'Y. Arslan']",2:63|2:68|2:70|2:71|2:75,Unknownx5,4,10:00:00,4,09:24:00,71,58,71,58
2,BEŞİKTAŞ GAİN,620.1,656.0,"[68, 69, 70, 71, 75]",5,68|69|70|71|75,"['2:68', '2:69', '2:70', '2:71', '2:75']","['A. Brown', 'V. Brown', 'C. Morgan', 'J. Mathews', 'Y. Arslan']",2:68|2:69|2:70|2:71|2:75,Unknownx5,4,09:24:00,4,07:26:00,71,58,73,60
2,BEŞİKTAŞ GAİN,656.1,674.0,"[63, 68, 70, 71, 75]",5,63|68|70|71|75,"['2:63', '2:68', '2:70', '2:71', '2:75']","['A. Zizic', 'A. Brown', 'C. Morgan', 'J. Mathews', 'Y. Arslan']",2:63|2:68|2:70|2:71|2:75,Unknownx5,4,07:26:00,4,06:02:00,73,60,77,62
2,BEŞİKTAŞ GAİN,674.1,749.0,"[63, 68, 71, 72, 77]",5,63|68|71|72|77,"['2:63', '2:68', '2:71', '2:72', '2:77']","['A. Zizic', 'A. Brown', 'J. Mathews', 'D. Dotson', 'C. Kus']",2:63|2:68|2:71|2:72|2:77,Unknownx5,4,06:02:00,4,01:49:00,77,62,87,73
2,BEŞİKTAŞ GAİN,749.1,766.0,"[68, 70, 72, 75, 77]",5,68|70|72|75|77,"['2:68', '2:70', '2:72', '2:75', '2:77']","['A. Brown', 'C. Morgan', 'D. Dotson', 'Y. Arslan', 'C. Kus']",2:68|2:70|2:72|2:75|2:77,Unknownx5,4,01:49:00,4,01:09:00,87,73,92,75
2,BEŞİKTAŞ GAİN,766.1,784.0,"[1, 68, 70, 75, 77]",5,1|68|70|75|77,"['2:1', '2:68', '2:70', '2:75', '2:77']","['E. Adigüzel', 'A. Brown', 'C. Morgan', 'Y. Arslan', 'C. Kus']",2:1|2:68|2:70|2:75|2:77,Unknownx5,4,01:09:00,4,00:00:00,92,75,95,77
