team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,5,M. Agva,Mahir,Agva,46,1,,0,,,22:33,2,4,50,0,0,0,2,4,50,0,0,0,2,2,4,3,1,0,0,0,4,3,4,0,0,-6,2,M. Agva,1:5
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,4,E. Paltaci,Erbey Kemal,Paltaci,77,0,,0,,,3:10,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,E. Paltaci,1:4
2,BEŞİKTAŞ GAİN,BJK,71,J. Mathews,Jonah Kenneth,Mathews,0,1,,0,,,27:56,6,9,66,4,6,66,2,3,66,8,8,100,2,1,3,5,4,1,0,0,3,4,24,2,3,21,4,J. Mathews,2:71
2,BEŞİKTAŞ GAİN,BJK,72,D. Dotson,Devon Durrell,Dotson,1,1,,0,,,26:46,7,12,58,5,7,71,2,5,40,2,3,66,6,2,8,6,4,1,0,0,2,7,21,0,11,8,4,D. Dotson,2:72
2,BEŞİKTAŞ GAİN,BJK,73,I. Kamagate,Ismael Sindou,Kamagate,4,0,,0,,,8:37,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,2,0,3,0,0,0,0,6,0,I. Kamagate,2:73
2,BEŞİKTAŞ GAİN,BJK,75,Y. Arslan,Yigit,Arslan,7,1,1.0,1,,,27:18,2,4,50,1,3,33,1,1,100,1,1,100,5,0,5,7,3,2,0,0,3,0,6,0,2,7,2,Y. Arslan,2:75
2,BEŞİKTAŞ GAİN,BJK,70,C. Morgan,Conor Seamus William,Morgan,9,1,,1,,,24:48,5,6,83,4,5,80,1,1,100,3,3,100,4,0,4,3,2,0,0,0,4,2,17,0,6,16,2,C. Morgan,2:70
2,BEŞİKTAŞ GAİN,BJK,77,C. Kus,Canberk,Kus,12,0,,1,,,14:46,3,4,75,0,0,0,3,4,75,0,0,0,0,0,0,1,0,0,0,0,3,1,6,0,0,13,2,C. Kus,2:77
2,BEŞİKTAŞ GAİN,BJK,78,A. Özbek,Ahmet Ata,Özbek,13,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Özbek,2:78
2,BEŞİKTAŞ GAİN,BJK,3,Y. Çoban,Yigit,Çoban,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y. Çoban,2:3
2,BEŞİKTAŞ GAİN,BJK,1,E. Adigüzel,Emir,Adigüzel,19,0,,1,,,4:59,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,E. Adigüzel,2:1
2,BEŞİKTAŞ GAİN,BJK,68,A. Brown,Anthony Lejohn,Brown,21,0,,1,,,28:57,3,9,33,1,5,20,2,4,50,1,2,50,2,1,3,1,0,0,0,1,2,2,8,0,3,17,2,A. Brown,2:68
2,BEŞİKTAŞ GAİN,BJK,69,V. Brown,Vittorio,Brown,33,0,,0,,,11:30,1,2,50,1,2,50,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,3,0,3,-1,0,V. Brown,2:69
2,BEŞİKTAŞ GAİN,BJK,63,A. Zizic,Ante Toni,Zizic,41,1,,0,,,24:22,5,7,71,0,0,0,5,7,71,0,0,0,4,0,4,0,0,0,1,0,1,1,10,0,0,2,10,A. Zizic,2:63
