team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,3,E. Tanisan,Emre,Tanisan,0,0,,0,,,5:00,1,3,33,0,2,0,1,1,100,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,2,1,2,E. Tanisan,1:3
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,11,S. Griffin,Samuel Gevaris,Griffin,1,0,,0,,,30:55,5,9,55,0,0,0,5,9,55,0,1,0,1,1,2,4,3,1,0,1,0,4,10,0,6,-7,10,S. Griffin,1:11
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,21,K. Smith Jr,Kenneth Jerome,Smith Jr,4,1,,0,,,27:52,4,10,40,3,8,37,1,2,50,5,7,71,2,1,3,5,0,3,0,0,3,3,16,2,7,-14,2,K. Smith Jr,1:21
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,8,H. Vanwijn,Hans,Vanwijn,10,1,,1,,,32:36,3,8,37,1,4,25,2,4,50,2,2,100,5,2,7,3,2,2,1,0,2,4,9,0,2,-14,4,H. Vanwijn,1:8
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,7,Ö. Ilyasoglu,Ömer Can,Ilyasoglu,13,0,,1,,,14:58,0,4,0,0,2,0,0,2,0,1,2,50,0,1,1,1,1,0,0,1,2,1,1,0,0,-14,0,Ö. Ilyasoglu,1:7
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,9,R. Badzim,Roko,Badzim,18,0,,1,,,22:37,4,8,50,4,8,50,0,0,0,6,6,100,0,1,1,3,1,0,0,0,3,4,18,3,0,-3,0,R. Badzim,1:9
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,12,M. Cazalon,Malcolm Jean Ahmed,Cazalon,21,1,,1,,,15:18,2,7,28,1,3,33,1,4,25,0,0,0,0,0,0,1,2,1,0,0,0,0,5,0,2,-10,2,M. Cazalon,1:12
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,2,A. Engin,Ata,Engin,22,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Engin,1:2
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,79,A. Omic,Alen,Omic,24,0,,1,,,15:45,3,6,50,0,0,0,3,6,50,0,0,0,6,2,8,0,1,0,0,1,2,1,6,0,0,-9,6,A. Omic,1:79
1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,13,J. Hawkins,Javontae Aaron,Hawkins,31,1,1.0,0,,,9:15,1,4,25,0,1,0,1,3,33,1,1,100,0,0,0,0,0,1,0,0,1,2,3,0,0,-18,2,J. Hawkins,1:13
