week,game_id,label,team_no,team_name,team_code,player_no,name,firstName,familyName,shirtNumber,starter,captain,active,position_raw,position_group,sMinutes,sFieldGoalsMade,sFieldGoalsAttempted,sFieldGoalsPercentage,sThreePointersMade,sThreePointersAttempted,sThreePointersPercentage,sTwoPointersMade,sTwoPointersAttempted,sTwoPointersPercentage,sFreeThrowsMade,sFreeThrowsAttempted,sFreeThrowsPercentage,sReboundsDefensive,sReboundsOffensive,sReboundsTotal,sAssists,sTurnovers,sSteals,sBlocks,sBlocksReceived,sFoulsPersonal,sFoulsOn,sPoints,sPointsSecondChance,sPointsFastBreak,sPlusMinusPoints,sPointsInThePaint,scoreboardName,pair_token
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,66,Y. Saybir,Yigitcan,Saybir,3,1,,1,,,27:21,4,8,50,0,2,0,4,6,66,2,2,100,3,2,5,2,2,0,1,0,2,2,10,4,0,-3,8,Y. Saybir,2:66
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,92,S. Whaley,Shaqwan Malic,Whaley,5,0,,1,,,14:54,3,8,37,1,4,25,2,4,50,0,0,0,1,2,3,0,0,0,1,1,2,0,7,2,0,0,4,S. Whaley,2:92
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,57,E. Postel,Efe Evan,Postel,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Postel,2:57
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,55,T. Geçim,Tolga,Geçim,8,0,1.0,0,,,20:04,2,7,28,0,1,0,2,6,33,3,4,75,2,1,3,2,3,0,0,0,1,3,7,2,2,-6,4,T. Geçim,2:55
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,94,W. Kidd Jr,Warren Lynn,Kidd Jr,15,0,,0,,,9:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,-1,0,W. Kidd Jr,2:94
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,56,K. Efeoglu,Karahan Tuan,Efeoglu,16,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K. Efeoglu,2:56
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,91,M. Lewis Iii,Maxwell Robert ,Lewis Iii,21,1,,1,,,15:44,4,6,66,0,1,0,4,5,80,0,0,0,2,0,2,0,1,0,0,0,0,0,8,0,0,-2,6,M. Lewis Iii,2:91
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,88,M. Blazevic,Marek,Blazevic,22,1,,0,,,27:46,5,5,100,0,0,0,5,5,100,2,6,33,4,6,10,2,2,1,0,0,2,7,12,7,0,-4,6,M. Blazevic,2:88
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,90,H. Besson,Hugo Eric,Besson,25,0,,1,,,25:42,5,11,45,1,5,20,4,6,66,2,2,100,6,0,6,3,2,1,0,1,3,1,13,0,6,-1,6,H. Besson,2:90
week04,2715225,MERSIN SPOR vs TOFAS,2,TOFAŞ,TOF,93,J. Thomasson Jr,Joseph Elliotte,Thomasson Jr,32,1,,0,,,19:01,1,6,16,0,2,0,1,4,25,0,0,0,3,0,3,2,1,1,0,0,1,1,2,0,0,1,0,J. Thomasson Jr,2:93
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,5,J. Lecque,Jalen Evander,Lecque,0,1,,0,,,29:54,8,11,72,2,3,66,6,8,75,7,7,100,1,0,1,3,2,0,0,0,4,4,25,2,4,-12,10,J. Lecque,1:5
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,13,K. Van Der Vuurst De Vries,Keye Jord,Van Der Vuurst De Vries,1,1,,0,,,30:33,3,7,42,1,4,25,2,3,66,2,2,100,1,0,1,8,2,1,0,0,1,5,9,0,3,-18,0,K. Van Der Vuurst De Vries,1:13
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,8,Y. Özkan,Yigit,Özkan,2,0,,1,,,8:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,Y. Özkan,1:8
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,10,M. Türen,Metin,Türen,7,1,,1,,,31:04,1,5,20,1,3,33,0,2,0,0,0,0,5,1,6,0,1,1,2,0,4,0,3,0,0,-8,0,M. Türen,1:10
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,14,A. Varli,Aybars,Varli,8,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Varli,1:14
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,7,S. Pipes Jr,Shawn Oneal,Pipes Jr,11,0,,1,,,25:56,4,13,30,2,7,28,2,6,33,3,4,75,0,1,1,0,2,0,0,1,0,4,13,3,0,-15,2,S. Pipes Jr,1:7
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,41,H. Senol,Halil Ertugrul,Senol,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H. Senol,1:41
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,9,C. Turgut,Can Kaan,Turgut,23,0,,1,,,8:52,2,4,50,0,2,0,2,2,100,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,1,2,C. Turgut,1:9
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,4,E. Bruinsma,Evan John,Bruinsma,33,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Bruinsma,1:4
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,12,A. Bandaogo,Abdou Aziz,Bandaogo,55,0,,0,,,11:56,0,2,0,0,0,0,0,2,0,1,2,50,2,2,4,0,2,0,1,1,5,3,1,1,0,-11,0,A. Bandaogo,1:12
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,11,M. Senli,Muhammed Dogan,Senli,65,1,1.0,0,,,24:09,6,10,60,0,0,0,6,10,60,2,3,66,3,1,4,2,0,1,1,1,4,2,14,4,0,-8,10,M. Senli,1:11
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,1,ONVO BÜYÜKÇEKMECE BASKETBOL,BÇB,6,J. Johnson,Jaron Tremel,Johnson,92,1,,1,,,28:53,3,6,50,1,4,25,2,2,100,5,6,83,4,1,5,0,0,0,0,0,2,4,12,0,0,-8,4,J. Johnson,1:6
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,76,C. Homesley,Caleb Allen,Homesley,5,0,,0,,,17:04,2,8,25,1,4,25,1,4,25,2,3,66,2,1,3,4,1,0,0,2,3,2,7,3,0,8,0,C. Homesley,2:76
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,65,C. Coskun,Cengiz Sarp,Coskun,10,0,,1,,,6:16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-7,0,C. Coskun,2:65
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,77,M. Mitchell Ii,Matthew Antonio,Mitchell Ii,11,1,,0,,,16:39,1,2,50,0,1,0,1,1,100,0,0,0,1,1,2,2,0,0,0,0,4,2,2,0,0,10,2,M. Mitchell Ii,2:77
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,64,F. Haltali,Furkan,Haltali,14,0,,1,,,19:56,2,4,50,0,0,0,2,4,50,2,3,66,8,2,10,1,0,0,1,0,3,3,6,0,0,11,4,F. Haltali,2:64
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,2,C. Mutaf,Can Maxim,Mutaf,17,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C. Mutaf,2:2
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,81,M. Flynn,Malachi Emmanuel,Flynn,22,1,,1,,,24:24,6,10,60,1,4,25,5,6,83,1,2,50,1,0,1,7,4,1,0,0,2,3,14,2,7,9,8,M. Flynn,2:81
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,74,M. Ponitka,Mateusz Michal,Ponitka,28,0,,0,,,19:00,3,7,42,0,1,0,3,6,50,0,0,0,3,2,5,0,0,0,0,0,1,2,6,0,2,9,6,M. Ponitka,2:74
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,1,I. Akpinar,Ismet,Akpinar,33,1,,1,,,18:37,4,9,44,2,4,50,2,5,40,3,4,75,0,0,0,2,0,1,0,1,1,3,13,3,2,2,4,I. Akpinar,2:1
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,75,T. Cavanaugh,Tyler Robert,Cavanaugh,34,1,1.0,0,,,22:05,5,8,62,0,3,0,5,5,100,3,4,75,1,2,3,2,0,1,0,0,0,2,13,4,4,8,8,T. Cavanaugh,2:75
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,80,T. Williams,Trevion Lamon,Williams,50,1,,0,,,19:17,5,6,83,0,0,0,5,6,83,0,0,0,2,1,3,3,1,1,2,0,3,0,10,0,4,6,10,T. Williams,2:80
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,3,G. Bas,Göktug,Bas,57,0,,1,,,18:07,2,4,50,1,2,50,1,2,50,2,2,100,1,2,3,1,0,0,0,0,2,1,7,2,0,7,2,G. Bas,2:3
week04,2715226,ONVO BÜYÜKÇEKMECE BASKETBOL vs BAHÇESEHIR KOLEJI,2,BAHÇESEHIR KOLEJI,BSK,79,H. Hale,Hunter Jelaun,Hale,77,0,,0,,,18:34,6,12,50,4,9,44,2,3,66,2,2,100,3,1,4,2,1,1,0,0,2,2,18,5,0,12,2,H. Hale,2:79
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,26,J. Crawford,Jordon,Crawford,1,1,1.0,1,,,27:13,7,16,43,3,7,42,4,9,44,4,5,80,2,0,2,4,0,1,0,1,3,5,21,3,2,-3,6,J. Crawford,1:26
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,60,K. Pangos,Kevin Joseph,Pangos,4,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K. Pangos,1:60
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,21,E. Gazi,Erten,Gazi,7,0,,1,,,15:41,1,4,25,0,2,0,1,2,50,1,2,50,2,0,2,0,0,0,0,0,1,3,3,0,0,-1,2,E. Gazi,1:21
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,25,L. Galloway,Langston,Galloway,9,0,,1,,,30:15,4,13,30,1,7,14,3,6,50,4,4,100,3,1,4,1,0,0,0,1,4,2,13,0,3,2,4,L. Galloway,1:25
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,27,J. Simmons,Jeremy,Simmons,11,0,,0,,,15:25,1,1,100,0,0,0,1,1,100,0,0,0,2,1,3,0,1,0,0,0,2,0,2,0,0,-10,2,J. Simmons,1:27
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,24,P. Cornelie,Petr  Willlam,Cornelie,12,1,,1,,,35:35,5,10,50,2,4,50,3,6,50,9,12,75,5,3,8,6,0,0,3,0,3,6,21,0,4,-7,4,P. Cornelie,1:24
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,15,T. Akyazili,Thomas,Akyazili,14,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T. Akyazili,1:15
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,22,T. Thurman,Tre'shawn,Thurman,15,0,,0,,,22:34,2,6,33,0,4,0,2,2,100,5,6,83,3,0,3,1,1,0,1,0,4,3,9,2,4,11,4,T. Thurman,1:22
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,20,E. Arna,Egehan,Arna,18,1,,1,,,26:06,2,9,22,1,6,16,1,3,33,1,1,100,6,1,7,1,0,1,0,1,2,1,6,3,0,-3,2,E. Arna,1:20
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,28,J. Love,Jermaine,Love,22,1,,0,,,22:32,1,7,14,0,2,0,1,5,20,1,1,100,1,1,2,2,1,1,0,0,3,3,3,0,0,-7,2,J. Love,1:28
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,17,M. Akyel,Metehan,Akyel,41,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M. Akyel,1:17
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,1,ESENLER EROKSPOR,ERK,19,A. Duverioglu,Ahmet,Duverioglu,44,1,,0,,,4:39,1,4,25,0,0,0,1,4,25,0,0,0,1,0,1,1,0,1,0,1,1,0,2,0,0,-2,2,A. Duverioglu,1:19
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,70,J. Mathews,Jonah,Mathews,0,1,,1,,,29:33,7,12,58,3,6,50,4,6,66,9,12,75,3,0,3,4,3,1,0,0,3,6,26,2,4,10,2,J. Mathews,2:70
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,71,D. Dotson,Devon,Dotson,1,0,,0,,,20:06,3,6,50,1,3,33,2,3,66,3,4,75,6,0,6,4,1,0,0,0,5,3,10,1,3,13,2,D. Dotson,2:71
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,72,I. Kamagate,Ismael,Kamagate,4,0,,0,,,14:20,4,8,50,0,0,0,4,8,50,2,2,100,1,4,5,0,0,0,1,0,1,1,10,4,0,2,8,I. Kamagate,2:72
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,75,B. Ugurlu,Berk Ibrahim,Ugurlu,6,1,,1,,,24:12,1,2,50,0,0,0,1,2,50,0,0,0,3,0,3,2,1,0,1,0,3,3,2,0,2,-11,2,B. Ugurlu,2:75
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,74,Y. Arslan,Yigit,Arslan,7,0,1.0,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y. Arslan,2:74
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,69,C. Morgan,Conor,Morgan,9,1,,0,,,16:34,1,2,50,1,2,50,0,0,0,2,2,100,3,0,3,1,1,0,0,0,5,1,5,0,0,8,0,C. Morgan,2:69
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,76,C. Kus,Canberk,Kus,12,0,,1,,,19:39,2,8,25,2,5,40,0,3,0,0,0,0,2,1,3,1,0,0,1,1,2,0,6,0,3,7,0,C. Kus,2:76
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,77,A. Özbek,Ahmet Ata,Özbek,13,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A. Özbek,2:77
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,1,E. Adigüzel,Emir,Adigüzel,19,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Adigüzel,2:1
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,67,A. Brown,Anthony,Brown,21,1,,1,,,29:08,3,9,33,1,5,20,2,4,50,6,7,85,7,0,7,2,1,0,0,0,1,4,13,0,5,-10,2,A. Brown,2:67
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,68,V. Brown,Vittorio,Brown,33,0,,0,,,20:48,0,5,0,0,2,0,0,3,0,2,2,100,5,1,6,0,0,0,0,0,1,2,2,0,0,-1,0,V. Brown,2:68
week04,2715227,ESENLER EROKSPOR vs BESIKTAS GAIN,2,BEŞİKTAŞ GAİN,BJK,62,A. Zizic,Ante Toni,Zizic,41,1,,1,,,25:40,4,8,50,0,0,0,4,8,50,2,2,100,4,3,7,1,2,0,1,3,2,3,10,4,2,2,8,A. Zizic,2:62
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,133,B. Childress,Brandon Reginald,Childress,0,1,,1,,,29:12,5,10,50,2,5,40,3,5,60,3,3,100,0,1,1,6,1,3,0,0,2,5,15,0,2,13,4,B. Childress,1:133
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,3,T. Akdamar,Tevfik,Akdamar,3,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T. Akdamar,1:3
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,144,M. Parsons,Malik Disjohn,Parsons,5,1,,1,,,24:38,7,12,58,0,2,0,7,10,70,2,3,66,1,1,2,2,4,1,0,2,4,3,16,0,6,-1,6,M. Parsons,1:144
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,101,H. Köksal,Hüseyin Göksenin,Köksal,7,1,1.0,0,,,16:49,1,2,50,0,1,0,1,1,100,0,0,0,1,0,1,1,1,1,0,1,3,0,2,0,0,2,2,H. Köksal,1:101
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,126,B. Satir,Bora,Satir,10,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Satir,1:126
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,102,B. Akin,Berk Can,Akin,11,0,,1,,,22:03,5,8,62,3,5,60,2,3,66,0,0,0,1,0,1,1,0,2,0,0,4,0,13,0,4,11,4,B. Akin,1:102
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,136,J. Delaurier,Javin Que,Delaurier,12,0,,0,,,10:48,1,2,50,0,0,0,1,2,50,3,4,75,3,0,3,0,1,0,1,0,0,3,5,0,0,10,2,J. Delaurier,1:136
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,129,B. Crawford,Bryant Dejuan,Crawford,13,0,,0,,,15:36,5,11,45,1,7,14,4,4,100,0,1,0,0,0,0,4,2,2,0,0,4,3,11,0,7,12,6,B. Crawford,1:129
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,4,Y. Onar,Yesukan,Onar,14,0,,0,,,6:24,1,1,100,0,0,0,1,1,100,1,1,100,0,0,0,0,1,1,1,0,2,1,3,0,0,3,2,Y. Onar,1:4
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,134,V. King,Vincent Earl,King,22,0,,0,,,19:35,3,9,33,0,1,0,3,8,37,0,0,0,5,2,7,0,0,0,0,0,1,0,6,4,0,18,6,V. King,1:134
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,135,A. Konontsuk,Artur,Konontsuk,34,1,,1,,,25:43,2,5,40,1,3,33,1,2,50,0,0,0,4,0,4,1,0,2,0,1,2,1,5,0,3,2,2,A. Konontsuk,1:135
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,1,BURSASPOR BASKETBOL,BUR,127,L. Nnoko,Landry,Nnoko,35,1,,1,,,29:12,4,10,40,0,0,0,4,10,40,0,0,0,7,7,14,3,1,1,2,1,2,1,8,6,0,5,8,L. Nnoko,1:127
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,32,J. Scrubb,Jayden Amari,Scrubb,1,0,,0,,,22:33,3,5,60,0,1,0,3,4,75,0,0,0,5,0,5,1,2,0,2,0,2,1,6,0,0,-10,6,J. Scrubb,2:32
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,31,D. Smith,Dayshon Hassan,Smith,2,1,1.0,0,,,25:03,2,7,28,0,4,0,2,3,66,2,2,100,3,0,3,7,2,3,0,0,2,6,6,0,2,-16,4,D. Smith,2:31
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,23,B. Eryurtlu,Batu,Eryurtlu,6,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B. Eryurtlu,2:23
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,24,Y. Onan,Yigit,Onan,7,1,,1,,,31:05,3,7,42,0,2,0,3,5,60,3,6,50,3,2,5,3,2,0,0,0,3,3,9,2,3,-9,6,Y. Onan,2:24
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,15,I. Yilmaz,Ibrahim Ethem,Yilmaz,9,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I. Yilmaz,2:15
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,33,J. Mintz,Judah Jah Leone,Mintz,10,1,,1,,,29:39,3,7,42,0,1,0,3,6,50,10,11,90,1,1,2,0,2,1,0,0,1,7,16,0,4,-5,4,J. Mintz,2:33
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,22,B. Çal,Bugra,Çal,11,0,,0,,,8:55,1,2,50,0,1,0,1,1,100,1,2,50,2,0,2,0,0,1,0,0,2,1,3,0,0,-6,2,B. Çal,2:22
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,27,M. Yerkazanoglu,Mustafa Faruk,Yerkazanoglu,12,0,,1,,,12:18,1,1,100,0,0,0,1,1,100,0,0,0,1,1,2,0,0,0,2,0,2,0,2,2,0,-6,2,M. Yerkazanoglu,2:27
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,34,K. Zemaitis,Kristupas,Zemaitis,13,0,,1,,,25:18,1,6,16,1,3,33,0,3,0,0,0,0,1,0,1,3,3,2,0,1,1,3,3,0,0,-9,0,K. Zemaitis,2:34
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,29,E. Mobley,Eric Isaiah,Mobley,15,0,,0,,,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E. Mobley,2:29
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,16,A. Çamoglu,Altan,Çamoglu,21,1,,1,,,17:27,4,7,57,1,2,50,3,5,60,2,2,100,1,1,2,2,1,0,0,1,2,1,11,0,2,-5,6,A. Çamoglu,2:16
week04,2715228,BURSASPOR BASKETBOL vs GLINT MANISA BASKET,2,GLINT MANISA BASKET,MNS,28,J. Johnson,Jayce Ryback,Johnson,34,1,,0,,,27:42,5,9,55,0,0,0,5,9,55,3,4,75,5,3,8,1,3,1,1,2,2,2,13,0,0,-9,10,J. Johnson,2:28
week04,2715229,YUKATEL MERKEZEFENDI BELEDIYESI BASKET vs TRABZONSPOR,1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,3,E. Tanisan,Emre,Tanisan,0,0,,0,,,1:59,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,E. Tanisan,1:3
week04,2715229,YUKATEL MERKEZEFENDI BELEDIYESI BASKET vs TRABZONSPOR,1,YUKATEL MERKEZEFENDİ BELEDİYESİ BASKET,YMB,11,S. Griffin,Samuel Gevaris,Griffin,1,0,,1,,,26:04,7,18,38,3,8,37,4,10,40,10,10,100,1,0,1,1,2,2,0,0,1,4,27,0,5,4,8,S. Griffin,1:11
