possession_id,period,start_action,end_action,owner_tno,end_reason,pts_owner,pts_against,owner_team_name,net_pts
0,1,1,6,,,0,0,,0
1,1,7,7,2.0,def_reb,0,0,TRABZONSPOR,0
2,1,8,8,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
3,1,9,9,2.0,score,2,2,TRABZONSPOR,0
4,1,10,11,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
5,1,12,12,2.0,def_reb,0,0,TRABZONSPOR,0
6,1,13,13,1.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
7,1,14,15,2.0,score,2,0,TRABZONSPOR,2
8,1,16,16,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
9,1,17,17,2.0,def_reb,0,0,TRABZONSPOR,0
10,1,18,20,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
11,1,21,21,2.0,def_reb,0,0,TRABZONSPOR,0
12,1,22,22,1.0,score,3,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,3
13,1,24,26,2.0,def_reb,0,0,TRABZONSPOR,0
14,1,27,27,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
15,1,28,28,2.0,def_reb,0,0,TRABZONSPOR,0
16,1,29,29,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
17,1,30,30,2.0,score,2,0,TRABZONSPOR,2
18,1,31,32,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
19,1,33,33,2.0,def_reb,0,0,TRABZONSPOR,0
20,1,34,34,1.0,score,2,2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
21,1,35,36,2.0,def_reb,0,0,TRABZONSPOR,0
22,1,37,37,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
23,1,38,38,2.0,def_reb,0,0,TRABZONSPOR,0
24,1,40,40,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
25,1,44,44,2.0,score,2,2,TRABZONSPOR,0
26,1,47,49,1.0,made_ft,1,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
27,1,50,50,2.0,def_reb,0,0,TRABZONSPOR,0
28,1,52,52,1.0,def_reb,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
29,1,53,53,2.0,turnover,0,0,TRABZONSPOR,0
30,1,55,68,1.0,turnover,0,0,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,0
31,1,82,82,2.0,score,3,3,TRABZONSPOR,0
