team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1.0,60.0,"[5, 8, 12, 13, 21]",5|8|12|13|21,14,14,16,10,7,3,71.42857142857143,43.75,1,10:00:00,1,04:49:00,0,0,10,7,Unknownx5,5,5|8|12|13|21,1:5|1:8|1:12|1:13|1:21,"[5, 8, 12, 13, 21]","['1:5', '1:8', '1:12', '1:13', '1:21']","['M. Agva', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,60.1,91.0,"[7, 8, 12, 21, 79]",7|8|12|21|79,3,3,2,3,2,1,100.0,100.0,1,04:49:00,1,03:33:00,10,7,13,9,Unknownx5,5,7|8|12|21|79,1:7|1:8|1:12|1:21|1:79,"[7, 8, 12, 21, 79]","['1:7', '1:8', '1:12', '1:21', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'M. Cazalon', 'K. Smith Jr', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,91.1,121.0,"[7, 8, 11, 12, 79]",7|8|11|12|79,4,4,5,3,3,0,75.0,60.0,1,03:33:00,1,01:59:00,13,9,16,12,Unknownx5,5,7|8|11|12|79,1:7|1:8|1:11|1:12|1:79,"[7, 8, 11, 12, 79]","['1:7', '1:8', '1:11', '1:12', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'M. Cazalon', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,121.1,145.0,"[3, 7, 9, 11, 79]",3|7|9|11|79,2,2,2,0,5,-5,0.0,250.0,1,01:59:00,1,01:28:00,16,12,16,17,Unknownx5,5,3|7|9|11|79,1:3|1:7|1:9|1:11|1:79,"[3, 7, 9, 11, 79]","['1:3', '1:7', '1:9', '1:11', '1:79']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,145.1,164.0,"[3, 9, 11, 21, 79]",3|9|11|21|79,3,3,2,2,5,-3,66.66666666666667,250.0,1,01:28:00,1,00:27:00,16,17,18,22,Unknownx5,5,3|9|11|21|79,1:3|1:9|1:11|1:21|1:79,"[3, 9, 11, 21, 79]","['1:3', '1:9', '1:11', '1:21', '1:79']","['E. Tanisan', 'R. Badzim', 'S. Griffin', 'K. Smith Jr', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,164.1,196.0,"[3, 5, 9, 11, 21]",3|5|9|11|21,1,1,2,3,2,1,300.0,100.0,1,00:27:00,2,10:00:00,18,22,21,24,Unknownx5,5,3|5|9|11|21,1:3|1:5|1:9|1:11|1:21,"[3, 5, 9, 11, 21]","['1:3', '1:5', '1:9', '1:11', '1:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,196.1,281.0,"[5, 8, 9, 11, 21]",5|8|9|11|21,16,16,15,18,17,1,112.5,113.33333333333333,2,10:00:00,2,02:03:00,21,24,39,41,Unknownx5,5,5|8|9|11|21,1:5|1:8|1:9|1:11|1:21,"[5, 8, 9, 11, 21]","['1:5', '1:8', '1:9', '1:11', '1:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,281.1,298.0,"[7, 9, 11, 13, 79]",7|9|11|13|79,1,1,1,3,2,1,300.0,200.0,2,02:03:00,2,01:27:00,39,41,42,43,Unknownx5,5,7|9|11|13|79,1:7|1:9|1:11|1:13|1:79,"[7, 9, 11, 13, 79]","['1:7', '1:9', '1:11', '1:13', '1:79']","['Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,298.1,320.0,"[7, 11, 12, 13, 79]",7|11|12|13|79,4,4,5,6,0,6,150.0,0.0,2,01:27:00,3,10:00:00,42,43,48,43,Unknownx5,5,7|11|12|13|79,1:7|1:11|1:12|1:13|1:79,"[7, 11, 12, 13, 79]","['1:7', '1:11', '1:12', '1:13', '1:79']","['Ö. Ilyasoglu', 'S. Griffin', 'M. Cazalon', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,320.1,414.0,"[5, 8, 12, 13, 21]",5|8|12|13|21,13,13,12,10,6,4,76.92307692307692,50.0,3,10:00:00,3,04:28:00,48,43,58,49,Unknownx5,5,5|8|12|13|21,1:5|1:8|1:12|1:13|1:21,"[5, 8, 12, 13, 21]","['1:5', '1:8', '1:12', '1:13', '1:21']","['M. Agva', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
