start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,60.0,1,10:00:00,1,04:49:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 8, 12, 13, 21]",5|8|12|13|21,Unknownx5,"['1:5', '1:8', '1:12', '1:13', '1:21']","['M. Agva', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",2,TRABZONSPOR,"[3, 9, 11, 12, 14]",3|9|11|12|14,Unknownx5,"['2:3', '2:9', '2:11', '2:12', '2:14']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",14,9,8,1,64.28571428571429,53.333333333333336,15,8,9,-1,53.333333333333336,64.28571428571429,0,0,10,7
60.1,64.0,1,04:49:00,1,04:49:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 8, 12, 21, 79]",7|8|12|21|79,Unknownx5,"['1:7', '1:8', '1:12', '1:21', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'M. Cazalon', 'K. Smith Jr', 'A. Omic']",2,TRABZONSPOR,"[3, 9, 11, 12, 14]",3|9|11|12|14,Unknownx5,"['2:3', '2:9', '2:11', '2:12', '2:14']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",0,0,0,0,,,0,0,0,0,,,10,7,10,7
64.1,91.0,1,04:49:00,1,03:33:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 8, 12, 21, 79]",7|8|12|21|79,Unknownx5,"['1:7', '1:8', '1:12', '1:21', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'M. Cazalon', 'K. Smith Jr', 'A. Omic']",2,TRABZONSPOR,"[3, 11, 12, 13, 14]",3|11|12|13|14,Unknownx5,"['2:3', '2:11', '2:12', '2:13', '2:14']","['B. Demir', 'M. Reed', 'A. Yeboah', 'K. Silins', 'D. Grant']",2,2,3,-1,100.0,150.0,2,3,2,1,150.0,100.0,10,7,13,9
91.1,121.0,1,03:33:00,1,01:59:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[7, 8, 11, 12, 79]",7|8|11|12|79,Unknownx5,"['1:7', '1:8', '1:11', '1:12', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'M. Cazalon', 'A. Omic']",2,TRABZONSPOR,"[3, 11, 12, 13, 14]",3|11|12|13|14,Unknownx5,"['2:3', '2:11', '2:12', '2:13', '2:14']","['B. Demir', 'M. Reed', 'A. Yeboah', 'K. Silins', 'D. Grant']",4,1,4,-3,25.0,100.0,4,4,1,3,100.0,25.0,13,9,16,12
121.1,125.0,1,01:59:00,1,01:59:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 7, 9, 11, 79]",3|7|9|11|79,Unknownx5,"['1:3', '1:7', '1:9', '1:11', '1:79']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'A. Omic']",2,TRABZONSPOR,"[3, 11, 12, 13, 14]",3|11|12|13|14,Unknownx5,"['2:3', '2:11', '2:12', '2:13', '2:14']","['B. Demir', 'M. Reed', 'A. Yeboah', 'K. Silins', 'D. Grant']",0,0,0,0,,,0,0,0,0,,,16,12,16,12
125.1,145.0,1,01:59:00,1,01:28:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 7, 9, 11, 79]",3|7|9|11|79,Unknownx5,"['1:3', '1:7', '1:9', '1:11', '1:79']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'A. Omic']",2,TRABZONSPOR,"[4, 10, 11, 12, 13]",4|10|11|12|13,Unknownx5,"['2:4', '2:10', '2:11', '2:12', '2:13']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'K. Silins']",1,0,4,-4,0.0,200.0,2,4,0,4,200.0,0.0,16,12,16,17
145.1,164.0,1,01:28:00,1,00:27:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 9, 11, 21, 79]",3|9|11|21|79,Unknownx5,"['1:3', '1:9', '1:11', '1:21', '1:79']","['E. Tanisan', 'R. Badzim', 'S. Griffin', 'K. Smith Jr', 'A. Omic']",2,TRABZONSPOR,"[4, 10, 11, 12, 13]",4|10|11|12|13,Unknownx5,"['2:4', '2:10', '2:11', '2:12', '2:13']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'K. Silins']",2,3,2,1,150.0,100.0,2,2,3,-1,100.0,150.0,16,17,18,22
164.1,166.0,1,00:27:00,1,00:27:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 9, 11, 21]",3|5|9|11|21,Unknownx5,"['1:3', '1:5', '1:9', '1:11', '1:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",2,TRABZONSPOR,"[4, 10, 11, 12, 13]",4|10|11|12|13,Unknownx5,"['2:4', '2:10', '2:11', '2:12', '2:13']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'K. Silins']",0,0,0,0,,,0,0,0,0,,,18,22,18,22
166.1,196.0,1,00:27:00,2,10:00:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[3, 5, 9, 11, 21]",3|5|9|11|21,Unknownx5,"['1:3', '1:5', '1:9', '1:11', '1:21']","['E. Tanisan', 'M. Agva', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",2,TRABZONSPOR,"[4, 5, 10, 13, 14]",4|5|10|13|14,Unknownx5,"['2:4', '2:5', '2:10', '2:13', '2:14']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'K. Silins', 'D. Grant']",1,1,1,0,100.0,100.0,1,1,1,0,100.0,100.0,18,22,21,24
196.1,198.0,2,10:00:00,2,10:00:00,1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,"[5, 8, 9, 11, 21]",5|8|9|11|21,Unknownx5,"['1:5', '1:8', '1:9', '1:11', '1:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",2,TRABZONSPOR,"[4, 5, 10, 13, 14]",4|5|10|13|14,Unknownx5,"['2:4', '2:5', '2:10', '2:13', '2:14']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'K. Silins', 'D. Grant']",0,0,0,0,,,0,0,0,0,,,21,24,21,24
