team_no,team_name,start_action,end_action,players_on_court,lineup_size,lineup_uid,players_on_court_tokens,players_on_court_names,lineup_uid_pair,lineup_pos_mix,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against
1,BURSASPOR BASKETBOL,1.0,25.0,"[101, 127, 133, 135, 144]",5,101|127|133|135|144,"['1:101', '1:127', '1:133', '1:135', '1:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",1:101|1:127|1:133|1:135|1:144,Unknownx5,1,10:00:00,1,07:54:00,0,0,0,4
1,BURSASPOR BASKETBOL,25.1,74.0,"[101, 127, 133, 134, 135]",5,101|127|133|134|135,"['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",1:101|1:127|1:133|1:134|1:135,Unknownx5,1,07:54:00,1,04:30:00,0,4,8,10
1,BURSASPOR BASKETBOL,74.1,104.0,"[4, 102, 127, 133, 134]",5,4|102|127|133|134,"['1:4', '1:102', '1:127', '1:133', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Childress', 'V. King']",1:4|1:102|1:127|1:133|1:134,Unknownx5,1,04:30:00,1,03:18:00,8,10,12,15
1,BURSASPOR BASKETBOL,104.1,120.0,"[4, 102, 127, 129, 134]",5,4|102|127|129|134,"['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",1:4|1:102|1:127|1:129|1:134,Unknownx5,1,03:18:00,1,02:26:00,12,15,12,15
1,BURSASPOR BASKETBOL,120.1,177.0,"[4, 102, 129, 134, 136]",5,4|102|129|134|136,"['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",1:4|1:102|1:129|1:134|1:136,Unknownx5,1,02:26:00,2,10:00:00,12,15,19,20
1,BURSASPOR BASKETBOL,177.1,194.0,"[102, 129, 134, 135, 136]",5,102|129|134|135|136,"['1:102', '1:129', '1:134', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",1:102|1:129|1:134|1:135|1:136,Unknownx5,2,10:00:00,2,08:49:00,19,20,21,22
1,BURSASPOR BASKETBOL,194.1,210.0,"[102, 129, 135, 136, 144]",5,102|129|135|136|144,"['1:102', '1:129', '1:135', '1:136', '1:144']","['B. Akin', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",1:102|1:129|1:135|1:136|1:144,Unknownx5,2,08:49:00,2,07:47:00,21,22,23,24
1,BURSASPOR BASKETBOL,210.1,263.0,"[102, 127, 129, 135, 144]",5,102|127|129|135|144,"['1:102', '1:127', '1:129', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'A. Konontsuk', 'M. Parsons']",1:102|1:127|1:129|1:135|1:144,Unknownx5,2,07:47:00,2,05:45:00,23,24,27,28
1,BURSASPOR BASKETBOL,263.1,295.0,"[101, 127, 133, 135, 144]",5,101|127|133|135|144,"['1:101', '1:127', '1:133', '1:135', '1:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",1:101|1:127|1:133|1:135|1:144,Unknownx5,2,05:45:00,2,03:38:00,27,28,29,33
1,BURSASPOR BASKETBOL,295.1,319.0,"[102, 127, 133, 135, 144]",5,102|127|133|135|144,"['1:102', '1:127', '1:133', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",1:102|1:127|1:133|1:135|1:144,Unknownx5,2,03:38:00,2,01:54:00,29,33,31,35
