start_action,end_action,start_period,start_clock,end_period,end_clock,teamA_no,teamA_name,lineupA_players,lineupA_uid,lineupA_pos_mix,lineupA_tokens,lineupA_names,teamB_no,teamB_name,lineupB_players,lineupB_uid,lineupB_pos_mix,lineupB_tokens,lineupB_names,poss_A,pts_A_for,pts_A_against,net_A,ORtg_A,DRtg_A,poss_B,pts_B_for,pts_B_against,net_B,ORtg_B,DRtg_B,score_start_A,score_start_B,score_end_A,score_end_B
1.0,25.0,1,10:00:00,1,07:54:00,1,BURSASPOR BASKETBOL,"[101, 127, 133, 135, 144]",101|127|133|135|144,Unknownx5,"['1:101', '1:127', '1:133', '1:135', '1:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",2,GLINT MANISA BASKET,"[16, 24, 28, 31, 33]",16|24|28|31|33,Unknownx5,"['2:16', '2:24', '2:28', '2:31', '2:33']","['A. Çamoglu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz']",3,0,4,-4,0.0,100.0,4,4,0,4,100.0,0.0,0,0,0,4
25.1,74.0,1,07:54:00,1,04:30:00,1,BURSASPOR BASKETBOL,"[101, 127, 133, 134, 135]",101|127|133|134|135,Unknownx5,"['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",2,GLINT MANISA BASKET,"[16, 24, 28, 31, 33]",16|24|28|31|33,Unknownx5,"['2:16', '2:24', '2:28', '2:31', '2:33']","['A. Çamoglu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz']",7,9,5,4,128.57142857142858,62.5,8,5,9,-4,62.5,128.57142857142858,0,4,8,10
74.1,78.0,1,04:30:00,1,04:30:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 133, 134]",4|102|127|133|134,Unknownx5,"['1:4', '1:102', '1:127', '1:133', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Childress', 'V. King']",2,GLINT MANISA BASKET,"[16, 24, 28, 31, 33]",16|24|28|31|33,Unknownx5,"['2:16', '2:24', '2:28', '2:31', '2:33']","['A. Çamoglu', 'Y. Onan', 'J. Johnson', 'D. Smith', 'J. Mintz']",0,0,0,0,,,0,0,0,0,,,8,10,8,10
78.1,90.0,1,04:30:00,1,03:57:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 133, 134]",4|102|127|133|134,Unknownx5,"['1:4', '1:102', '1:127', '1:133', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Childress', 'V. King']",2,GLINT MANISA BASKET,"[24, 28, 31, 32, 33]",24|28|31|32|33,Unknownx5,"['2:24', '2:28', '2:31', '2:32', '2:33']","['Y. Onan', 'J. Johnson', 'D. Smith', 'J. Scrubb', 'J. Mintz']",1,2,1,1,200.0,100.0,1,1,2,-1,100.0,200.0,8,10,10,12
90.1,100.0,1,03:57:00,1,03:18:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 133, 134]",4|102|127|133|134,Unknownx5,"['1:4', '1:102', '1:127', '1:133', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Childress', 'V. King']",2,GLINT MANISA BASKET,"[24, 28, 32, 33, 34]",24|28|32|33|34,Unknownx5,"['2:24', '2:28', '2:32', '2:33', '2:34']","['Y. Onan', 'J. Johnson', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",2,2,0,2,100.0,0.0,1,0,2,-2,0.0,100.0,10,12,12,13
100.1,104.0,1,03:18:00,1,03:18:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 133, 134]",4|102|127|133|134,Unknownx5,"['1:4', '1:102', '1:127', '1:133', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Childress', 'V. King']",2,GLINT MANISA BASKET,"[22, 28, 32, 33, 34]",22|28|32|33|34,Unknownx5,"['2:22', '2:28', '2:32', '2:33', '2:34']","['B. Çal', 'J. Johnson', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1,1,0,1,100.0,,0,0,1,-1,,100.0,12,13,12,15
104.1,120.0,1,03:18:00,1,02:26:00,1,BURSASPOR BASKETBOL,"[4, 102, 127, 129, 134]",4|102|127|129|134,Unknownx5,"['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",2,GLINT MANISA BASKET,"[22, 28, 32, 33, 34]",22|28|32|33|34,Unknownx5,"['2:22', '2:28', '2:32', '2:33', '2:34']","['B. Çal', 'J. Johnson', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",2,0,0,0,0.0,0.0,2,0,0,0,0.0,0.0,12,15,12,15
120.1,131.0,1,02:26:00,1,01:58:00,1,BURSASPOR BASKETBOL,"[4, 102, 129, 134, 136]",4|102|129|134|136,Unknownx5,"['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",2,GLINT MANISA BASKET,"[22, 28, 32, 33, 34]",22|28|32|33|34,Unknownx5,"['2:22', '2:28', '2:32', '2:33', '2:34']","['B. Çal', 'J. Johnson', 'J. Scrubb', 'J. Mintz', 'K. Zemaitis']",1,2,0,2,200.0,0.0,1,0,2,-2,0.0,200.0,12,15,16,15
131.1,177.0,1,01:58:00,2,10:00:00,1,BURSASPOR BASKETBOL,"[4, 102, 129, 134, 136]",4|102|129|134|136,Unknownx5,"['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",2,GLINT MANISA BASKET,"[22, 27, 31, 32, 34]",22|27|31|32|34,Unknownx5,"['2:22', '2:27', '2:31', '2:32', '2:34']","['B. Çal', 'M. Yerkazanoglu', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",6,5,1,4,83.33333333333333,20.0,5,1,5,-4,20.0,83.33333333333333,16,15,19,20
177.1,194.0,2,10:00:00,2,08:49:00,1,BURSASPOR BASKETBOL,"[102, 129, 134, 135, 136]",102|129|134|135|136,Unknownx5,"['1:102', '1:129', '1:134', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",2,GLINT MANISA BASKET,"[22, 27, 31, 32, 34]",22|27|31|32|34,Unknownx5,"['2:22', '2:27', '2:31', '2:32', '2:34']","['B. Çal', 'M. Yerkazanoglu', 'D. Smith', 'J. Scrubb', 'K. Zemaitis']",3,0,4,-4,0.0,133.33333333333334,3,4,0,4,133.33333333333334,0.0,19,20,21,22
