team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,BURSASPOR BASKETBOL,1.0,25.0,"[101, 127, 133, 135, 144]",101|127|133|135|144,3,3,5,0,4,-4,0.0,80.0,1,10:00:00,1,07:54:00,0,0,0,4,Unknownx5,5,101|127|133|135|144,1:101|1:127|1:133|1:135|1:144,"[101, 127, 133, 135, 144]","['1:101', '1:127', '1:133', '1:135', '1:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,25.1,74.0,"[101, 127, 133, 134, 135]",101|127|133|134|135,8,8,8,8,6,2,100.0,75.0,1,07:54:00,1,04:30:00,0,4,8,10,Unknownx5,5,101|127|133|134|135,1:101|1:127|1:133|1:134|1:135,"[101, 127, 133, 134, 135]","['1:101', '1:127', '1:133', '1:134', '1:135']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,74.1,104.0,"[4, 102, 127, 133, 134]",4|102|127|133|134,5,5,4,4,5,-1,80.0,125.0,1,04:30:00,1,03:18:00,8,10,12,15,Unknownx5,5,4|102|127|133|134,1:4|1:102|1:127|1:133|1:134,"[4, 102, 127, 133, 134]","['1:4', '1:102', '1:127', '1:133', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Childress', 'V. King']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,104.1,120.0,"[4, 102, 127, 129, 134]",4|102|127|129|134,2,2,3,0,0,0,0.0,0.0,1,03:18:00,1,02:26:00,12,15,12,15,Unknownx5,5,4|102|127|129|134,1:4|1:102|1:127|1:129|1:134,"[4, 102, 127, 129, 134]","['1:4', '1:102', '1:127', '1:129', '1:134']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'V. King']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,120.1,177.0,"[4, 102, 129, 134, 136]",4|102|129|134|136,8,8,7,7,5,2,87.5,71.42857142857143,1,02:26:00,2,10:00:00,12,15,19,20,Unknownx5,5,4|102|129|134|136,1:4|1:102|1:129|1:134|1:136,"[4, 102, 129, 134, 136]","['1:4', '1:102', '1:129', '1:134', '1:136']","['Y. Onar', 'B. Akin', 'B. Crawford', 'V. King', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,177.1,194.0,"[102, 129, 134, 135, 136]",102|129|134|135|136,3,3,4,2,2,0,66.66666666666667,50.0,2,10:00:00,2,08:49:00,19,20,21,22,Unknownx5,5,102|129|134|135|136,1:102|1:129|1:134|1:135|1:136,"[102, 129, 134, 135, 136]","['1:102', '1:129', '1:134', '1:135', '1:136']","['B. Akin', 'B. Crawford', 'V. King', 'A. Konontsuk', 'J. Delaurier']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,194.1,210.0,"[102, 129, 135, 136, 144]",102|129|135|136|144,2,2,2,2,2,0,100.0,100.0,2,08:49:00,2,07:47:00,21,22,23,24,Unknownx5,5,102|129|135|136|144,1:102|1:129|1:135|1:136|1:144,"[102, 129, 135, 136, 144]","['1:102', '1:129', '1:135', '1:136', '1:144']","['B. Akin', 'B. Crawford', 'A. Konontsuk', 'J. Delaurier', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,210.1,263.0,"[102, 127, 129, 135, 144]",102|127|129|135|144,9,9,9,4,4,0,44.44444444444444,44.44444444444444,2,07:47:00,2,05:45:00,23,24,27,28,Unknownx5,5,102|127|129|135|144,1:102|1:127|1:129|1:135|1:144,"[102, 127, 129, 135, 144]","['1:102', '1:127', '1:129', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Crawford', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,263.1,295.0,"[101, 127, 133, 135, 144]",101|127|133|135|144,7,7,6,2,5,-3,28.571428571428573,83.33333333333333,2,05:45:00,2,03:38:00,27,28,29,33,Unknownx5,5,101|127|133|135|144,1:101|1:127|1:133|1:135|1:144,"[101, 127, 133, 135, 144]","['1:101', '1:127', '1:133', '1:135', '1:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,295.1,319.0,"[102, 127, 133, 135, 144]",102|127|133|135|144,4,4,4,2,2,0,50.0,50.0,2,03:38:00,2,01:54:00,29,33,31,35,Unknownx5,5,102|127|133|135|144,1:102|1:127|1:133|1:135|1:144,"[102, 127, 133, 135, 144]","['1:102', '1:127', '1:133', '1:135', '1:144']","['B. Akin', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,319.1,339.0,"[4, 102, 127, 129, 144]",4|102|127|129|144,3,3,3,3,3,0,100.0,100.0,2,01:54:00,2,01:08:00,31,35,34,38,Unknownx5,5,4|102|127|129|144,1:4|1:102|1:127|1:129|1:144,"[4, 102, 127, 129, 144]","['1:4', '1:102', '1:127', '1:129', '1:144']","['Y. Onar', 'B. Akin', 'L. Nnoko', 'B. Crawford', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,339.1,362.0,"[4, 127, 129, 134, 144]",4|127|129|134|144,2,2,2,2,0,2,100.0,0.0,2,01:08:00,3,10:00:00,34,38,36,38,Unknownx5,5,4|127|129|134|144,1:4|1:127|1:129|1:134|1:144,"[4, 127, 129, 134, 144]","['1:4', '1:127', '1:129', '1:134', '1:144']","['Y. Onar', 'L. Nnoko', 'B. Crawford', 'V. King', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,362.1,449.0,"[101, 127, 133, 135, 144]",101|127|133|135|144,12,12,12,11,6,5,91.66666666666667,50.0,3,10:00:00,3,04:29:00,36,38,47,44,Unknownx5,5,101|127|133|135|144,1:101|1:127|1:133|1:135|1:144,"[101, 127, 133, 135, 144]","['1:101', '1:127', '1:133', '1:135', '1:144']","['H. Köksal', 'L. Nnoko', 'B. Childress', 'A. Konontsuk', 'M. Parsons']",BURSASPOR BASKETBOL
1,BURSASPOR BASKETBOL,449.1,481.0,"[102, 127, 133, 134, 135]",102|127|133|134|135,3,3,4,3,0,3,100.0,0.0,3,04:29:00,3,03:00:00,47,44,50,44,Unknownx5,5,102|127|133|134|135,1:102|1:127|1:133|1:134|1:135,"[102, 127, 133, 134, 135]","['1:102', '1:127', '1:133', '1:134', '1:135']","['B. Akin', 'L. Nnoko', 'B. Childress', 'V. King', 'A. Konontsuk']",BURSASPOR BASKETBOL
